sequence	16S_rRNA_Count	metadata_NSTI
ASV000542	1	0.23743699999999998
ASV000251	1	0.23171399999999998
ASV001100	1	0.004725
ASV001739	1	0.206121
ASV002356	1	0.0026190000000000002
ASV004194	1	0.0038399999999999997
ASV000329	1	0.169354
ASV001789	1	0.165972
ASV000942	1	0.057241999999999994
ASV000404	1	0.077836
ASV000830	1	0.091753
ASV000420	1	0.015413
ASV000808	1	0.239227
ASV000725	1	0.21358200000000002
ASV000700	1	0.21358200000000002
ASV006401	1	0.09665800000000001
ASV001402	1	0.08077899999999999
ASV004244	1	0.088786
ASV000300	1	0.08074400000000001
ASV004886	1	0.09184099999999999
ASV000258	1	0.084774
ASV000408	1	0.07284
ASV009939	1	0.24352
ASV002423	1	0.125932
ASV002011	1	0.176448
ASV000451	1	0.18191400000000002
ASV000204	1	0.129234
ASV001904	1	0.170165
ASV005532	1	0.157724
ASV000693	1	0.1788
ASV001487	1	0.164279
ASV006300	1	0.179714
ASV000443	1	0.164145
ASV001324	1	0.14661400000000002
ASV004398	1	0.160995
ASV002088	1	0.12845
ASV005099	1	0.176678
ASV001293	1	0.048019
ASV002609	1	0.061078999999999994
ASV002892	1	0.07294500000000001
ASV002464	1	0.09503400000000001
ASV003798	1	0.08165800000000001
ASV001190	1	0.08505900000000001
ASV003420	1	0.09299
ASV000705	1	0.090949
ASV005027	1	0.094926
ASV001977	1	0.067875
ASV004356	1	0.017693
ASV001359	1	0.05815599999999999
ASV003682	1	0.009401000000000001
ASV004190	1	0.043368000000000004
ASV000007	1	0.005011
ASV004339	1	0.018124
ASV001585	1	0.017863
ASV003098	1	0.05115
ASV000968	1	0.008246
ASV002882	1	0.045911
ASV001708	1	0.014709999999999999
ASV001292	1	0.04
ASV000141	1	0.001755
ASV003678	1	0.063186
ASV001122	1	0.060754999999999997
ASV000338	2	0.0034189999999999997
ASV000937	2	0.052665
ASV001297	2	0.013696000000000002
ASV006705	2	0.053804
ASV001763	2	0.033408
ASV000696	2	0.017200999999999998
ASV001108	2	0.060649
ASV003386	1	0.025218
ASV001826	1	0.003365
ASV002875	1	0.016919
ASV004528	1	0.028803
ASV000437	1	0.16401300000000002
ASV000940	1	0.16401300000000002
ASV004201	1	0.16401300000000002
ASV007783	1	0.16401300000000002
ASV005450	1	0.051948
ASV001472	1	0.034339999999999996
ASV005553	1	0.056276
ASV005375	1	0.030433999999999996
ASV011269	1	0.037547000000000004
ASV003355	1	0.013808
ASV003308	1	0.013277
ASV001878	2	0.10993800000000001
ASV001675	2	0.059556
ASV001742	2	0.057754999999999994
ASV004482	2	0.106847
ASV005922	2	0.022133
ASV001741	2	0.0032380000000000004
ASV011249	2	0.065522
ASV011273	2	0.017107
ASV002019	2	0.00015
ASV000371	2	0.048525
ASV000719	2	0.094087
ASV000320	1	0.001698
ASV000748	5	0.006593000000000001
ASV000311	5	0.0017399999999999998
ASV000909	5	0.0032840000000000005
ASV007584	2	0.025086
ASV001941	2	0.008241
ASV000153	2	0.003343
ASV001938	2	0.0050030000000000005
ASV001428	1	0.012254000000000001
ASV001624	1	0.000101
ASV000631	3	0.003378
ASV001692	1	0.061154999999999994
ASV000668	2	0.00015
ASV001514	2	0.045739999999999996
ASV007816	2	0.015081
ASV002124	3	0.021111
ASV002240	3	0.045752999999999995
ASV011275	3	0.030994999999999998
ASV000978	4	0.000101
ASV003100	2	0.0017100000000000001
ASV001066	2	0.004963
ASV007576	2	0.049686
ASV007793	2	0.029312
ASV011266	2	0.016964
ASV011271	2	0.016964
ASV007578	2	0.056535
ASV000571	2	0.00015
ASV000890	4	0.005377000000000001
ASV003653	3	0.0032920000000000002
ASV003194	1	0.077818
ASV000360	1	0.003339
ASV001659	1	0.139429
ASV001966	1	0.129984
ASV001870	1	0.103975
ASV007571	1	0.11574200000000001
ASV006144	1	0.135375
ASV004592	2	0.080537
ASV000203	2	0.053001
ASV000243	2	0.100262
ASV000381	2	0.053001
ASV000740	2	0.053001
ASV002429	2	0.054563
ASV006149	2	0.096477
ASV001473	2	0.091657
ASV001758	2	0.056468
ASV007544	2	0.08925599999999999
ASV000145	2	0.038208
ASV004526	2	0.062479999999999994
ASV007560	2	0.083287
ASV003846	1	0.035470999999999996
ASV001080	1	0.0436
ASV002646	1	0.044841000000000006
ASV000301	1	0.055908000000000006
ASV000876	1	0.046002
ASV002162	1	0.059882000000000005
ASV002179	1	0.049346
ASV000910	2	0.190806
ASV007567	2	0.190806
ASV000488	2	0.058055999999999996
ASV006147	1	0.070188
ASV007250	1	0.37206
ASV001526	1	0.106735
ASV001448	1	0.07625599999999999
ASV001865	1	0.112863
ASV000304	1	0.104697
ASV000419	1	0.0724
ASV000574	1	0.218018
ASV000091	1	0.149997
ASV000816	1	0.149997
ASV006150	1	0.362349
ASV007538	1	0.362349
ASV006373	1	0.483592
ASV000129	3	0.284704
ASV001636	3	0.8845770000000001
ASV000325	3	0.42812
ASV000282	3	0.436866
ASV002223	3	0.133903
ASV000115	3	0.099428
ASV000879	3	0.331973
ASV000312	2	0.199005
ASV001589	2	0.199005
ASV003040	2	0.199005
ASV001301	2	0.068344
ASV002219	2	0.055861
ASV001005	2	0.025532
ASV003562	1	0.390836
ASV001707	1	0.346006
ASV000815	1	0.13605599999999998
ASV001272	1	0.048181
ASV002663	1	0.035218
ASV007562	1	0.277461
ASV011310	1	0.277461
ASV002005	1	0.106646
ASV002202	1	0.054501999999999995
ASV008316	1	0.356892
ASV005628	1	0.08577699999999999
ASV003422	1	0.28752300000000003
ASV001218	1	0.038705
ASV006263	1	0.282337
ASV001399	1	0.259995
ASV000318	1	0.21703899999999998
ASV004116	1	0.226969
ASV002773	1	0.034691
ASV002860	1	0.234292
ASV000038	1	0.131012
ASV001459	1	0.15515199999999998
ASV000252	1	0.16370099999999999
