Sample Name	Protocol REF	Parameter Value[instrument]	Parameter Value[manufacturer]	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[project]
S0478	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788309	SRX2974423	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187663	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0479	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788310	SRX2974422	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187664	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0480	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788311	SRX2974421	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187665	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0481	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788206	SRX2974526	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187666	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0482	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788205	SRX2974527	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187667	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0483	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788208	SRX2974524	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187668	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0484	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788207	SRX2974525	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187669	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0485	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788210	SRX2974522	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187670	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0486	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788209	SRX2974523	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187671	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0487	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788212	SRX2974520	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187672	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0488	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788211	SRX2974521	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187673	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0489	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788203	SRX2974529	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187674	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0490	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788202	SRX2974530	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187675	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0491	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788075	SRX2974657	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187676	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0492	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788076	SRX2974656	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187677	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0493	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788073	SRX2974659	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187678	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0494	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788074	SRX2974658	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187679	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0495	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788079	SRX2974653	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187680	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0496	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788080	SRX2974652	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187681	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0497	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788077	SRX2974655	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187682	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0498	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788078	SRX2974654	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187683	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0499	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788071	SRX2974661	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187684	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0500	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5788072	SRX2974660	NCBI Sequence Read Archive	SRP110813	http://identifiers.org/insdc.sra:SRP110813	Metagenome assembly	SRZ187685	NCBI BioProject	PRJNA385854	http://identifiers.org/ncbi/bioproject:PRJNA385854	GEOTRACES
S0501	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720299	SRX2937255	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187079	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0502	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720300	SRX2937254	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187080	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0503	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720301	SRX2937253	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187081	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0504	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720302	SRX2937252	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187082	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0505	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720303	SRX2937251	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187083	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0506	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720304	SRX2937250	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187084	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0507	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720305	SRX2937249	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187085	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0508	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720306	SRX2937248	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187086	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0509	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720297	SRX2937257	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187087	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0510	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720298	SRX2937256	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187088	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0511	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720225	SRX2937329	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187089	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0512	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720226	SRX2937328	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187090	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0513	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720227	SRX2937327	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187091	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0514	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720228	SRX2937326	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187092	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0515	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720221	SRX2937333	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187093	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0516	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720222	SRX2937332	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187094	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0517	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720223	SRX2937331	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187095	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0518	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720224	SRX2937330	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187096	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0519	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720219	SRX2937335	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187097	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0520	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720220	SRX2937334	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187098	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0521	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720242	SRX2937312	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187099	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0522	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720241	SRX2937313	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187100	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0523	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720244	SRX2937310	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187101	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0524	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720243	SRX2937311	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187102	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0525	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720246	SRX2937308	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187103	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0526	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720245	SRX2937309	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187104	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0527	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720248	SRX2937306	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187105	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0528	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720247	SRX2937307	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187106	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0529	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720240	SRX2937314	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187107	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0530	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720239	SRX2937315	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187108	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0531	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720269	SRX2937285	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187109	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0532	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720270	SRX2937284	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187110	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0533	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720267	SRX2937287	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187111	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0534	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720268	SRX2937286	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187112	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0535	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720273	SRX2937281	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187113	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0536	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720274	SRX2937280	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187114	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0537	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720271	SRX2937283	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187115	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0538	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720272	SRX2937282	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187116	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0539	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720265	SRX2937289	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187117	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0540	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720266	SRX2937288	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187118	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0541	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720296	SRX2937258	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187119	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0542	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720295	SRX2937259	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187120	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0543	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720294	SRX2937260	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187121	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0544	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720293	SRX2937261	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187122	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0545	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720292	SRX2937262	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187123	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0546	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720291	SRX2937263	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187124	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0547	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720290	SRX2937264	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187125	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0548	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720289	SRX2937265	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187126	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0549	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720288	SRX2937266	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187127	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0550	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720287	SRX2937267	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187128	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0551	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720310	SRX2937244	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187129	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0552	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720311	SRX2937243	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187130	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0553	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720312	SRX2937242	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187131	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0554	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720313	SRX2937241	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187132	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0555	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720314	SRX2937240	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187133	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0556	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720315	SRX2937239	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187134	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0557	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720316	SRX2937238	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187135	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0558	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720317	SRX2937237	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187136	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0559	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720308	SRX2937246	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187137	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0560	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720309	SRX2937245	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187138	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0561	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720329	SRX2937225	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187139	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
S0562	Shotgun sequencing	NextEra XT kit 	Illumina	Taxonomic characterisation	SRR5720328	SRX2937226	NCBI Sequence Read Archive	SRP109831	http://identifiers.org/insdc.sra:SRP109831	Metagenome assembly	SRZ187140	NCBI BioProject	PRJNA385855	http://identifiers.org/ncbi/bioproject:PRJNA385855	HOT
