Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[geographical location]	Term Source REF	Term Accession Number	Characteristics[environment type]	Term Source REF	Term Accession Number	Characteristics[latitude]	Unit	Term Source REF	Term Accession Number	Characteristics[longitude]	Unit	Term Source REF	Term Accession Number	Characteristics[depth]	Unit	Term Source REF	Term Accession Number	Comment[cruise id]	Comment[cruise station]	Protocol REF	Comment[niskin bottle id]	Protocol REF	Sample Name	Factor Value[project]	Factor Value[collection time]
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	232.9	meter	UO	UO:0000008	KN204	6	Sample collection	844547	DNA extraction	S0136	GEOTRACES	2011-11-15T06:20:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	284.7	meter	UO	UO:0000008	KN204	6	Sample collection	844550	DNA extraction	S0137	GEOTRACES	2011-11-15T06:20:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	50	meter	UO	UO:0000008	KN204	22	Sample collection	846488	DNA extraction	S0138	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	74.5	meter	UO	UO:0000008	KN204	22	Sample collection	846491	DNA extraction	S0139	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	84	meter	UO	UO:0000008	KN204	22	Sample collection	846494	DNA extraction	S0140	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	123.8	meter	UO	UO:0000008	KN204	22	Sample collection	846497	DNA extraction	S0141	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	183.9	meter	UO	UO:0000008	KN204	22	Sample collection	846500	DNA extraction	S0142	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	233.1	meter	UO	UO:0000008	KN204	22	Sample collection	846503	DNA extraction	S0143	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	283.3	meter	UO	UO:0000008	KN204	22	Sample collection	846506	DNA extraction	S0144	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	19.43336	degree	UO	UO:0000185	-29.38323	degree	UO	UO:0000185	389.4	meter	UO	UO:0000008	KN204	22	Sample collection	846509	DNA extraction	S0145	GEOTRACES	2011-12-07T11:25:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	24.7143	degree	UO	UO:0000185	-67.0726	degree	UO	UO:0000185	11	meter	UO	UO:0000008	PE321	25	Sample collection	633245	DNA extraction	S0147	GEOTRACES	2010-06-17T19:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	24.7143	degree	UO	UO:0000185	-67.0726	degree	UO	UO:0000185	77	meter	UO	UO:0000008	PE321	25	Sample collection	633236	DNA extraction	S0148	GEOTRACES	2010-06-17T19:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	24.7143	degree	UO	UO:0000185	-67.0726	degree	UO	UO:0000185	119	meter	UO	UO:0000008	PE321	25	Sample collection	633233	DNA extraction	S0149	GEOTRACES	2010-06-17T19:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	24.7143	degree	UO	UO:0000185	-67.0726	degree	UO	UO:0000185	152	meter	UO	UO:0000008	PE321	25	Sample collection	633230	DNA extraction	S0150	GEOTRACES	2010-06-17T19:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	24.7143	degree	UO	UO:0000185	-67.0726	degree	UO	UO:0000185	202	meter	UO	UO:0000008	PE321	25	Sample collection	633227	DNA extraction	S0151	GEOTRACES	2010-06-17T19:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.3411	degree	UO	UO:0000185	-63.5833	degree	UO	UO:0000185	12	meter	UO	UO:0000008	PE321	27	Sample collection	633533	DNA extraction	S0152	GEOTRACES	2010-06-19T21:44:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.3411	degree	UO	UO:0000185	-63.5833	degree	UO	UO:0000185	75	meter	UO	UO:0000008	PE321	27	Sample collection	633524	DNA extraction	S0153	GEOTRACES	2010-06-19T21:44:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.3411	degree	UO	UO:0000185	-63.5833	degree	UO	UO:0000185	100	meter	UO	UO:0000008	PE321	27	Sample collection	633521	DNA extraction	S0154	GEOTRACES	2010-06-19T21:44:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.3411	degree	UO	UO:0000185	-63.5833	degree	UO	UO:0000185	127	meter	UO	UO:0000008	PE321	27	Sample collection	633518	DNA extraction	S0155	GEOTRACES	2010-06-19T21:44:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.3411	degree	UO	UO:0000185	-63.5833	degree	UO	UO:0000185	200	meter	UO	UO:0000008	PE321	27	Sample collection	633515	DNA extraction	S0156	GEOTRACES	2010-06-19T21:44:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	47.8007	degree	UO	UO:0000185	-39.399	degree	UO	UO:0000185	9	meter	UO	UO:0000008	PE319	11	Sample collection	631541	DNA extraction	S0157	GEOTRACES	2010-05-11T13:26:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	47.8007	degree	UO	UO:0000185	-39.399	degree	UO	UO:0000185	50	meter	UO	UO:0000008	PE319	11	Sample collection	631535	DNA extraction	S0158	GEOTRACES	2010-05-11T13:26:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	47.8007	degree	UO	UO:0000185	-39.399	degree	UO	UO:0000185	75	meter	UO	UO:0000008	PE319	11	Sample collection	631532	DNA extraction	S0159	GEOTRACES	2010-05-11T13:26:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	47.8007	degree	UO	UO:0000185	-39.399	degree	UO	UO:0000185	101	meter	UO	UO:0000008	PE319	11	Sample collection	631529	DNA extraction	S0160	GEOTRACES	2010-05-11T13:26:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	47.8007	degree	UO	UO:0000185	-39.399	degree	UO	UO:0000185	152	meter	UO	UO:0000008	PE319	11	Sample collection	631526	DNA extraction	S0161	GEOTRACES	2010-05-11T13:26:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	47.8007	degree	UO	UO:0000185	-39.399	degree	UO	UO:0000185	201	meter	UO	UO:0000008	PE319	11	Sample collection	631523	DNA extraction	S0162	GEOTRACES	2010-05-11T13:26:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.6667	degree	UO	UO:0000185	-64.167	degree	UO	UO:0000185	10	meter	UO	UO:0000008	PE321	21	Sample collection	633860	DNA extraction	S0163	GEOTRACES	2010-06-13T00:53:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.6667	degree	UO	UO:0000185	-64.167	degree	UO	UO:0000185	75	meter	UO	UO:0000008	PE321	21	Sample collection	633851	DNA extraction	S0164	GEOTRACES	2010-06-13T00:53:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.6667	degree	UO	UO:0000185	-64.167	degree	UO	UO:0000185	100	meter	UO	UO:0000008	PE321	21	Sample collection	633848	DNA extraction	S0165	GEOTRACES	2010-06-13T00:53:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.6667	degree	UO	UO:0000185	-64.167	degree	UO	UO:0000185	150	meter	UO	UO:0000008	PE321	21	Sample collection	633845	DNA extraction	S0166	GEOTRACES	2010-06-13T00:53:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.6667	degree	UO	UO:0000185	-64.167	degree	UO	UO:0000185	202	meter	UO	UO:0000008	PE321	21	Sample collection	633842	DNA extraction	S0167	GEOTRACES	2010-06-13T00:53:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	28.0905	degree	UO	UO:0000185	-67.5015	degree	UO	UO:0000185	8	meter	UO	UO:0000008	PE321	23	Sample collection	634370	DNA extraction	S0168	GEOTRACES	2010-06-16T00:22:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	28.0905	degree	UO	UO:0000185	-67.5015	degree	UO	UO:0000185	76	meter	UO	UO:0000008	PE321	23	Sample collection	634361	DNA extraction	S0169	GEOTRACES	2010-06-16T00:22:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	28.0905	degree	UO	UO:0000185	-67.5015	degree	UO	UO:0000185	87	meter	UO	UO:0000008	PE321	23	Sample collection	634358	DNA extraction	S0170	GEOTRACES	2010-06-16T00:22:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	28.0905	degree	UO	UO:0000185	-67.5015	degree	UO	UO:0000185	150	meter	UO	UO:0000008	PE321	23	Sample collection	634355	DNA extraction	S0171	GEOTRACES	2010-06-16T00:22:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	28.0905	degree	UO	UO:0000185	-67.5015	degree	UO	UO:0000185	200	meter	UO	UO:0000008	PE321	23	Sample collection	634352	DNA extraction	S0172	GEOTRACES	2010-06-16T00:22:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-35.0093	degree	UO	UO:0000185	-39.431	degree	UO	UO:0000185	49	meter	UO	UO:0000008	JC057	8	Sample collection	637412	DNA extraction	S0177	GEOTRACES	2011-03-13T13:43:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-35.0093	degree	UO	UO:0000185	-39.431	degree	UO	UO:0000185	151	meter	UO	UO:0000008	JC057	8	Sample collection	637403	DNA extraction	S0178	GEOTRACES	2011-03-13T13:43:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-32.092	degree	UO	UO:0000185	-37.4563	degree	UO	UO:0000185	10	meter	UO	UO:0000008	JC057	9	Sample collection	639548	DNA extraction	S0179	GEOTRACES	2011-03-14T18:45:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-32.092	degree	UO	UO:0000185	-37.4563	degree	UO	UO:0000185	149	meter	UO	UO:0000008	JC057	9	Sample collection	639533	DNA extraction	S0180	GEOTRACES	2011-03-14T18:45:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-29.0538	degree	UO	UO:0000185	-35.8078	degree	UO	UO:0000185	11	meter	UO	UO:0000008	JC057	10	Sample collection	639692	DNA extraction	S0181	GEOTRACES	2011-03-15T23:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-29.0538	degree	UO	UO:0000185	-35.8078	degree	UO	UO:0000185	50	meter	UO	UO:0000008	JC057	10	Sample collection	639686	DNA extraction	S0182	GEOTRACES	2011-03-15T23:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-29.0538	degree	UO	UO:0000185	-35.8078	degree	UO	UO:0000185	150	meter	UO	UO:0000008	JC057	10	Sample collection	639677	DNA extraction	S0183	GEOTRACES	2011-03-15T23:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-26.0867	degree	UO	UO:0000185	-34.2585	degree	UO	UO:0000185	10	meter	UO	UO:0000008	JC057	11	Sample collection	639764	DNA extraction	S0184	GEOTRACES	2011-03-17T00:34:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-26.0867	degree	UO	UO:0000185	-34.2585	degree	UO	UO:0000185	50	meter	UO	UO:0000008	JC057	11	Sample collection	639758	DNA extraction	S0185	GEOTRACES	2011-03-17T00:34:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-26.0867	degree	UO	UO:0000185	-34.2585	degree	UO	UO:0000185	151	meter	UO	UO:0000008	JC057	11	Sample collection	639749	DNA extraction	S0186	GEOTRACES	2011-03-17T00:34:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-22.4732	degree	UO	UO:0000185	-32.7487	degree	UO	UO:0000185	9	meter	UO	UO:0000008	JC057	12	Sample collection	638351	DNA extraction	S0187	GEOTRACES	2011-03-18T14:16:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-22.4732	degree	UO	UO:0000185	-32.7487	degree	UO	UO:0000185	49	meter	UO	UO:0000008	JC057	12	Sample collection	638345	DNA extraction	S0188	GEOTRACES	2011-03-18T14:16:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-22.4732	degree	UO	UO:0000185	-32.7487	degree	UO	UO:0000185	150	meter	UO	UO:0000008	JC057	12	Sample collection	638336	DNA extraction	S0189	GEOTRACES	2011-03-18T14:16:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-17.0173	degree	UO	UO:0000185	-30.6052	degree	UO	UO:0000185	49	meter	UO	UO:0000008	JC057	13	Sample collection	638561	DNA extraction	S0190	GEOTRACES	2011-03-20T14:54:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-12.8957	degree	UO	UO:0000185	-29.2335	degree	UO	UO:0000185	10	meter	UO	UO:0000008	JC057	14	Sample collection	638711	DNA extraction	S0191	GEOTRACES	2011-03-22T01:00:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-12.8957	degree	UO	UO:0000185	-29.2335	degree	UO	UO:0000185	49	meter	UO	UO:0000008	JC057	14	Sample collection	638705	DNA extraction	S0192	GEOTRACES	2011-03-22T01:00:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-12.8957	degree	UO	UO:0000185	-29.2335	degree	UO	UO:0000185	149	meter	UO	UO:0000008	JC057	14	Sample collection	638696	DNA extraction	S0193	GEOTRACES	2011-03-22T01:00:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-17.0173	degree	UO	UO:0000185	-30.6052	degree	UO	UO:0000185	143	meter	UO	UO:0000008	JC057	13	Sample collection	638552	DNA extraction	S0195	GEOTRACES	2011-03-20T14:54:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-9.1608	degree	UO	UO:0000185	-28.0012	degree	UO	UO:0000185	10	meter	UO	UO:0000008	JC057	15	Sample collection	638855	DNA extraction	S0196	GEOTRACES	2011-03-23T11:11:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-9.1608	degree	UO	UO:0000185	-28.0012	degree	UO	UO:0000185	50	meter	UO	UO:0000008	JC057	15	Sample collection	638849	DNA extraction	S0197	GEOTRACES	2011-03-23T11:11:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-9.1608	degree	UO	UO:0000185	-28.0012	degree	UO	UO:0000185	135	meter	UO	UO:0000008	JC057	15	Sample collection	638840	DNA extraction	S0198	GEOTRACES	2011-03-23T11:11:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-5.6667	degree	UO	UO:0000185	-28.4572	degree	UO	UO:0000185	10	meter	UO	UO:0000008	JC057	16	Sample collection	638927	DNA extraction	S0199	GEOTRACES	2011-03-24T12:54:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-5.6667	degree	UO	UO:0000185	-28.4572	degree	UO	UO:0000185	50	meter	UO	UO:0000008	JC057	16	Sample collection	638921	DNA extraction	S0200	GEOTRACES	2011-03-24T12:54:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-5.6667	degree	UO	UO:0000185	-28.4572	degree	UO	UO:0000185	149	meter	UO	UO:0000008	JC057	16	Sample collection	638912	DNA extraction	S0201	GEOTRACES	2011-03-24T12:54:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-2.6505	degree	UO	UO:0000185	-28.9172	degree	UO	UO:0000185	10	meter	UO	UO:0000008	JC057	17	Sample collection	639206	DNA extraction	S0202	GEOTRACES	2011-03-25T21:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-2.6505	degree	UO	UO:0000185	-28.9172	degree	UO	UO:0000185	65	meter	UO	UO:0000008	JC057	17	Sample collection	639200	DNA extraction	S0203	GEOTRACES	2011-03-25T21:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-2.6505	degree	UO	UO:0000185	-28.9172	degree	UO	UO:0000185	149	meter	UO	UO:0000008	JC057	17	Sample collection	639191	DNA extraction	S0204	GEOTRACES	2011-03-25T21:08:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-0.1915	degree	UO	UO:0000185	-32.8745	degree	UO	UO:0000185	9	meter	UO	UO:0000008	JC057	18	Sample collection	639422	DNA extraction	S0205	GEOTRACES	2011-03-27T13:11:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	-0.1915	degree	UO	UO:0000185	-32.8745	degree	UO	UO:0000185	61	meter	UO	UO:0000008	JC057	18	Sample collection	639416	DNA extraction	S0206	GEOTRACES	2011-03-27T13:11:00
