Source Name	Material Type	Term Source REF	Term Accession Number	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[geographical location]	Term Source REF	Term Accession Number	Characteristics[environment type]	Term Source REF	Term Accession Number	Characteristics[latitude]	Unit	Term Source REF	Term Accession Number	Characteristics[longitude]	Unit	Term Source REF	Term Accession Number	Characteristics[depth]	Unit	Term Source REF	Term Accession Number	Comment[cruise id]	Comment[cruise station]	Protocol REF	Comment[niskin bottle id]	Protocol REF	Sample Name	Factor Value[project]	Factor Value[collection time]
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.65497	degree	UO	UO:0000185	-69.13131	degree	UO	UO:0000185	186.5	meter	UO	UO:0000008	KN204	3	Sample collection	845315	DNA extraction	S0069	GEOTRACES	2011-11-10T14:23:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.65497	degree	UO	UO:0000185	-69.13131	degree	UO	UO:0000185	234.7	meter	UO	UO:0000008	KN204	3	Sample collection	845318	DNA extraction	S0070	GEOTRACES	2011-11-10T14:23:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.65497	degree	UO	UO:0000185	-69.13131	degree	UO	UO:0000185	288.8	meter	UO	UO:0000008	KN204	3	Sample collection	845321	DNA extraction	S0071	GEOTRACES	2011-11-10T14:23:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	39.9	meter	UO	UO:0000008	KN204	20	Sample collection	846236	DNA extraction	S0072	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	74.3	meter	UO	UO:0000008	KN204	20	Sample collection	846239	DNA extraction	S0073	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	99.7	meter	UO	UO:0000008	KN204	20	Sample collection	846242	DNA extraction	S0074	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	134.2	meter	UO	UO:0000008	KN204	20	Sample collection	846245	DNA extraction	S0075	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	183.8	meter	UO	UO:0000008	KN204	20	Sample collection	846248	DNA extraction	S0076	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	234.1	meter	UO	UO:0000008	KN204	20	Sample collection	846251	DNA extraction	S0077	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	300.8	meter	UO	UO:0000008	KN204	20	Sample collection	846254	DNA extraction	S0078	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	374.3	meter	UO	UO:0000008	KN204	20	Sample collection	846257	DNA extraction	S0079	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	499.6	meter	UO	UO:0000008	KN204	20	Sample collection	846260	DNA extraction	S0080	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	22.33305	degree	UO	UO:0000185	-35.86703	degree	UO	UO:0000185	1055.2	meter	UO	UO:0000008	KN204	20	Sample collection	846269	DNA extraction	S0081	GEOTRACES	2011-12-03T23:12:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	41.8	meter	UO	UO:0000008	KN204	10	Sample collection	844712	DNA extraction	S0082	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	75.7	meter	UO	UO:0000008	KN204	10	Sample collection	844715	DNA extraction	S0083	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	89.1	meter	UO	UO:0000008	KN204	10	Sample collection	844718	DNA extraction	S0084	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	109.7	meter	UO	UO:0000008	KN204	10	Sample collection	844721	DNA extraction	S0085	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	182.4	meter	UO	UO:0000008	KN204	10	Sample collection	844724	DNA extraction	S0086	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	233.3	meter	UO	UO:0000008	KN204	10	Sample collection	844727	DNA extraction	S0087	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	281.4	meter	UO	UO:0000008	KN204	10	Sample collection	844730	DNA extraction	S0088	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	31.75351	degree	UO	UO:0000185	-64.17499	degree	UO	UO:0000185	414.2	meter	UO	UO:0000008	KN204	10	Sample collection	844733	DNA extraction	S0089	GEOTRACES	2011-11-19T19:31:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	39.7	meter	UO	UO:0000008	KN204	16	Sample collection	845942	DNA extraction	S0090	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	60.7	meter	UO	UO:0000008	KN204	16	Sample collection	845945	DNA extraction	S0091	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	89.9	meter	UO	UO:0000008	KN204	16	Sample collection	845948	DNA extraction	S0092	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	110.7	meter	UO	UO:0000008	KN204	16	Sample collection	845951	DNA extraction	S0093	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	135.6	meter	UO	UO:0000008	KN204	16	Sample collection	845954	DNA extraction	S0094	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	185.7	meter	UO	UO:0000008	KN204	16	Sample collection	845957	DNA extraction	S0095	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	234.8	meter	UO	UO:0000008	KN204	16	Sample collection	845960	DNA extraction	S0096	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	26.13688	degree	UO	UO:0000185	-44.82622	degree	UO	UO:0000185	284.8	meter	UO	UO:0000008	KN204	16	Sample collection	845963	DNA extraction	S0097	GEOTRACES	2011-11-30T03:40:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	48.1	meter	UO	UO:0000008	KN204	24	Sample collection	846713	DNA extraction	S0098	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	71.6	meter	UO	UO:0000008	KN204	24	Sample collection	846716	DNA extraction	S0099	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	89.3	meter	UO	UO:0000008	KN204	24	Sample collection	846719	DNA extraction	S0100	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	135	meter	UO	UO:0000008	KN204	24	Sample collection	846722	DNA extraction	S0101	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	183.7	meter	UO	UO:0000008	KN204	24	Sample collection	846725	DNA extraction	S0102	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	234.5	meter	UO	UO:0000008	KN204	24	Sample collection	846728	DNA extraction	S0103	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	17.39998	degree	UO	UO:0000185	-24.50003	degree	UO	UO:0000185	285.9	meter	UO	UO:0000008	KN204	24	Sample collection	846731	DNA extraction	S0104	GEOTRACES	2011-12-10T08:27:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	40.1	meter	UO	UO:0000008	KN204	14	Sample collection	845645	DNA extraction	S0105	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	69.4	meter	UO	UO:0000008	KN204	14	Sample collection	845648	DNA extraction	S0106	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	99	meter	UO	UO:0000008	KN204	14	Sample collection	845651	DNA extraction	S0107	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	113.8	meter	UO	UO:0000008	KN204	14	Sample collection	845654	DNA extraction	S0108	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	133.7	meter	UO	UO:0000008	KN204	14	Sample collection	845657	DNA extraction	S0109	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	183.8	meter	UO	UO:0000008	KN204	14	Sample collection	845660	DNA extraction	S0110	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	233.6	meter	UO	UO:0000008	KN204	14	Sample collection	845663	DNA extraction	S0111	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	27.58305	degree	UO	UO:0000185	-49.63297	degree	UO	UO:0000185	285	meter	UO	UO:0000008	KN204	14	Sample collection	845666	DNA extraction	S0112	GEOTRACES	2011-11-26T15:01:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	30.2	meter	UO	UO:0000008	KN204	1	Sample collection	845123	DNA extraction	S0114	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	57.8	meter	UO	UO:0000008	KN204	1	Sample collection	845126	DNA extraction	S0115	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	89.2	meter	UO	UO:0000008	KN204	1	Sample collection	845834	DNA extraction	S0116	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	109.9	meter	UO	UO:0000008	KN204	1	Sample collection	845129	DNA extraction	S0117	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	135.4	meter	UO	UO:0000008	KN204	1	Sample collection	845132	DNA extraction	S0118	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	185.8	meter	UO	UO:0000008	KN204	1	Sample collection	845135	DNA extraction	S0119	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	39.69225	degree	UO	UO:0000185	-69.86286	degree	UO	UO:0000185	285.9	meter	UO	UO:0000008	KN204	1	Sample collection	845141	DNA extraction	S0120	GEOTRACES	2011-11-08T10:56:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	39.4	meter	UO	UO:0000008	KN204	4	Sample collection	844343	DNA extraction	S0122	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	65.6	meter	UO	UO:0000008	KN204	4	Sample collection	844346	DNA extraction	S0123	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	90.8	meter	UO	UO:0000008	KN204	4	Sample collection	844349	DNA extraction	S0124	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	111.1	meter	UO	UO:0000008	KN204	4	Sample collection	844352	DNA extraction	S0125	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	135.2	meter	UO	UO:0000008	KN204	4	Sample collection	844355	DNA extraction	S0126	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	184.1	meter	UO	UO:0000008	KN204	4	Sample collection	844358	DNA extraction	S0127	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	236.7	meter	UO	UO:0000008	KN204	4	Sample collection	844361	DNA extraction	S0128	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	38.32433	degree	UO	UO:0000185	-68.87553	degree	UO	UO:0000185	285.3	meter	UO	UO:0000008	KN204	4	Sample collection	844364	DNA extraction	S0129	GEOTRACES	2011-11-12T14:57:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	39.6	meter	UO	UO:0000008	KN204	6	Sample collection	844529	DNA extraction	S0130	GEOTRACES	2011-11-15T06:20:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	64.6	meter	UO	UO:0000008	KN204	6	Sample collection	844532	DNA extraction	S0131	GEOTRACES	2011-11-15T06:20:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	89.6	meter	UO	UO:0000008	KN204	6	Sample collection	844535	DNA extraction	S0132	GEOTRACES	2011-11-15T06:20:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	111.1	meter	UO	UO:0000008	KN204	6	Sample collection	844538	DNA extraction	S0133	GEOTRACES	2011-11-15T06:20:00
GEOTRACES project Atlantic Ocean seawater	Seawater	OMIT	OMIT:0013522	marine metagenome	NCBITaxon	NCBITaxon:408172	Atlantic Ocean	GAZ	GAZ:00000344	ocean biome	ENVO	ENVO:01000048	37.60731	degree	UO	UO:0000185	-68.3895	degree	UO	UO:0000185	139.6	meter	UO	UO:0000008	KN204	6	Sample collection	844541	DNA extraction	S0134	GEOTRACES	2011-11-15T06:20:00
