study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA385854	SAMN07136947	SRX2974522	SRR5788210	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788210/SRR5788210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788210/SRR5788210_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788210
PRJNA385854	SAMN07136950	SRX2974521	SRR5788211	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788211/SRR5788211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788211/SRR5788211_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788211
PRJNA385854	SAMN07136949	SRX2974520	SRR5788212	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788212/SRR5788212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788212/SRR5788212_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788212
PRJNA385854	SAMN07136556	SRX2974519	SRR5788213	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788213/SRR5788213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788213/SRR5788213_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788213
PRJNA385854	SAMN07136555	SRX2974518	SRR5788214	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788214/SRR5788214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788214/SRR5788214_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788214
PRJNA385854	SAMN07136558	SRX2974517	SRR5788215	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788215/SRR5788215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788215/SRR5788215_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788215
PRJNA385854	SAMN07136598	SRX2974516	SRR5788216	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788216/SRR5788216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788216/SRR5788216_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788216
PRJNA385854	SAMN07136597	SRX2974515	SRR5788217	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788217/SRR5788217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788217/SRR5788217_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788217
PRJNA385854	SAMN07136600	SRX2974514	SRR5788218	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788218/SRR5788218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788218/SRR5788218_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788218
PRJNA385854	SAMN07136599	SRX2974513	SRR5788219	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788219/SRR5788219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788219/SRR5788219_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788219
PRJNA385854	SAMN07136594	SRX2974512	SRR5788220	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788220/SRR5788220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788220/SRR5788220_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788220
PRJNA385854	SAMN07136593	SRX2974511	SRR5788221	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788221/SRR5788221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788221/SRR5788221_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788221
PRJNA385854	SAMN07136596	SRX2974510	SRR5788222	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788222/SRR5788222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788222/SRR5788222_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788222
PRJNA385854	SAMN07136595	SRX2974509	SRR5788223	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788223/SRR5788223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788223/SRR5788223_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788223
PRJNA385854	SAMN07136560	SRX2974508	SRR5788224	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788224/SRR5788224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788224/SRR5788224_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788224
PRJNA385854	SAMN07136572	SRX2974507	SRR5788225	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788225/SRR5788225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788225/SRR5788225_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788225
PRJNA385854	SAMN07136602	SRX2974506	SRR5788226	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788226/SRR5788226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788226/SRR5788226_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788226
PRJNA385854	SAMN07136601	SRX2974505	SRR5788227	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788227/SRR5788227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788227/SRR5788227_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788227
PRJNA385854	SAMN07136559	SRX2974504	SRR5788228	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788228/SRR5788228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788228/SRR5788228_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788228
PRJNA385854	SAMN07136492	SRX2974503	SRR5788229	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788229/SRR5788229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788229/SRR5788229_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788229
PRJNA385854	SAMN07136491	SRX2974502	SRR5788230	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788230/SRR5788230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788230/SRR5788230_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788230
PRJNA385854	SAMN07136488	SRX2974501	SRR5788231	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788231/SRR5788231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788231/SRR5788231_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788231
PRJNA385854	SAMN07136487	SRX2974500	SRR5788232	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788232/SRR5788232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788232/SRR5788232_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788232
PRJNA385854	SAMN07136490	SRX2974499	SRR5788233	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788233/SRR5788233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788233/SRR5788233_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788233
PRJNA385854	SAMN07136489	SRX2974498	SRR5788234	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788234/SRR5788234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788234/SRR5788234_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788234
PRJNA385854	SAMN07136484	SRX2974497	SRR5788235	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788235/SRR5788235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788235/SRR5788235_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788235
PRJNA385854	SAMN07136483	SRX2974496	SRR5788236	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788236/SRR5788236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788236/SRR5788236_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788236
PRJNA385854	SAMN07136486	SRX2974495	SRR5788237	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788237/SRR5788237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788237/SRR5788237_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788237
PRJNA385854	SAMN07136485	SRX2974494	SRR5788238	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788238/SRR5788238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788238/SRR5788238_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788238
PRJNA385854	SAMN07136901	SRX2974493	SRR5788239	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788239/SRR5788239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788239/SRR5788239_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788239
PRJNA385854	SAMN07136902	SRX2974492	SRR5788240	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788240/SRR5788240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788240/SRR5788240_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788240
PRJNA385854	SAMN07136897	SRX2974491	SRR5788241	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788241/SRR5788241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788241/SRR5788241_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788241
PRJNA385854	SAMN07136898	SRX2974490	SRR5788242	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788242/SRR5788242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788242/SRR5788242_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788242
PRJNA385854	SAMN07136899	SRX2974489	SRR5788243	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788243/SRR5788243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788243/SRR5788243_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788243
PRJNA385854	SAMN07136900	SRX2974488	SRR5788244	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788244/SRR5788244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788244/SRR5788244_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788244
PRJNA385854	SAMN07136893	SRX2974487	SRR5788245	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788245/SRR5788245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788245/SRR5788245_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788245
PRJNA385854	SAMN07136894	SRX2974486	SRR5788246	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788246/SRR5788246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788246/SRR5788246_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788246
PRJNA385854	SAMN07136895	SRX2974485	SRR5788247	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788247/SRR5788247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788247/SRR5788247_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788247
PRJNA385854	SAMN07136896	SRX2974484	SRR5788248	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788248/SRR5788248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788248/SRR5788248_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788248
PRJNA385854	SAMN07136565	SRX2974483	SRR5788249	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788249/SRR5788249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788249/SRR5788249_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788249
PRJNA385854	SAMN07136566	SRX2974482	SRR5788250	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788250/SRR5788250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788250/SRR5788250_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788250
PRJNA385854	SAMN07136567	SRX2974481	SRR5788251	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788251/SRR5788251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788251/SRR5788251_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788251
PRJNA385854	SAMN07136568	SRX2974480	SRR5788252	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788252/SRR5788252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788252/SRR5788252_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788252
PRJNA385854	SAMN07136569	SRX2974479	SRR5788253	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788253/SRR5788253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788253/SRR5788253_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788253
PRJNA385854	SAMN07136570	SRX2974478	SRR5788254	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788254/SRR5788254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788254/SRR5788254_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788254
PRJNA385854	SAMN07136854	SRX2974477	SRR5788255	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788255/SRR5788255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788255/SRR5788255_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788255
PRJNA385854	SAMN07136762	SRX2974476	SRR5788256	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788256/SRR5788256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788256/SRR5788256_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788256
PRJNA385854	SAMN07136856	SRX2974475	SRR5788257	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788257/SRR5788257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788257/SRR5788257_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788257
PRJNA385854	SAMN07136855	SRX2974474	SRR5788258	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788258/SRR5788258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788258/SRR5788258_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788258
PRJNA385854	SAMN07136858	SRX2974473	SRR5788259	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788259/SRR5788259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788259/SRR5788259_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788259
PRJNA385854	SAMN07136857	SRX2974472	SRR5788260	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788260/SRR5788260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788260/SRR5788260_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788260
PRJNA385854	SAMN07136860	SRX2974471	SRR5788261	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788261/SRR5788261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788261/SRR5788261_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788261
PRJNA385854	SAMN07136859	SRX2974470	SRR5788262	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788262/SRR5788262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788262/SRR5788262_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788262
PRJNA385854	SAMN07136862	SRX2974469	SRR5788263	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788263/SRR5788263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788263/SRR5788263_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788263
PRJNA385854	SAMN07136861	SRX2974468	SRR5788264	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788264/SRR5788264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788264/SRR5788264_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788264
PRJNA385854	SAMN07136755	SRX2974467	SRR5788265	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788265/SRR5788265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788265/SRR5788265_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788265
PRJNA385854	SAMN07136756	SRX2974466	SRR5788266	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788266/SRR5788266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788266/SRR5788266_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788266
PRJNA385854	SAMN07136757	SRX2974465	SRR5788267	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788267/SRR5788267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788267/SRR5788267_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788267
PRJNA385854	SAMN07136758	SRX2974464	SRR5788268	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788268/SRR5788268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788268/SRR5788268_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788268
PRJNA385854	SAMN07136759	SRX2974463	SRR5788269	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788269/SRR5788269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788269/SRR5788269_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788269
PRJNA385854	SAMN07136760	SRX2974462	SRR5788270	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788270/SRR5788270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788270/SRR5788270_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788270
PRJNA385854	SAMN07136787	SRX2974461	SRR5788271	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788271/SRR5788271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788271/SRR5788271_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788271
PRJNA385854	SAMN07136788	SRX2974460	SRR5788272	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788272/SRR5788272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788272/SRR5788272_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788272
PRJNA385854	SAMN07136789	SRX2974459	SRR5788273	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788273/SRR5788273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788273/SRR5788273_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788273
PRJNA385854	SAMN07136790	SRX2974458	SRR5788274	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788274/SRR5788274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/004/SRR5788274/SRR5788274_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/004/SRR5788274
PRJNA385854	SAMN07136783	SRX2974457	SRR5788275	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788275/SRR5788275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/005/SRR5788275/SRR5788275_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/005/SRR5788275
PRJNA385854	SAMN07136784	SRX2974456	SRR5788276	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788276/SRR5788276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/006/SRR5788276/SRR5788276_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/006/SRR5788276
PRJNA385854	SAMN07136785	SRX2974455	SRR5788277	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788277/SRR5788277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/007/SRR5788277/SRR5788277_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/007/SRR5788277
PRJNA385854	SAMN07136786	SRX2974454	SRR5788278	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788278/SRR5788278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/008/SRR5788278/SRR5788278_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/008/SRR5788278
PRJNA385854	SAMN07136791	SRX2974453	SRR5788279	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788279/SRR5788279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/009/SRR5788279/SRR5788279_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/009/SRR5788279
PRJNA385854	SAMN07136792	SRX2974452	SRR5788280	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788280/SRR5788280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/000/SRR5788280/SRR5788280_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/000/SRR5788280
PRJNA385854	SAMN07136642	SRX2974451	SRR5788281	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788281/SRR5788281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/001/SRR5788281/SRR5788281_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/001/SRR5788281
PRJNA385854	SAMN07136641	SRX2974450	SRR5788282	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788282/SRR5788282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/002/SRR5788282/SRR5788282_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/002/SRR5788282
PRJNA385854	SAMN07136634	SRX2974449	SRR5788283	408172	marine metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788283/SRR5788283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR578/003/SRR5788283/SRR5788283_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR578/003/SRR5788283
