sequence,pcaG,pcaH,PETase,tphA2,tphA3,tphB
ASV000769,2,2,0,0,0,0
ASV000770,0,0,0,0,0,0
ASV000771,1,1,0,1,0,0
ASV000772,1,0,0,1,0,1
ASV000773,0,0,0,0,0,0
ASV000774,0,0,0,0,0,0
ASV000775,0,0,0,0,0,0
ASV000776,0,0,0,3,0,0
ASV000777,0,0,0,0,0,0
ASV000778,0,0,0,0,0,0
ASV000779,2,1,0,1,0,0
ASV000780,2,2,0,1,0,1
ASV000781,0,0,0,0,0,0
ASV000782,0,0,0,0,0,0
ASV000783,0,0,0,2,0,0
ASV000784,0,0,0,0,0,1
ASV000785,0,0,0,0,0,0
ASV000786,0,0,0,0,0,0
ASV000787,0,0,0,0,0,0
ASV000788,0,0,0,0,0,0
ASV000789,3,3,0,2,0,0
ASV000790,0,0,0,0,0,0
ASV000791,0,0,0,0,0,0
ASV000792,0,0,0,0,0,0
ASV000793,0,0,0,0,0,0
ASV000794,0,0,0,0,0,0
ASV000795,0,0,0,0,0,0
ASV000796,2,2,0,1,0,0
ASV000797,0,0,0,0,0,0
ASV000798,0,0,0,0,0,0
ASV000799,0,0,0,1,0,0
ASV000800,0,0,0,2,0,2
ASV000801,0,0,0,2,0,6
ASV000802,0,1,0,0,0,0
ASV000803,0,0,0,0,0,0
ASV000804,0,0,0,0,0,0
ASV000805,0,0,0,1,0,1
ASV000806,0,0,0,0,0,0
ASV000807,2,2,0,0,0,1
ASV000808,0,0,0,0,0,0
ASV000809,0,0,0,0,0,0
ASV000810,0,0,0,0,0,0
ASV000811,0,0,0,0,0,0
ASV000812,0,0,0,0,0,0
ASV000813,0,0,0,0,0,0
ASV000814,0,0,0,0,0,0
ASV000815,0,0,0,0,0,0
ASV000816,0,0,0,0,0,0
ASV000817,0,0,0,0,0,0
ASV000818,0,0,0,4,0,1
ASV000819,0,0,0,0,0,0
ASV000820,2,1,0,1,0,0
ASV000821,1,1,0,1,0,0
ASV000822,0,0,0,0,0,0
ASV000823,0,0,0,0,0,0
ASV000824,0,0,0,0,0,0
ASV000825,0,0,0,0,0,0
ASV000826,0,1,0,2,1,0
ASV000827,0,0,0,0,0,0
ASV000828,0,0,0,0,0,1
ASV000829,0,0,0,1,0,0
ASV000830,0,0,0,0,0,0
ASV000831,0,0,0,0,0,0
ASV000832,0,0,0,0,0,0
ASV000833,0,0,0,0,0,0
ASV000834,0,0,0,0,0,0
ASV000835,0,0,0,2,0,0
ASV000836,0,0,0,0,0,0
ASV000837,0,0,0,0,0,0
ASV000838,0,0,0,0,0,0
ASV000839,0,0,0,0,0,0
ASV000840,0,0,0,0,0,0
ASV000841,0,0,0,0,0,0
ASV000842,0,0,0,0,0,0
ASV000843,0,0,0,3,0,0
ASV000844,0,0,0,2,0,0
ASV000845,0,0,0,0,0,0
ASV000846,0,0,0,2,0,0
ASV000847,0,0,0,0,0,0
ASV000848,0,0,0,0,0,0
ASV000849,0,0,0,0,0,0
ASV000850,0,0,0,0,0,0
ASV000851,0,0,0,0,0,0
ASV000852,0,0,0,0,0,0
ASV000853,0,0,0,0,0,0
ASV000854,0,0,0,0,0,0
ASV000855,0,0,0,3,0,0
ASV000856,0,0,0,0,0,0
ASV000857,0,0,0,0,0,0
ASV000858,2,2,0,1,0,0
ASV000859,0,0,2,0,0,0
ASV000860,0,0,0,0,0,0
ASV000861,0,0,0,0,0,0
ASV000862,0,0,0,1,0,1
ASV000863,0,0,0,0,0,0
ASV000864,0,0,0,0,0,0
ASV000865,0,0,0,0,0,0
ASV000866,0,0,0,0,0,0
ASV000867,0,0,0,0,0,0
ASV000868,0,0,0,0,0,0
ASV000869,1,1,0,1,0,0
ASV000870,3,1,0,2,0,0
ASV000871,0,0,0,0,0,0
ASV000872,0,0,0,0,0,0
ASV000873,0,0,0,0,0,0
ASV000874,2,1,0,0,0,0
ASV000875,0,0,0,0,0,0
ASV000876,0,0,0,0,0,0
ASV000877,0,0,0,0,0,1
ASV000878,0,0,0,0,0,0
ASV000879,0,0,0,0,0,0
ASV000880,0,0,0,0,0,0
ASV000881,0,0,0,0,0,0
ASV000882,0,0,0,0,0,0
ASV000883,0,0,0,0,0,1
ASV000884,0,0,0,0,0,0
ASV000885,0,0,0,0,0,0
ASV000886,2,2,0,1,0,0
ASV000887,0,0,0,0,0,0
ASV000888,0,0,0,0,0,0
ASV000889,0,0,0,0,0,0
ASV000890,0,0,0,0,0,0
ASV000891,0,0,0,0,0,0
ASV000892,0,0,0,0,0,0
ASV000893,0,0,0,0,0,0
ASV000894,0,0,0,0,0,0
ASV000895,0,0,0,0,0,0
ASV000896,0,0,0,0,0,0
ASV000897,0,0,0,0,0,0
ASV000898,0,0,0,0,0,0
ASV000899,0,0,0,0,0,0
ASV000900,0,0,0,0,0,0
ASV000901,0,0,0,0,0,0
ASV000902,0,0,0,0,0,0
ASV000903,0,0,0,0,0,0
ASV000904,0,0,0,2,0,0
ASV000905,0,0,0,0,0,0
ASV000906,0,0,0,0,0,0
ASV000907,1,1,0,0,0,0
ASV000908,0,0,0,0,0,0
ASV000909,0,0,0,0,0,0
ASV000910,0,0,0,0,0,0
ASV000911,0,0,0,0,0,0
ASV000912,0,0,0,0,0,0
ASV000913,0,0,0,0,0,0
ASV000914,0,0,0,0,0,0
ASV000915,0,0,0,0,0,0
ASV000916,0,0,0,0,0,0
ASV000917,0,0,0,0,0,0
ASV000918,0,0,0,0,0,0
ASV000919,0,0,0,0,0,1
ASV000920,3,3,0,1,0,0
ASV000921,0,0,0,0,0,0
ASV000922,0,0,0,0,0,0
ASV000923,0,0,0,0,0,0
ASV000924,0,0,0,1,0,0
ASV000925,0,0,0,0,0,0
ASV000926,0,0,0,0,0,0
ASV000927,2,2,0,7,1,7
ASV000928,0,0,0,0,0,0
ASV000929,0,0,0,0,0,0
ASV000930,0,0,0,0,0,0
ASV000931,2,2,0,0,0,1
ASV000932,0,0,0,0,0,0
ASV000933,0,0,0,0,0,0
ASV000934,2,2,0,0,0,0
ASV000935,0,0,0,0,0,0
ASV000936,0,0,0,0,0,0
ASV000937,0,0,0,0,0,0
ASV000938,4,2,0,0,0,0
ASV000939,0,0,0,0,0,0
ASV000940,0,0,0,0,0,0
ASV000941,0,0,0,0,0,0
ASV000942,0,0,0,0,0,0
ASV000943,0,0,0,0,0,0
ASV000944,0,0,0,0,0,0
ASV000945,0,0,0,0,0,0
ASV000946,0,0,0,0,0,0
ASV000947,0,0,0,0,0,0
ASV000948,0,0,0,0,0,0
ASV000949,3,3,0,1,0,0
ASV000950,0,0,0,1,0,0
ASV000951,0,0,0,0,0,1
ASV000952,0,0,0,1,0,0
ASV000953,0,0,0,0,0,0
ASV000954,0,0,0,0,0,0
ASV000955,0,0,0,0,0,0
ASV000956,0,0,0,1,0,0
ASV000957,2,2,0,0,0,1
ASV000958,0,0,0,1,0,0
ASV000959,0,0,0,0,0,0
ASV000960,0,0,0,0,0,0
ASV000961,0,0,0,0,0,0
ASV000962,3,3,0,2,0,0
ASV000963,0,0,0,0,0,0
ASV000964,0,0,0,0,0,0
ASV000965,0,0,0,0,0,0
ASV000966,2,2,0,4,0,0
ASV000967,2,2,0,1,0,0
ASV000968,0,0,0,0,0,0
ASV000969,0,0,0,0,0,0
ASV000970,0,0,0,0,0,0
ASV000971,0,0,0,0,0,0
ASV000972,0,0,0,0,0,0
ASV000973,0,0,0,0,0,0
ASV000974,2,2,0,2,0,0
ASV000975,0,0,0,0,0,0
ASV000976,0,0,0,0,0,0
ASV000977,0,0,0,0,0,0
ASV000978,0,0,0,0,0,0
ASV000979,2,1,0,1,0,0
ASV000980,0,0,0,0,0,0
ASV000981,0,0,0,0,0,0
ASV000982,0,0,0,0,0,0
ASV000983,0,0,0,0,0,0
ASV000984,0,0,0,1,0,0
ASV000985,0,0,0,0,0,0
ASV000986,0,0,0,0,0,0
ASV000987,0,0,0,0,0,0
ASV000988,0,0,0,0,0,0
ASV000989,0,0,0,0,0,0
ASV000990,0,0,0,0,0,0
ASV000991,0,0,0,0,0,0
ASV000992,0,0,0,0,0,0
ASV000993,0,0,0,0,0,0
ASV000994,0,0,0,0,0,0
ASV000995,0,0,0,0,0,0
ASV000996,0,0,0,0,0,0
ASV000997,0,0,0,0,0,0
ASV000998,0,0,0,0,0,0
ASV000999,0,0,0,0,0,0
ASV001000,2,2,0,2,0,0
ASV001001,0,0,0,0,0,0
ASV001002,0,0,0,0,0,0
ASV001003,0,0,0,0,0,0
ASV001004,0,0,0,0,0,0
ASV001005,1,1,0,0,0,0
ASV001006,0,0,0,0,0,0
ASV001007,0,0,0,0,0,0
ASV001008,0,0,0,0,0,0
ASV001009,0,0,0,0,0,0
ASV001010,0,0,0,1,0,1
ASV001011,0,0,0,0,0,0
ASV001012,0,0,0,0,0,0
ASV001013,0,0,0,0,0,0
ASV001014,0,0,0,0,0,0
ASV001015,0,0,0,0,0,0
ASV001016,2,2,0,0,0,0
ASV001017,0,0,0,1,0,0
ASV001018,0,0,0,0,0,0
ASV001019,2,2,0,2,0,0
ASV001020,0,0,0,0,0,0
ASV001021,0,0,0,0,0,1
ASV001022,0,0,0,0,0,0
ASV001023,0,1,0,0,0,0
ASV001024,1,0,0,1,0,1
ASV001025,0,0,0,0,0,1
ASV001026,0,0,0,0,0,0
ASV001027,0,0,0,1,0,0
ASV001028,0,0,0,0,0,0
ASV001029,0,0,0,0,0,0
ASV001030,0,0,0,0,0,0
ASV001031,0,0,0,0,0,0
ASV001032,0,0,0,0,0,0
ASV001033,0,0,0,0,0,0
ASV001034,0,0,0,0,0,0
ASV001035,0,0,0,0,0,0
ASV001036,0,0,0,2,0,0
ASV001037,0,0,0,0,0,0
ASV001038,1,1,0,0,0,0
ASV001039,1,1,0,0,0,0
ASV001040,0,0,0,0,0,0
ASV001041,1,1,0,0,0,0
ASV001042,0,0,0,0,0,0
ASV001043,0,0,0,0,0,0
ASV001044,0,0,0,0,0,0
ASV001045,0,0,0,1,0,0
ASV001046,0,0,0,0,0,0
ASV001047,0,0,0,0,0,0
ASV001048,0,0,0,0,0,0
ASV001049,0,0,0,0,0,0
ASV001050,0,0,0,0,0,0
ASV001051,0,0,0,0,0,0
ASV001052,0,0,0,3,0,0
ASV001053,0,0,0,0,0,0
ASV001054,0,0,0,0,0,0
ASV001055,0,0,0,0,0,0
ASV001056,0,0,0,0,0,0
ASV001057,0,0,0,0,0,0
ASV001058,0,0,0,0,0,0
ASV001059,2,2,0,1,0,1
ASV001060,0,0,0,0,0,0
ASV001061,0,0,0,0,0,0
ASV001062,0,0,0,0,0,0
ASV001063,0,0,0,0,0,0
ASV001064,2,1,0,1,0,0
ASV001065,0,0,0,0,0,0
ASV001066,0,0,0,0,0,0
ASV001067,0,0,0,0,0,0
ASV001068,0,0,0,0,0,0
ASV001069,0,0,0,0,0,0
ASV001070,0,0,0,0,0,0
ASV001071,0,0,0,0,0,0
ASV001072,0,0,0,0,0,0
ASV001073,0,0,0,0,0,1
ASV001074,0,0,0,0,0,0
ASV001075,0,0,0,1,0,0
ASV001076,0,0,0,0,0,0
ASV001077,1,1,0,2,0,0
ASV001078,0,0,0,0,0,0
ASV001079,0,0,0,0,0,0
ASV001080,0,0,0,0,0,0
ASV001081,0,0,0,1,0,1
ASV001082,2,2,0,2,0,0
ASV001083,1,1,0,1,0,0
ASV001084,0,0,0,0,0,0
ASV001085,0,0,0,0,0,0
ASV001086,1,1,0,1,0,0
ASV001087,0,0,0,0,0,0
ASV001088,0,0,0,0,0,0
ASV001089,0,0,0,0,0,0
ASV001090,0,0,0,0,0,0
ASV001091,0,0,0,1,0,0
ASV001092,0,0,0,1,0,0
ASV001093,0,0,0,0,0,0
ASV001094,0,0,0,0,0,0
ASV001095,0,0,0,0,0,0
ASV001096,2,2,0,0,0,1
ASV001097,1,1,0,0,0,0
ASV001098,0,0,0,0,0,0
ASV001099,0,0,0,0,0,0
ASV001100,0,0,0,0,0,0
ASV001101,0,1,0,1,0,0
ASV001102,3,3,0,2,0,0
ASV001103,0,0,0,0,0,0
ASV001104,0,0,0,0,0,0
ASV001105,0,0,0,0,0,0
ASV001106,0,0,0,0,0,0
ASV001107,0,0,0,0,0,0
ASV001108,0,0,0,0,0,0
ASV001109,0,0,0,0,0,0
ASV001110,0,0,0,0,0,0
ASV001111,0,0,0,0,0,0
ASV001112,0,1,0,2,1,0
ASV001113,0,0,0,0,0,0
ASV001114,3,3,0,2,0,0
ASV001115,0,0,0,0,0,0
ASV001116,0,0,0,0,0,0
ASV001117,0,0,0,0,0,0
ASV001118,0,0,0,0,0,0
ASV001119,0,0,0,0,0,0
ASV001120,0,0,0,0,0,0
ASV001121,0,0,0,0,0,0
ASV001122,0,0,0,0,0,0
ASV001123,0,0,0,0,0,0
ASV001124,1,1,0,1,0,0
ASV001125,0,0,0,0,0,0
ASV001126,3,3,0,2,0,0
ASV001127,0,0,0,0,0,0
ASV001128,0,0,0,0,0,0
ASV001129,0,0,0,0,0,0
ASV001130,0,0,0,3,0,0
ASV001131,0,0,0,0,0,0
ASV001132,0,0,0,0,0,0
ASV001133,0,0,0,0,0,0
ASV001134,0,0,0,0,0,0
ASV001135,0,0,0,0,0,0
ASV001136,0,0,0,0,0,0
ASV001137,0,0,0,2,0,0
ASV001138,2,2,0,1,0,1
ASV001139,0,0,0,0,0,0
ASV001140,0,0,0,0,0,0
ASV001141,0,0,0,0,0,0
ASV001142,2,2,0,1,0,0
ASV001143,0,0,0,0,0,0
ASV001144,0,0,0,0,0,0
ASV001145,0,0,0,0,0,0
ASV001146,1,1,0,1,0,0
ASV001147,0,0,0,0,0,0
ASV001148,1,1,0,1,0,0
ASV001149,0,0,0,0,0,0
ASV001150,2,2,0,0,0,0
ASV001151,3,3,0,1,0,0
ASV001152,0,0,0,0,0,1
ASV001153,0,0,0,0,0,0
ASV001154,0,0,0,1,0,0
ASV001155,0,0,0,1,0,1
ASV001156,0,0,0,0,0,0
ASV001157,0,0,0,0,0,0
ASV001158,0,0,0,3,0,0
ASV001159,4,3,0,4,0,1
ASV001160,0,0,0,3,0,0
ASV001161,0,0,0,0,0,0
ASV001162,0,0,0,0,0,0
ASV001163,0,0,0,0,0,0
ASV001164,0,0,0,0,0,0
ASV001165,0,0,0,0,0,0
ASV001166,0,0,0,0,0,0
ASV001167,0,0,0,0,0,0
ASV001168,0,0,0,0,0,0
ASV001169,0,0,0,0,0,0
ASV001170,0,0,0,0,0,0
ASV001171,0,0,0,0,0,0
ASV001172,0,0,0,1,0,1
ASV001173,0,0,0,0,0,0
ASV001174,0,0,0,0,0,0
ASV001175,0,0,0,0,0,0
ASV001176,0,0,0,0,0,0
ASV001177,0,0,0,0,0,0
ASV001178,0,0,0,0,0,0
ASV001179,0,0,0,0,0,0
ASV001180,0,0,0,3,0,0
ASV001181,3,3,2,1,0,0
ASV001182,2,2,0,1,0,1
ASV001183,0,0,0,0,0,0
ASV001184,0,0,0,0,0,0
ASV001185,0,0,0,1,0,0
ASV001186,0,0,0,0,0,1
ASV001187,0,0,0,0,0,0
ASV001188,0,0,0,0,0,0
ASV001189,0,0,0,0,0,0
ASV001190,0,0,0,0,0,0
ASV001191,0,0,0,0,0,0
ASV001192,0,0,0,0,0,0
ASV001193,0,0,0,0,0,0
ASV001194,0,0,0,0,0,0
ASV001195,0,0,0,0,0,0
ASV001196,0,0,0,0,0,0
ASV001197,0,0,0,0,0,0
ASV001198,0,0,0,0,0,0
ASV001199,0,0,0,0,0,0
ASV001200,0,0,0,1,0,1
ASV001201,0,0,0,0,0,0
ASV001202,0,0,0,0,0,0
ASV001203,0,0,0,0,0,1
ASV001204,0,0,0,3,0,0
ASV001205,0,0,0,0,0,0
ASV001206,0,0,0,0,0,0
ASV001207,3,3,0,1,0,0
ASV001208,0,0,0,0,0,0
ASV001209,3,3,0,1,0,0
ASV001210,0,0,0,1,0,0
ASV001211,3,3,0,1,0,0
ASV001212,0,0,0,0,0,0
ASV001213,0,0,0,0,0,0
ASV001214,0,0,0,0,0,0
ASV001215,1,1,0,0,0,0
ASV001216,0,0,0,0,0,0
ASV001217,0,0,0,0,0,0
ASV001218,0,0,0,0,0,0
ASV001219,0,0,0,0,0,1
ASV001220,0,0,0,0,0,0
ASV001221,0,0,0,0,0,0
ASV001222,0,0,0,0,0,0
ASV001223,0,0,0,0,0,0
ASV001224,0,0,0,0,0,0
ASV001225,0,0,0,0,0,0
ASV001226,0,0,0,0,0,0
ASV001227,0,0,0,0,0,0
ASV001228,0,0,0,0,0,0
ASV001229,3,3,0,1,0,0
ASV001230,0,0,0,0,0,0
ASV001231,4,3,0,4,0,1
ASV001232,0,0,0,0,0,0
ASV001233,0,0,0,0,0,0
ASV001234,0,0,0,0,0,0
ASV001235,0,0,0,1,0,0
ASV001236,0,0,0,0,0,0
ASV001237,0,0,0,0,0,0
ASV001238,0,0,0,0,0,0
ASV001239,0,0,0,0,0,0
ASV001240,0,0,0,1,0,0
ASV001241,0,0,0,0,0,0
ASV001242,0,0,0,0,0,0
ASV001243,3,3,0,1,0,0
ASV001244,0,0,0,0,0,0
ASV001245,0,0,0,1,0,0
ASV001246,0,0,0,0,0,0
ASV001247,0,0,0,0,0,0
ASV001248,0,0,0,0,0,0
ASV001249,0,0,0,0,0,0
ASV001250,0,0,0,0,0,0
ASV001251,0,0,0,0,0,0
ASV001252,0,0,0,0,0,0
ASV001253,0,0,0,0,0,0
ASV001254,2,1,0,1,0,0
ASV001255,0,0,0,0,0,0
ASV001256,0,0,0,0,0,0
ASV001257,0,0,0,0,0,0
ASV001258,0,0,0,3,0,0
ASV001259,0,0,0,0,0,0
ASV001260,0,0,0,0,0,0
ASV001261,0,0,0,1,0,0
ASV001262,0,0,0,0,0,0
ASV001263,0,0,0,0,0,0
ASV001264,0,0,0,0,0,0
ASV001265,0,0,0,0,0,0
ASV001266,2,1,0,1,0,1
ASV001267,0,0,0,0,0,0
ASV001268,0,0,0,0,0,0
ASV001269,0,0,0,0,0,0
ASV001270,0,1,0,0,0,0
ASV001271,0,0,0,0,0,0
ASV001272,0,0,0,0,0,0
ASV001273,0,0,0,0,0,0
ASV001274,0,1,0,2,1,0
ASV001275,0,0,0,0,0,0
ASV001276,0,0,0,0,0,0
ASV001277,0,0,0,0,0,0
ASV001278,0,0,0,0,0,0
ASV001279,0,0,0,3,0,0
ASV001280,0,0,0,0,0,0
ASV001281,0,0,0,0,0,0
ASV001282,0,0,0,0,0,0
ASV001283,0,0,0,0,0,0
ASV001284,2,2,0,0,0,0
ASV001285,0,0,0,0,0,0
ASV001286,0,0,0,0,0,0
ASV001287,3,3,0,1,0,0
ASV001288,0,0,0,0,0,0
ASV001289,1,1,0,0,0,0
ASV001290,0,0,0,0,0,0
ASV001291,0,0,0,0,0,0
ASV001292,0,0,0,0,0,0
ASV001293,0,0,0,0,0,0
ASV001294,0,0,0,0,0,0
ASV001295,0,0,0,0,0,0
ASV001296,0,0,0,0,0,0
ASV001297,0,0,0,0,0,0
ASV001298,0,0,0,0,0,0
ASV001299,0,0,0,0,0,0
ASV001300,0,0,0,0,0,0
ASV001301,1,1,0,1,0,0
ASV001302,0,0,0,0,0,0
ASV001303,0,0,0,0,0,0
ASV001304,0,0,0,0,0,0
ASV001305,3,3,0,1,0,0
ASV001306,0,0,0,1,0,0
ASV001307,0,0,0,9,0,2
ASV001308,0,1,0,1,0,0
ASV001309,0,0,0,0,0,0
ASV001310,0,0,0,0,0,0
ASV001311,0,1,0,1,0,0
ASV001312,0,0,0,0,0,0
ASV001313,0,0,0,0,0,0
ASV001314,0,0,0,0,0,0
ASV001315,0,0,0,0,0,0
ASV001316,0,0,0,0,0,0
ASV001317,0,0,0,0,0,0
ASV001318,0,0,0,0,0,0
ASV001319,0,1,0,1,0,0
ASV001320,0,0,0,0,0,0
ASV001321,1,1,0,0,0,0
ASV001322,0,0,0,0,0,0
ASV001323,0,0,0,0,0,0
ASV001324,0,0,0,0,0,0
ASV001325,0,0,0,1,0,0
ASV001326,0,0,0,0,0,0
ASV001327,0,0,0,0,0,0
ASV001328,0,0,0,0,0,0
ASV001329,0,1,0,1,0,0
ASV001330,2,2,0,1,0,0
ASV001331,0,0,0,0,0,0
ASV001332,0,0,0,0,0,0
ASV001333,0,0,0,0,0,0
ASV001334,0,1,0,1,0,0
ASV001335,0,0,0,0,0,0
ASV001336,0,0,0,0,0,0
ASV001337,0,0,0,0,0,0
ASV001338,0,0,0,1,0,0
ASV001339,0,0,0,0,0,0
ASV001340,1,0,0,1,0,1
ASV001341,0,0,0,0,0,0
ASV001342,0,0,0,0,0,0
ASV001343,2,2,0,2,0,0
ASV001344,0,0,0,0,0,0
ASV001345,0,0,0,0,0,0
ASV001346,0,0,0,0,0,0
ASV001347,0,0,0,0,0,0
ASV001348,0,1,0,1,0,0
ASV001349,0,0,0,0,0,0
ASV001350,0,0,0,0,0,0
ASV001351,0,0,0,0,0,0
ASV001352,0,0,0,0,0,0
ASV001353,0,0,0,0,0,0
ASV001354,0,0,0,0,0,0
ASV001355,0,0,0,0,0,0
ASV001356,0,0,0,1,0,1
ASV001357,0,0,0,0,0,0
ASV001358,0,0,0,0,0,0
ASV001359,0,0,0,0,0,0
ASV001360,0,0,0,0,0,0
ASV001361,0,0,0,0,0,0
ASV001362,0,0,0,0,0,0
ASV001363,0,0,0,0,0,0
ASV001364,1,1,0,0,0,0
ASV001365,0,0,0,0,0,0
ASV001366,0,0,0,0,0,0
ASV001367,0,0,0,0,0,0
ASV001368,0,0,0,0,0,0
ASV001369,0,0,0,0,0,0
ASV001370,0,0,0,0,0,0
ASV001371,0,0,0,0,0,0
ASV001372,0,0,0,0,0,0
ASV001373,3,3,0,1,0,0
ASV001374,0,0,0,0,0,0
ASV001375,0,0,0,0,0,1
ASV001376,0,0,0,1,0,0
ASV001377,2,2,0,1,0,0
ASV001378,0,0,0,0,0,0
ASV001379,0,0,0,2,0,0
ASV001380,0,0,0,0,0,0
ASV001381,0,0,0,0,0,0
ASV001382,0,0,0,0,0,0
ASV001383,0,0,0,3,0,0
ASV001384,3,3,0,1,0,0
ASV001385,0,0,0,0,0,0
ASV001386,0,0,0,0,0,0
ASV001387,0,0,0,0,0,0
ASV001388,0,0,0,0,0,0
ASV001389,0,0,0,0,0,0
ASV001390,0,0,0,0,0,0
ASV001391,3,3,0,2,0,0
ASV001392,3,3,0,2,0,0
ASV001393,0,0,0,0,0,0
ASV001394,0,0,0,0,0,0
ASV001395,0,0,0,0,0,0
ASV001396,0,0,0,0,0,0
ASV001397,0,0,0,0,0,0
ASV001398,0,0,0,0,0,0
ASV001399,0,0,0,0,0,0
ASV001400,0,0,0,0,0,0
ASV001401,0,0,0,0,0,1
ASV001402,0,0,0,0,0,0
ASV001403,0,0,0,0,0,0
ASV001404,0,0,0,0,0,0
ASV001405,0,0,0,0,0,0
ASV001406,0,0,0,0,0,0
ASV001407,0,0,0,0,0,0
ASV001408,1,1,0,1,0,0
ASV001409,0,0,0,0,0,0
ASV001410,0,0,0,0,0,0
ASV001411,0,0,0,0,0,0
ASV001412,0,0,0,0,0,0
ASV001413,0,1,0,0,0,0
ASV001414,1,1,0,0,0,0
ASV001415,0,0,0,0,0,0
ASV001416,1,1,0,0,0,0
ASV001417,3,3,0,1,0,0
ASV001418,0,0,0,0,0,0
ASV001419,1,1,0,1,0,0
ASV001420,0,0,0,0,0,0
ASV001421,0,0,0,0,0,0
ASV001422,0,0,2,0,0,0
ASV001423,0,0,0,0,0,0
ASV001424,0,0,0,0,0,0
ASV001425,0,0,0,0,0,0
ASV001426,0,0,0,0,0,0
ASV001427,0,0,0,0,0,0
ASV001428,0,0,0,0,0,0
ASV001429,2,2,0,1,0,0
ASV001430,0,0,0,0,0,0
ASV001431,0,0,0,0,0,0
ASV001432,0,0,0,0,0,0
ASV001433,0,0,0,0,0,0
ASV001434,0,0,0,0,0,0
ASV001435,0,0,0,0,0,0
ASV001436,0,0,0,0,0,0
ASV001437,0,0,0,0,0,0
ASV001438,0,0,0,0,0,0
ASV001439,0,0,0,0,0,0
ASV001440,0,0,0,0,0,0
ASV001441,0,0,0,0,0,0
ASV001442,0,0,0,0,0,0
ASV001443,0,0,0,0,0,0
ASV001444,0,0,0,0,0,0
ASV001445,0,0,0,0,0,0
ASV001446,0,0,0,0,0,0
ASV001447,0,0,0,0,0,0
ASV001448,0,0,0,0,0,0
ASV001449,0,0,0,0,0,0
ASV001450,2,2,0,1,0,1
ASV001451,0,0,0,0,0,0
ASV001452,0,0,0,0,0,1
ASV001453,2,2,0,0,0,1
ASV001454,0,0,0,0,0,0
ASV001455,0,0,0,1,0,0
ASV001456,0,0,0,0,0,0
ASV001457,0,0,0,0,0,0
ASV001458,0,0,0,0,0,0
ASV001459,0,0,0,0,0,0
ASV001460,0,0,0,0,0,0
ASV001461,0,0,0,0,0,0
ASV001462,0,0,0,0,0,0
ASV001463,0,0,0,0,0,0
ASV001464,0,0,0,0,0,1
ASV001465,0,0,0,1,0,0
ASV001466,2,1,0,1,0,0
ASV001467,0,0,0,0,0,0
ASV001468,1,1,0,0,0,0
ASV001469,0,0,0,0,0,0
ASV001470,0,0,0,0,0,0
ASV001471,0,0,0,0,0,0
ASV001472,0,0,0,0,0,0
ASV001473,0,0,0,0,0,0
ASV001474,0,0,0,0,0,0
ASV001475,0,0,0,0,0,0
ASV001476,3,3,0,2,0,0
ASV001477,0,0,0,0,0,0
ASV001478,0,0,0,0,0,0
ASV001479,0,0,0,2,0,0
ASV001480,0,0,0,0,0,0
ASV001481,0,0,0,0,0,0
ASV001482,1,1,0,3,0,1
ASV001483,0,0,0,2,0,0
ASV001484,0,0,0,0,0,0
ASV001485,0,0,0,0,0,0
ASV001486,0,0,0,0,0,0
ASV001487,0,0,0,0,0,0
ASV001488,0,0,0,1,0,0
ASV001489,0,0,0,0,0,0
ASV001490,0,1,0,2,0,2
ASV001491,0,0,0,0,0,0
ASV001492,4,4,0,2,0,0
ASV001493,0,0,0,0,0,0
ASV001494,0,0,0,0,0,0
ASV001495,0,0,0,0,0,0
ASV001496,0,0,0,0,0,0
ASV001497,0,0,0,0,0,0
ASV001498,2,2,0,0,0,0
ASV001499,0,0,0,0,0,0
ASV001500,0,0,0,1,0,0
ASV001501,2,2,0,1,0,0
ASV001502,0,0,0,0,0,0
ASV001503,2,2,0,0,0,7
ASV001504,0,0,0,0,0,0
ASV001505,0,0,0,0,0,0
ASV001506,0,0,0,0,0,0
ASV001507,0,0,0,1,0,0
ASV001508,0,0,0,0,0,0
ASV001509,0,0,0,0,0,0
ASV001510,0,1,0,5,0,1
ASV001511,0,0,0,0,0,0
ASV001512,0,0,0,0,0,0
ASV001513,0,0,0,0,0,0
ASV001514,0,0,0,0,0,0
ASV001515,0,0,0,0,0,0
ASV001516,0,0,0,0,0,0
ASV001517,1,1,0,0,0,0
ASV001518,0,0,0,0,0,0
ASV001519,0,0,0,0,0,0
ASV001520,0,0,0,0,0,0
ASV001521,0,0,0,0,0,0
ASV001522,0,0,0,0,0,1
ASV001523,0,0,0,0,0,0
ASV001524,0,0,0,0,0,0
ASV001525,0,0,0,0,0,0
ASV001526,0,0,0,0,0,0
ASV001527,0,0,0,5,0,0
ASV001528,0,0,0,0,0,0
ASV001529,0,0,0,0,0,0
ASV001530,2,1,0,1,0,0
ASV001531,0,0,0,0,0,0
ASV001532,0,0,0,0,0,0
ASV001533,0,0,0,0,0,0
ASV001534,0,0,0,0,0,0
ASV001535,0,0,0,0,0,0
ASV001536,0,0,0,0,0,0
ASV001537,0,0,0,0,0,0
ASV001538,0,0,0,2,0,0
ASV001539,0,0,0,0,0,0
ASV001540,0,0,0,0,0,0
ASV001541,0,1,0,1,0,0
ASV001542,0,0,0,0,0,0
ASV001543,1,1,0,1,0,0
ASV001544,0,0,0,0,0,0
