sequence,pcaG,pcaH,PETase,tphA2,tphA3,tphB
ASV014543,0,0,0,0,0,0
ASV014544,0,0,0,0,0,0
ASV014545,0,0,0,0,0,0
ASV014546,0,0,0,0,0,0
ASV014547,0,0,0,0,0,0
ASV014548,0,0,0,0,0,0
ASV014549,0,0,0,0,0,0
ASV014550,0,0,0,0,0,0
ASV014551,0,0,0,0,0,0
ASV014552,0,0,0,0,0,0
ASV014553,0,0,0,2,0,0
ASV014554,0,0,0,0,0,0
ASV014555,0,0,0,0,0,0
ASV014556,0,0,0,0,0,0
ASV014557,0,0,0,0,0,0
ASV014558,0,0,0,1,0,0
ASV014559,1,1,0,1,0,0
ASV014560,0,0,0,0,0,0
ASV014561,1,1,0,0,0,0
ASV014562,0,0,0,0,0,0
ASV014563,0,0,0,0,0,0
ASV014564,0,0,0,0,0,0
ASV014565,0,0,0,0,0,0
ASV014566,0,0,0,0,0,0
ASV014567,0,0,0,0,0,0
ASV014568,0,0,0,0,0,0
ASV014569,0,0,0,0,0,0
ASV014570,3,3,0,1,0,0
ASV014571,0,0,0,0,0,1
ASV014572,0,0,0,0,0,0
ASV014573,0,0,0,0,0,0
ASV014574,0,0,0,0,0,0
ASV014575,2,2,0,1,0,1
ASV014576,0,0,0,0,0,0
ASV014577,1,1,0,1,0,0
ASV014578,0,0,0,0,0,0
ASV014579,0,0,0,0,0,0
ASV014580,3,4,0,2,0,1
ASV014581,1,0,0,2,0,0
ASV014582,0,0,0,0,0,0
ASV014583,0,0,0,0,0,0
ASV014584,0,0,0,0,0,0
ASV014585,0,0,0,0,0,0
ASV014586,0,0,0,0,0,0
ASV014587,0,0,0,0,0,0
ASV014588,0,0,0,0,0,0
ASV014589,0,0,0,0,0,0
ASV014590,0,0,0,0,0,0
ASV014591,0,0,0,0,0,0
ASV014592,0,0,0,0,0,0
ASV014593,0,0,0,0,0,0
ASV014594,0,0,0,0,0,0
ASV014595,0,0,0,0,0,0
ASV014596,0,0,0,0,0,0
ASV014597,0,0,0,0,0,0
ASV014598,0,0,0,0,0,0
ASV014599,0,0,0,0,0,0
ASV014600,0,0,0,0,0,0
ASV014601,0,0,0,0,0,0
ASV014602,0,0,0,0,0,0
ASV014603,0,0,0,0,0,0
ASV014604,0,0,0,0,0,0
ASV014605,0,0,0,0,0,0
ASV014606,0,0,0,0,0,0
ASV014607,0,0,0,0,0,0
ASV014608,0,0,0,0,0,0
ASV014609,0,0,0,0,0,0
ASV014610,3,3,0,1,0,0
ASV014611,2,2,0,1,0,0
ASV014612,0,0,0,0,0,0
ASV014613,0,0,0,1,0,1
ASV014614,0,0,0,0,0,0
ASV014615,0,0,0,0,0,0
ASV014616,0,0,0,0,0,0
ASV014617,0,0,0,0,0,0
ASV014618,0,0,0,0,0,0
ASV014619,0,0,0,0,0,0
ASV014620,0,0,0,0,0,0
ASV014621,0,0,0,0,0,0
ASV014622,0,0,0,0,0,0
ASV014623,0,0,0,0,0,0
ASV014624,0,0,0,0,0,0
ASV014625,2,2,0,2,0,0
ASV014626,0,0,0,0,0,0
ASV014627,0,0,0,0,0,0
ASV014628,0,0,0,0,0,0
ASV014629,3,3,0,1,0,0
ASV014630,0,0,0,1,0,0
ASV014631,0,0,0,0,0,0
ASV014632,0,0,0,0,0,0
ASV014633,1,1,0,2,0,0
ASV014634,0,0,0,0,0,0
ASV014635,0,0,0,0,0,0
ASV014636,0,0,0,0,0,0
ASV014637,0,0,0,0,0,0
ASV014638,0,0,0,0,0,0
ASV014639,0,0,0,0,0,0
ASV014640,0,0,0,0,0,0
ASV014641,0,0,0,0,0,0
ASV014642,0,0,0,0,0,0
ASV014643,3,3,0,1,0,0
ASV014644,0,0,0,0,0,0
ASV014645,4,4,0,2,0,0
ASV014646,1,1,0,1,0,0
ASV014647,0,0,0,0,0,0
ASV014648,0,0,0,0,0,0
ASV014649,2,1,0,1,0,1
ASV014650,0,0,0,0,0,0
ASV014651,0,0,0,0,0,0
ASV014652,0,0,0,0,0,0
ASV014653,0,0,0,0,0,0
ASV014654,0,1,0,1,0,0
ASV014655,0,0,0,0,0,0
ASV014656,0,0,0,0,0,0
ASV014657,0,0,0,1,0,0
ASV014658,0,0,0,0,0,0
ASV014659,0,0,0,0,0,0
ASV014660,0,0,0,0,0,0
ASV014661,1,1,0,1,0,0
ASV014662,0,0,0,0,0,0
ASV014663,0,0,0,0,0,0
ASV014664,0,0,0,0,0,0
ASV014665,0,0,0,1,0,0
ASV014666,0,0,0,0,0,0
ASV014667,0,0,0,0,0,0
ASV014668,0,0,0,0,0,0
ASV014669,0,0,0,0,0,0
ASV014670,0,0,0,0,0,0
ASV014671,0,0,0,1,0,0
ASV014672,0,0,0,1,0,1
ASV014673,0,0,0,0,0,0
ASV014674,3,3,0,1,0,0
ASV014675,0,0,0,2,0,0
ASV014676,0,0,0,0,0,0
ASV014677,0,0,0,0,0,0
ASV014678,1,1,0,1,0,0
ASV014679,0,0,0,0,0,0
ASV014680,0,0,0,0,0,0
ASV014681,0,0,0,0,0,0
ASV014682,3,3,0,1,0,0
ASV014683,0,0,0,0,0,0
ASV014684,0,0,0,1,0,0
ASV014685,2,2,0,1,0,0
ASV014686,0,0,0,0,0,0
ASV014687,0,0,0,0,0,0
ASV014688,0,0,0,0,0,0
ASV014689,0,0,0,0,0,0
ASV014690,0,0,0,1,0,0
ASV014691,0,0,0,0,0,0
ASV014692,0,0,0,0,0,0
ASV014693,0,0,0,0,0,0
ASV014694,0,0,0,0,0,0
ASV014695,0,0,0,0,0,0
ASV014696,0,0,0,0,0,0
ASV014697,0,0,0,0,0,0
ASV014698,0,0,0,0,0,0
ASV014699,0,0,0,0,0,0
ASV014700,0,0,0,2,0,0
ASV014701,2,2,0,0,0,0
ASV014702,0,0,0,1,0,0
ASV014703,0,0,0,0,0,0
ASV014704,0,0,0,0,0,0
ASV014705,3,3,0,1,0,0
ASV014706,0,0,0,0,0,0
ASV014707,0,0,0,0,0,0
ASV014708,0,0,0,0,0,0
ASV014709,0,0,0,0,0,0
ASV014710,0,0,0,0,0,0
ASV014711,0,0,0,0,0,0
ASV014712,0,0,0,0,0,0
ASV014713,0,0,0,0,0,0
ASV014714,0,0,0,0,0,0
ASV014715,1,1,0,1,0,0
ASV014716,0,0,0,0,0,0
ASV014717,0,0,0,0,0,0
ASV014718,0,0,0,0,0,0
ASV014719,3,3,0,1,0,0
ASV014720,0,0,0,0,0,0
ASV014721,0,0,0,0,0,0
ASV014722,2,2,0,1,0,0
ASV014723,0,0,0,0,0,0
ASV014724,0,0,0,0,0,0
ASV014725,0,0,0,0,0,0
ASV014726,0,0,0,0,0,0
ASV014727,0,0,0,1,0,0
ASV014728,2,2,0,1,0,0
ASV014729,2,2,0,1,0,0
ASV014730,3,4,0,2,0,1
ASV014731,0,0,0,0,0,0
ASV014732,1,1,0,1,0,0
ASV014733,3,3,0,1,0,0
ASV014734,0,1,0,1,0,0
ASV014735,2,2,0,1,0,0
ASV014736,0,0,0,0,0,0
ASV014737,3,3,0,1,0,0
ASV014738,0,0,0,0,0,0
ASV014739,0,0,0,0,0,0
ASV014740,0,0,0,0,0,0
ASV014741,2,2,0,1,0,0
ASV014742,1,1,0,0,0,0
ASV014743,1,1,0,1,0,0
ASV014744,0,0,0,0,0,0
ASV014745,0,0,0,0,0,0
ASV014746,0,0,0,0,0,0
ASV014747,0,0,0,0,0,0
ASV014748,0,0,0,0,0,0
ASV014749,0,0,0,0,0,0
ASV014750,0,0,0,5,0,0
ASV014751,3,3,0,1,0,0
ASV014752,0,0,0,0,0,0
ASV014753,0,0,0,0,0,0
ASV014754,0,0,0,0,0,0
ASV014755,0,0,0,2,0,0
ASV014756,0,0,2,0,0,0
ASV014757,2,2,0,1,0,0
ASV014758,0,0,0,0,0,0
ASV014759,2,2,0,0,0,0
ASV014760,0,0,0,0,0,0
ASV014761,0,0,0,0,0,0
ASV014762,0,0,0,0,0,0
ASV014763,0,0,0,0,0,0
ASV014764,0,0,0,0,0,0
ASV014765,0,0,0,0,0,0
ASV014766,0,0,0,0,0,0
ASV014767,0,0,0,0,0,0
ASV014768,0,0,0,3,0,0
ASV014769,0,0,0,0,0,0
ASV014770,0,0,0,0,0,0
ASV014771,0,0,0,0,0,0
ASV014772,1,1,0,1,0,0
ASV014773,0,0,0,0,0,0
ASV014774,0,0,0,0,0,0
ASV014775,1,1,0,0,0,0
ASV014776,0,0,0,0,0,0
ASV014777,3,3,0,1,0,0
ASV014778,0,0,0,0,0,0
ASV014779,0,0,0,0,0,0
ASV014780,0,0,0,0,0,0
ASV014781,0,0,0,0,0,0
ASV014782,0,0,0,0,0,0
ASV014783,0,0,0,0,0,0
ASV014784,2,2,0,1,0,0
ASV014785,0,0,0,0,0,0
ASV014786,3,3,0,1,0,0
ASV014787,0,0,0,0,0,0
ASV014788,0,0,0,0,0,0
ASV014789,0,0,0,0,0,0
ASV014790,0,0,0,0,0,0
ASV014791,0,0,0,0,0,1
ASV014792,0,0,0,0,0,0
ASV014793,0,0,0,0,0,0
ASV014794,0,0,0,0,0,0
ASV014795,0,0,0,0,0,0
ASV014796,0,0,0,1,0,0
ASV014797,0,0,0,0,0,0
ASV014798,0,0,0,0,0,0
ASV014799,0,0,0,0,0,0
ASV014800,0,0,0,0,0,0
ASV014801,0,0,0,0,0,0
ASV014802,0,0,0,0,0,0
ASV014803,0,0,0,0,0,0
ASV014804,0,0,0,0,0,0
ASV014805,0,0,2,0,0,0
ASV014806,0,0,0,0,0,0
ASV014807,0,0,0,0,0,0
ASV014808,0,0,0,0,0,0
ASV014809,0,0,0,0,0,0
ASV014810,0,0,0,0,0,0
ASV014811,0,0,0,0,0,0
ASV014812,3,3,0,1,0,0
ASV014813,0,0,0,0,0,0
ASV014814,0,1,0,1,0,0
ASV014815,0,0,0,0,0,0
ASV014816,2,1,0,1,0,0
ASV014817,0,0,0,0,0,0
ASV014818,0,0,0,0,0,0
ASV014819,0,0,0,0,0,0
ASV014820,0,0,0,0,0,0
ASV014821,0,0,0,0,0,0
ASV014822,0,0,0,0,0,0
ASV014823,0,0,2,0,0,0
ASV014824,1,1,0,1,0,0
ASV014825,0,0,0,0,0,0
ASV014826,0,0,0,0,0,0
ASV014827,0,0,0,0,0,0
ASV014828,0,0,0,0,0,0
ASV014829,0,0,0,0,0,0
ASV014830,1,1,0,1,0,0
ASV014831,0,0,0,1,0,0
ASV014832,3,3,0,1,0,0
ASV014833,0,0,0,0,0,0
ASV014834,0,0,0,0,0,0
ASV014835,0,0,0,0,0,0
ASV014836,0,0,0,0,0,0
ASV014837,0,0,0,0,0,0
ASV014838,2,2,0,1,0,0
ASV014839,0,0,0,0,0,0
ASV014840,0,0,0,0,0,0
ASV014841,0,0,0,0,0,0
ASV014842,1,1,0,0,0,0
ASV014843,0,0,0,1,0,0
ASV014844,0,0,0,0,0,0
ASV014845,0,0,0,0,0,0
ASV014846,0,0,0,0,0,0
ASV014847,2,2,0,0,0,0
ASV014848,3,3,0,2,0,0
ASV014849,0,0,0,0,0,0
ASV014850,0,0,0,0,0,0
ASV014851,0,0,0,0,0,0
ASV014852,1,1,0,0,0,0
ASV014853,3,4,0,2,0,1
ASV014854,0,0,0,0,0,0
ASV014855,0,0,0,0,0,0
ASV014856,0,0,0,0,0,0
ASV014857,2,1,0,1,0,0
ASV014858,0,0,0,0,0,0
ASV014859,0,0,0,0,0,0
ASV014860,2,2,1,1,0,0
ASV014861,0,0,0,0,0,0
ASV014862,2,1,0,0,0,0
ASV014863,0,0,0,0,0,0
ASV014864,0,0,0,1,0,0
ASV014865,0,0,0,0,0,0
ASV014866,0,0,0,0,0,0
ASV014867,2,2,0,1,0,0
ASV014868,0,0,0,0,0,0
ASV014869,0,0,0,0,0,0
ASV014870,2,2,0,0,0,0
ASV014871,0,0,0,0,0,0
ASV014872,0,0,0,0,0,0
ASV014873,0,0,0,0,0,0
ASV014874,2,2,0,1,0,0
ASV014875,0,0,0,0,0,0
ASV014876,0,0,0,0,0,0
ASV014877,0,0,0,1,0,1
ASV014878,0,0,0,0,0,0
ASV014879,0,0,0,0,0,0
ASV014880,0,0,0,0,0,0
ASV014881,2,2,0,1,0,0
ASV014882,0,0,0,0,0,0
ASV014883,0,0,0,0,0,0
ASV014884,2,2,0,4,0,0
ASV014885,0,0,0,0,0,0
ASV014886,4,3,0,4,0,1
ASV014887,2,2,0,3,0,0
ASV014888,0,0,0,0,0,0
ASV014889,0,0,0,0,0,0
ASV014890,0,0,0,0,0,0
ASV014891,3,3,0,1,0,0
ASV014892,2,2,0,1,0,1
ASV014893,0,0,0,0,0,0
ASV014894,0,0,0,0,0,0
ASV014895,0,0,0,0,0,0
ASV014896,0,0,0,0,0,0
ASV014897,1,1,0,1,0,0
ASV014898,0,0,0,0,0,0
ASV014899,0,0,0,0,0,0
ASV014900,0,0,0,0,0,0
ASV014901,0,0,0,0,0,0
ASV014902,0,0,0,0,0,0
ASV014903,0,0,0,0,0,0
ASV014904,0,0,0,0,0,0
ASV014905,0,0,0,0,0,0
ASV014906,0,0,0,0,0,0
ASV014907,0,0,0,0,0,0
ASV014908,0,0,0,0,0,0
ASV014909,0,0,0,0,0,0
ASV014910,0,0,0,0,0,0
ASV014911,0,0,0,0,0,0
ASV014912,2,2,0,1,0,0
ASV014913,0,0,0,0,0,0
ASV014914,0,0,0,0,0,1
ASV014915,0,0,0,0,0,0
ASV014916,0,0,0,0,0,0
ASV014917,0,0,0,0,0,0
ASV014918,3,3,0,1,0,0
ASV014919,0,0,0,0,0,0
ASV014920,0,0,0,0,0,0
ASV014921,0,0,0,0,0,0
ASV014922,0,0,0,0,0,0
ASV014923,0,0,0,0,0,0
ASV014924,0,0,0,0,0,0
ASV014925,0,0,0,0,0,0
ASV014926,0,0,0,0,0,0
ASV014927,0,0,0,0,0,0
ASV014928,0,0,0,0,0,0
ASV014929,0,0,0,0,0,0
ASV014930,0,0,0,0,0,0
ASV014931,2,2,0,0,0,0
ASV014932,0,0,0,0,0,0
ASV014933,0,0,0,0,0,0
ASV014934,0,0,0,0,0,0
ASV014935,0,0,0,0,0,0
ASV014936,0,0,0,0,0,0
ASV014937,0,0,0,0,0,0
ASV014938,0,0,0,0,0,0
ASV014939,2,2,0,1,0,0
ASV014940,0,0,0,0,0,0
ASV014941,0,0,0,0,0,0
ASV014942,0,0,0,0,0,0
ASV014943,0,0,0,0,0,0
ASV014944,1,1,0,0,0,0
ASV014945,0,0,0,0,0,0
ASV014946,0,0,0,0,0,0
ASV014947,0,0,0,0,0,0
ASV014948,0,0,0,0,0,0
ASV014949,0,0,0,0,0,0
ASV014950,0,0,0,0,0,0
ASV014951,0,0,0,0,0,0
ASV014952,2,2,0,1,0,1
ASV014953,0,0,0,0,0,0
ASV014954,0,0,0,0,0,0
ASV014955,0,0,0,0,0,0
ASV014956,0,0,0,0,0,0
ASV014957,0,0,0,1,0,1
ASV014958,0,0,0,0,0,0
ASV014959,0,0,0,0,0,0
ASV014960,0,0,0,0,0,0
ASV014961,0,0,0,0,0,0
ASV014962,2,2,0,1,0,0
ASV014963,0,0,0,0,0,0
ASV014964,0,0,0,0,0,0
ASV014965,0,0,0,0,0,0
ASV014966,0,0,0,0,0,0
ASV014967,0,0,0,1,0,1
ASV014968,0,0,0,0,0,0
ASV014969,0,0,0,0,0,0
ASV014970,0,0,0,0,0,0
ASV014971,0,0,0,0,0,0
ASV014972,0,0,0,0,0,0
ASV014973,0,0,0,0,0,0
ASV014974,0,0,0,0,0,0
ASV014975,0,0,0,0,0,0
ASV014976,0,0,0,0,0,0
ASV014977,0,0,0,0,0,0
ASV014978,0,0,0,0,0,0
ASV014979,0,0,0,0,0,0
ASV014980,0,0,0,0,0,0
ASV014981,2,2,0,0,0,0
ASV014982,0,0,0,0,0,0
ASV014983,0,0,0,0,0,0
ASV014984,0,0,0,0,0,0
ASV014985,3,3,0,1,0,0
ASV014986,0,1,0,2,0,0
ASV014987,0,1,0,1,1,0
ASV014988,0,0,0,0,0,0
ASV014989,0,0,0,0,0,0
ASV014990,0,0,0,1,0,1
ASV014991,0,0,0,0,0,0
ASV014992,0,0,0,0,0,0
ASV014993,0,0,0,0,0,0
ASV014994,0,0,0,0,0,0
ASV014995,0,0,0,0,0,0
ASV014996,0,0,0,0,0,0
ASV014997,0,0,0,0,0,0
ASV014998,0,0,0,2,0,0
ASV014999,0,0,0,2,0,0
ASV015000,0,0,0,2,0,0
ASV015001,0,0,0,0,0,0
ASV015002,0,0,0,0,0,0
ASV015003,0,0,0,0,0,0
ASV015004,0,0,0,0,0,0
ASV015005,0,0,0,0,0,0
ASV015006,3,3,0,1,0,0
ASV015007,1,1,0,0,0,0
ASV015008,0,0,0,0,0,0
ASV015009,0,0,0,1,0,1
ASV015010,0,0,0,0,0,0
ASV015011,0,0,0,0,0,0
ASV015012,0,0,0,0,0,0
ASV015013,0,0,0,0,0,0
ASV015014,0,0,0,0,0,0
ASV015015,0,0,0,0,0,0
ASV015016,2,2,0,1,0,0
ASV015017,2,2,0,0,0,0
ASV015018,0,0,0,0,0,0
ASV015019,0,0,0,0,0,0
ASV015020,0,0,0,0,0,0
ASV015021,0,0,0,0,0,0
ASV015022,0,0,0,0,0,0
ASV015023,0,0,0,0,0,0
ASV015024,0,1,0,1,0,0
ASV015025,0,0,0,0,0,0
ASV015026,3,3,0,1,0,0
ASV015027,0,0,0,0,0,0
ASV015028,0,0,0,0,0,0
ASV015029,0,0,0,0,0,0
ASV015030,0,0,0,0,0,0
ASV015031,0,0,0,0,0,0
ASV015032,0,0,0,0,0,0
ASV015033,0,0,0,0,0,0
ASV015034,0,0,0,0,0,0
ASV015035,0,0,0,0,0,0
ASV015036,0,0,0,0,0,0
ASV015037,0,0,0,0,0,0
ASV015038,0,0,0,0,0,0
ASV015039,0,0,0,0,0,0
ASV015040,0,0,0,0,0,0
ASV015041,0,0,0,0,0,0
ASV015042,0,0,0,0,0,0
ASV015043,0,0,0,0,0,0
ASV015044,0,0,0,0,0,0
ASV015045,0,0,0,0,0,0
ASV015046,0,0,0,0,0,0
ASV015047,0,0,0,0,0,0
ASV015048,0,0,0,0,0,0
ASV015049,0,0,0,0,0,0
ASV015050,0,0,0,0,0,0
ASV015051,0,0,0,0,0,0
ASV015052,0,0,0,0,0,0
ASV015053,0,0,0,0,0,0
ASV015054,0,0,0,0,0,0
ASV015055,3,3,0,2,0,0
ASV015056,0,0,0,0,0,0
ASV015057,0,0,0,0,0,0
ASV015058,0,0,0,0,0,1
ASV015059,0,0,0,0,0,0
ASV015060,0,0,0,0,0,0
ASV015061,0,0,0,0,0,0
ASV015062,2,2,0,1,0,0
ASV015063,0,0,0,0,0,0
ASV015064,0,0,0,0,0,0
ASV015065,0,0,0,0,0,0
ASV015066,0,0,0,0,0,0
ASV015067,0,0,0,0,0,0
ASV015068,2,2,0,0,0,0
ASV015069,3,3,0,1,0,0
ASV015070,0,0,0,0,0,0
ASV015071,0,0,0,0,0,0
ASV015072,0,1,0,2,0,1
ASV015073,0,0,0,0,0,0
ASV015074,0,0,0,0,0,0
ASV015075,0,0,0,0,0,0
ASV015076,0,0,0,0,0,0
ASV015077,0,0,0,0,0,0
ASV015078,0,0,0,0,0,0
ASV015079,0,0,0,0,0,0
ASV015080,0,0,0,0,0,0
ASV015081,0,0,0,0,0,0
ASV015082,0,0,0,0,0,0
ASV015083,1,1,0,0,0,0
ASV015084,0,0,0,0,0,0
ASV015085,2,2,0,1,0,0
ASV015086,1,1,0,0,0,0
ASV015087,0,0,0,0,0,0
ASV015088,0,0,0,0,0,0
ASV015089,0,0,0,1,0,0
ASV015090,0,0,0,1,0,0
ASV015091,0,0,0,0,0,0
ASV015092,0,0,0,0,0,0
ASV015093,0,0,0,0,0,0
ASV015094,0,0,0,0,0,1
ASV015095,0,0,0,0,0,0
ASV015096,0,0,0,0,0,0
ASV015097,0,0,0,0,0,0
ASV015098,0,0,0,1,0,0
ASV015099,0,0,0,0,0,0
ASV015100,0,0,0,0,0,0
ASV015101,0,0,0,0,0,0
ASV015102,0,0,0,0,0,0
ASV015103,0,0,0,0,0,0
ASV015104,0,0,0,0,0,0
ASV015105,0,0,0,0,0,0
ASV015106,0,0,0,0,0,0
ASV015107,0,0,0,0,0,0
ASV015108,0,0,0,0,0,0
ASV015109,0,0,0,0,0,0
ASV015110,0,0,0,0,0,0
ASV015111,2,2,0,1,0,0
ASV015112,2,2,0,1,0,0
ASV015113,0,0,0,0,0,0
ASV015114,0,0,0,0,0,0
ASV015115,0,0,0,0,0,0
ASV015116,0,0,0,0,0,0
ASV015117,0,0,0,0,0,0
ASV015118,2,2,0,1,0,0
ASV015119,0,0,0,0,0,0
ASV015120,0,0,0,0,0,0
ASV015121,0,0,0,1,0,1
ASV015122,1,0,0,2,0,0
ASV015123,0,0,0,0,0,0
ASV015124,0,0,0,0,0,0
ASV015125,0,0,0,0,0,0
ASV015126,0,0,0,0,0,0
ASV015127,0,0,0,0,0,0
ASV015128,0,0,0,0,0,0
ASV015129,0,0,0,0,0,0
ASV015130,0,0,0,0,0,0
ASV015131,0,0,0,0,0,0
ASV015132,2,2,0,1,0,0
ASV015133,0,0,0,0,0,0
ASV015134,0,0,0,0,0,0
ASV015135,0,0,0,0,0,0
ASV015136,0,1,0,1,0,0
ASV015137,0,0,0,1,0,1
ASV015138,0,0,0,0,0,0
ASV015139,0,0,0,0,0,0
ASV015140,0,0,0,0,0,0
ASV015141,0,0,0,0,0,0
ASV015142,0,0,0,0,0,0
ASV015143,0,0,0,0,0,0
ASV015144,0,0,0,0,0,0
ASV015145,0,0,0,0,0,0
ASV015146,0,0,0,0,0,0
ASV015147,0,0,0,0,0,0
ASV015148,0,0,0,0,0,0
ASV015149,0,0,0,0,0,0
ASV015150,0,0,0,0,0,0
ASV015151,0,0,0,0,0,0
ASV015152,0,0,0,0,0,0
ASV015153,2,2,0,1,0,0
ASV015154,2,2,0,1,0,0
ASV015155,0,0,0,0,0,0
ASV015156,0,0,0,0,0,0
ASV015157,0,0,0,0,0,0
ASV015158,0,0,0,0,0,0
ASV015159,0,0,0,0,0,0
ASV015160,0,0,0,0,0,0
ASV015161,0,0,0,0,0,1
ASV015162,0,0,0,0,0,0
ASV015163,0,0,0,0,0,0
ASV015164,0,0,0,0,0,0
ASV015165,0,0,0,0,0,0
ASV015166,0,0,0,3,0,0
ASV015167,0,0,0,0,0,0
ASV015168,0,0,0,0,0,0
ASV015169,0,0,0,0,0,0
ASV015170,0,0,0,0,0,0
ASV015171,0,0,0,0,0,0
ASV015172,0,0,0,0,0,0
ASV015173,0,0,0,0,0,0
ASV015174,0,0,0,0,0,0
ASV015175,0,0,0,0,0,0
ASV015176,0,0,0,0,0,0
ASV015177,0,0,0,2,0,0
ASV015178,0,0,0,1,0,0
ASV015179,0,0,0,1,0,0
ASV015180,0,0,0,0,0,0
ASV015181,0,1,0,1,0,0
ASV015182,0,0,0,2,0,0
ASV015183,0,0,0,0,0,0
ASV015184,0,0,0,0,0,0
ASV015185,0,0,0,0,0,0
ASV015186,0,0,0,0,0,0
ASV015187,0,0,0,0,0,0
ASV015188,0,0,0,0,0,0
ASV015189,0,0,0,0,0,0
ASV015190,0,0,0,0,0,0
ASV015191,0,0,0,0,0,0
ASV015192,0,0,0,0,0,0
ASV015193,0,0,0,0,0,0
ASV015194,0,0,0,0,0,0
ASV015195,2,2,0,7,1,7
ASV015196,0,0,0,0,0,0
ASV015197,0,0,0,1,0,0
ASV015198,0,0,0,0,0,0
ASV015199,0,0,0,0,0,0
ASV015200,0,0,0,0,0,0
ASV015201,0,0,0,0,0,0
ASV015202,0,0,0,0,0,0
ASV015203,0,0,0,0,0,0
ASV015204,0,0,0,0,0,0
ASV015205,0,0,0,0,0,0
ASV015206,0,0,0,0,0,0
ASV015207,0,0,0,0,0,0
ASV015208,0,0,0,0,0,0
ASV015209,0,0,0,0,0,1
ASV015210,0,0,0,0,0,0
ASV015211,3,3,0,1,0,0
ASV015212,0,0,0,0,0,0
ASV015213,0,0,0,0,0,0
ASV015214,0,0,0,0,0,0
ASV015215,0,0,0,0,0,0
ASV015216,0,0,0,0,0,0
ASV015217,0,0,0,0,0,0
ASV015218,0,0,0,0,0,0
ASV015219,0,0,0,0,0,0
ASV015220,0,0,0,0,0,0
ASV015221,0,0,0,0,0,0
ASV015222,0,0,0,0,0,0
ASV015223,0,0,0,0,0,0
ASV015224,0,0,0,0,0,0
ASV015225,0,0,0,0,0,0
ASV015226,0,0,0,1,0,0
ASV015227,0,0,0,0,0,0
ASV015228,0,0,0,0,0,0
ASV015229,0,0,0,0,0,0
ASV015230,0,0,0,0,0,0
ASV015231,0,0,0,0,0,0
ASV015232,0,0,0,0,0,0
ASV015233,0,1,0,0,0,0
ASV015234,0,0,0,0,0,0
ASV015235,0,0,0,0,0,0
ASV015236,0,0,0,0,0,0
ASV015237,0,0,0,0,0,0
ASV015238,0,0,0,0,0,0
ASV015239,2,2,0,1,0,0
ASV015240,0,0,0,0,0,0
ASV015241,0,0,0,0,0,0
ASV015242,0,0,0,0,0,0
ASV015243,0,0,0,0,0,0
ASV015244,2,1,0,1,0,0
ASV015245,0,0,0,0,0,0
ASV015246,0,0,0,0,0,0
ASV015247,0,0,0,0,0,0
ASV015248,0,0,0,0,0,0
ASV015249,0,0,0,0,0,0
ASV015250,0,0,0,0,0,0
ASV015251,0,0,0,0,0,0
ASV015252,0,0,0,0,0,0
ASV015253,0,0,0,0,0,0
ASV015254,0,0,0,0,0,0
ASV015255,0,0,0,0,0,0
ASV015256,0,0,0,0,0,0
ASV015257,0,0,0,0,0,0
ASV015258,0,0,0,0,0,0
ASV015259,0,0,0,0,0,0
ASV015260,0,1,0,0,0,0
ASV015261,0,0,0,0,0,0
ASV015262,0,0,0,0,0,0
ASV015263,0,0,0,0,0,0
ASV015264,0,0,0,0,0,0
ASV015265,0,0,0,0,0,0
ASV015266,0,0,0,0,0,0
ASV015267,0,0,0,0,0,0
ASV015268,0,0,0,0,0,0
ASV015269,3,3,0,1,0,0
ASV015270,0,0,0,0,0,0
ASV015271,0,0,0,0,0,0
ASV015272,0,0,0,0,0,0
ASV015273,0,0,0,0,0,0
ASV015274,0,0,0,0,0,0
ASV015275,0,0,0,0,0,0
ASV015276,0,0,0,0,0,0
ASV015277,0,0,0,0,0,0
ASV015278,0,0,0,0,0,0
ASV015279,0,0,0,0,0,0
ASV015280,0,0,0,0,0,0
ASV015281,3,3,0,1,0,0
ASV015282,0,0,0,0,0,0
ASV015283,1,1,0,1,0,0
ASV015284,0,0,0,0,0,0
ASV015285,0,0,0,0,0,0
ASV015286,0,0,0,0,0,0
ASV015287,0,0,0,0,0,0
ASV015288,1,1,0,0,0,0
ASV015289,3,3,0,1,0,0
ASV015290,0,0,0,0,0,0
ASV015291,0,0,0,0,0,0
ASV015292,0,0,0,1,0,0
ASV015293,0,0,0,0,0,0
ASV015294,0,0,0,0,0,0
ASV015295,0,0,0,0,0,0
ASV015296,2,2,0,1,0,0
ASV015297,0,0,0,0,0,0
ASV015298,2,2,0,1,0,0
ASV015299,0,0,0,0,0,0
ASV015300,0,0,0,1,0,0
ASV015301,0,0,0,0,0,0
ASV015302,0,0,0,0,0,0
ASV015303,0,0,0,0,0,0
ASV015304,0,0,0,0,0,0
ASV015305,1,1,0,1,0,0
ASV015306,0,0,0,0,0,0
ASV015307,2,2,0,0,0,0
ASV015308,1,1,0,0,0,0
ASV015309,0,0,0,0,0,0
ASV015310,0,0,0,0,0,0
ASV015311,0,0,0,0,0,0
ASV015312,0,0,0,0,0,1
ASV015313,0,0,0,0,0,0
ASV015314,3,3,0,1,0,0
ASV015315,0,0,0,0,0,0
ASV015316,0,0,0,0,0,0
ASV015317,0,0,0,0,0,0
ASV015318,0,0,0,0,0,0
