ASV014957,ASV14957: $Catenococcus$
ASV014962,ASV14962: $Martelella$
ASV014967,ASV14967: $Aidingimonas$
ASV015006,ASV15006: $Thalassospira$
ASV015007,ASV15007: $Stappiaceae$
ASV015009,ASV15009: $Halomonadaceae$
ASV015012,ASV15012: $Rhodobacteraceae$
ASV015013,ASV15013: $Oricola$
ASV015014,ASV15014: $Thalassospira$
ASV015016,ASV15016: $Thiobacimonas$
ASV015017,ASV15017: $Rhodobacteraceae$
ASV015026,ASV15026: $Proteobacteria$
ASV015027,ASV15027: $Catenococcus$
ASV015049,ASV15049: $Rhizobiaceae$
ASV015055,ASV15055: $Halomonas$
ASV015058,ASV15058: $Gammaproteobacteria$
ASV015062,ASV15062: $Rhodobacteraceae$
ASV015063,ASV15063: $Rhizobiaceae$
ASV015068,ASV15068: $Thiobacimonas$
ASV015069,ASV15069: $Thalassospira$
ASV015072,ASV15072: $Paucibacter$
ASV015083,ASV15083: $Halomonadaceae$
ASV015085,ASV15085: $Cereibacter$
ASV015086,ASV15086: $Halomonadaceae$
ASV015087,ASV15087: $Rhodobacteraceae$
ASV015089,ASV15089: $Lewinella$
ASV015090,ASV15090: $Lewinella$
ASV015094,ASV15094: $Desulfobacterium$
ASV015098,ASV15098: $Burkholderiaceae$
ASV015102,ASV15102: $Catenococcus$
ASV015111,ASV15111: $Rhizobiaceae$
ASV015112,ASV15112: $Rhodobacteraceae$
ASV015113,ASV15113: $Catenococcus$
ASV015118,ASV15118: $Rhodobacteraceae$
ASV015119,ASV15119: $Rhodobacteraceae$
ASV015120,ASV15120: $Catenococcus$
ASV015121,ASV15121: $Modicisalibacter$
ASV015122,ASV15122: $Halomonas$
ASV015132,ASV15132: $Alphaproteobacteria$
ASV015137,ASV15137: $Halomonas$
ASV015244,ASV15244: $Alteromonadaceae$
ASV015247,ASV15247: $Thalassospira$
ASV015251,ASV15251: $Thalassospira$
ASV015264,ASV15264: $Stappiaceae$
ASV015269,ASV15269: $Thalassospira$
ASV015404,ASV15404: $Bacteria$
ASV015407,ASV15407: $Thalassospira$
ASV015415,ASV15415: $Rhizobiaceae$
ASV015421,ASV15421: $Thalassospira$
ASV015424,ASV15424: $Thalassospira$
ASV015428,ASV15428: $Thalassospira$
ASV015431,ASV15431: $Alphaproteobacteria$
ASV015433,ASV15433: $Filomicrobium$
ASV015440,ASV15440: $Thalassospira$
ASV015441,ASV15441: $Stappia$
ASV015448,ASV15448: $Gammaproteobacteria$
ASV015450,ASV15450: $Thalassospira$
ASV015452,ASV15452: $Rhodobacteraceae$
ASV015454,ASV15454: $Proteobacteria$
ASV015456,ASV15456: $Stappiaceae$
ASV015465,ASV15465: $Rhizobiaceae$
ASV015469,ASV15469: $Catenococcus$
ASV015470,ASV15470: $Thioclava$
ASV015474,ASV15474: $Thalassospira$
ASV015477,ASV15477: $Thalassospira$
ASV015478,ASV15478: $Modicisalibacter$
ASV015482,ASV15482: $Alphaproteobacteria$
ASV015488,ASV15488: $Thalassospira$
ASV015498,ASV15498: $Geojedonia$
ASV015499,ASV15499: $Rhodobacteraceae$
ASV015500,ASV15500: $Halomonadaceae$
ASV015506,ASV15506: $Thalassospira$
ASV015510,ASV15510: $Rhodobacteraceae$
ASV015511,ASV15511: $Rhodobacteraceae$
ASV015515,ASV15515: $Marinobacterium$
ASV015521,ASV15521: $Gammaproteobacteria$
ASV015526,ASV15526: $Rhodobacteraceae$
ASV015527,ASV15527: $Ahrensia$
ASV015529,ASV15529: $Stappiaceae$
ASV015532,ASV15532: $Gammaproteobacteria$
ASV015540,ASV15540: $Pseudohoeflea$
ASV015541,ASV15541: $Rhodobacteraceae$
ASV015545,ASV15545: $Burkholderiaceae$
ASV015546,ASV15546: $Rhizobiales$
ASV015548,ASV15548: $Alphaproteobacteria$
ASV015549,ASV15549: $Kinneretia$
ASV015568,ASV15568: $Pelagibacterium$
ASV015569,ASV15569: $Alphaproteobacteria$
ASV015573,ASV15573: $Halomonadaceae$
ASV015574,ASV15574: $Halomonadaceae$
ASV015576,ASV15576: $Aidingimonas$
ASV015579,ASV15579: $Halomonadaceae$
ASV015581,ASV15581: $Thalassospira$
ASV015582,ASV15582: $Alphaproteobacteria$
ASV015584,ASV15584: $Alphaproteobacteria$
ASV015585,ASV15585: $Rhodobacteraceae$
ASV015587,ASV15587: $Candidatus_Photodesmus$
ASV015590,ASV15590: $Thalassospira$
ASV015595,ASV15595: $Thalassospira$
ASV015596,ASV15596: $Rhodobacteraceae$
ASV015610,ASV15610: $Halomonas$
ASV015615,ASV15615: $Catenococcus$
ASV015617,ASV15617: $Rhizobiaceae$
ASV015620,ASV15620: $Thiobacimonas$
ASV015625,ASV15625: $Catenococcus$
ASV015632,ASV15632: $Thalassospira$
ASV015637,ASV15637: $Rhodobacteraceae$
ASV015642,ASV15642: $Rhodobacteraceae$
ASV015646,ASV15646: $Pseudoalteromonadaceae$
ASV015652,ASV15652: $Rhizobiaceae$
ASV015653,ASV15653: $Rhodobacteraceae$
ASV015655,ASV15655: $Alphaproteobacteria$
ASV015657,ASV15657: $Thiobacimonas$
ASV015658,ASV15658: $Stappiaceae$
ASV015663,ASV15663: $Alphaproteobacteria$
ASV015664,ASV15664: $Rhizobiaceae$
ASV015667,ASV15667: $Thalassospira$
ASV015669,ASV15669: $Stappiaceae$
ASV015670,ASV15670: $Bacilli$
ASV015675,ASV15675: $Thiobacimonas$
ASV015676,ASV15676: $Alphaproteobacteria$
ASV015677,ASV15677: $Catenococcus$
ASV015685,ASV15685: $Stappia$
ASV015686,ASV15686: $Thalassospira$
ASV015687,ASV15687: $Stappia$
ASV015691,ASV15691: $Alphaproteobacteria$
ASV015700,ASV15700: $Alteromonadaceae$
ASV015705,ASV15705: $Rhodobacteraceae$
ASV015706,ASV15706: $Catenococcus$
ASV015713,ASV15713: $Gammaproteobacteria$
ASV015752,ASV15752: $Thalassospira$
ASV015754,ASV15754: $Thiobacimonas$
ASV015756,ASV15756: $Alphaproteobacteria$
ASV015761,ASV15761: $Thalassospira$
ASV015773,ASV15773: $Rhodobacteraceae$
ASV015778,ASV15778: $Gammaproteobacteria$
ASV015809,ASV15809: $Thalassospira$
ASV015813,ASV15813: $Modicisalibacter$
ASV015815,ASV15815: $Rhodobacteraceae$
ASV015817,ASV15817: $Alteromonadales$
ASV015822,ASV15822: $Modicisalibacter$
ASV015825,ASV15825: $Rhodobacteraceae$
ASV015830,ASV15830: $Rhodobacteraceae$
ASV015835,ASV15835: $Rhodobacteraceae$
ASV015838,ASV15838: $Catenococcus$
ASV015841,ASV15841: $Desulfobulbaceae$
ASV015849,ASV15849: $Halomonadaceae$
ASV015855,ASV15855: $Proteobacteria$
ASV015857,ASV15857: $Oceanospirillales$
ASV015858,ASV15858: $Halomonadaceae$
ASV015913,ASV15913: $Thalassospira$
ASV015919,ASV15919: $Modicisalibacter$
ASV015921,ASV15921: $Thiobacimonas$
ASV015923,ASV15923: $Rhizobiales$
ASV015924,ASV15924: $Thalassospira$
ASV015930,ASV15930: $Rhizobiaceae$
ASV015948,ASV15948: $Modicisalibacter$
ASV015957,ASV15957: $Stappiaceae$
ASV015960,ASV15960: $Tistlia$
ASV015966,ASV15966: $Alphaproteobacteria$
ASV015968,ASV15968: $Stappia$
ASV015971,ASV15971: $Thalassospira$
ASV015977,ASV15977: $Rhodobacteraceae$
ASV015978,ASV15978: $Rhizobiaceae$
ASV015980,ASV15980: $Alteromonadaceae$
ASV015981,ASV15981: $Thalassospira$
ASV015983,ASV15983: $Rhodobacteraceae$
ASV015987,ASV15987: $Rhodobacteraceae$
ASV016053,ASV16053: $Hoeflea$
ASV016061,ASV16061: $Alphaproteobacteria$
ASV016063,ASV16063: $Modicisalibacter$
ASV016064,ASV16064: $Hyphobacterium$
ASV016066,ASV16066: $Halomonadaceae$
ASV016072,ASV16072: $Rhodobacteraceae$
ASV016074,ASV16074: $Rhizobiaceae$
ASV016075,ASV16075: $Halomonadaceae$
ASV016080,ASV16080: $Halomonas$
ASV016087,ASV16087: $Rhizobiaceae$
ASV016090,ASV16090: $Rhodobacteraceae$
ASV016091,ASV16091: $Thalassospira$
ASV016098,ASV16098: $Alphaproteobacteria$
ASV016099,ASV16099: $Rhodobacteraceae$
ASV016101,ASV16101: $Rhizobiaceae$
ASV016102,ASV16102: $Reyranella$
ASV016103,ASV16103: $Alphaproteobacteria$
ASV016104,ASV16104: $Alphaproteobacteria$
ASV016105,ASV16105: $Parvibaculaceae$
ASV016175,ASV16175: $Devosiaceae$
ASV016179,ASV16179: $Bacilli$
ASV016180,ASV16180: $Thalassospira$
ASV016181,ASV16181: $Thalassospira$
ASV016182,ASV16182: $Halomonadaceae$
ASV016190,ASV16190: $Thalassospira$
ASV016194,ASV16194: $Rhizobiaceae$
ASV016195,ASV16195: $Rhodobacteraceae$
ASV016196,ASV16196: $Alphaproteobacteria$
ASV016201,ASV16201: $Rhodobacteraceae$
ASV016202,ASV16202: $Thalassospira$
ASV016204,ASV16204: $Alphaproteobacteria$
ASV016208,ASV16208: $Rhodobacteraceae$
ASV016214,ASV16214: $Rhodobacteraceae$
ASV016216,ASV16216: $Stappiaceae$
ASV016219,ASV16219: $Rhodospirillales$
ASV016222,ASV16222: $Rhodobacteraceae$
ASV016223,ASV16223: $Proteobacteria$
ASV016224,ASV16224: $Thalassospira$
ASV016226,ASV16226: $Rhizobiaceae$
ASV016227,ASV16227: $Rhodobacteraceae$
ASV016229,ASV16229: $Stakelama$
ASV016231,ASV16231: $Rhizobiaceae$
ASV016232,ASV16232: $Proteobacteria$
ASV016234,ASV16234: $Thalassospira$
ASV016237,ASV16237: $Rhizobiaceae$
ASV016240,ASV16240: $Catenococcus$
ASV016244,ASV16244: $Thalassospira$
ASV016247,ASV16247: $Thalassospira$
ASV016249,ASV16249: $Thiobacimonas$
ASV016254,ASV16254: $Rhodobacteraceae$
ASV016256,ASV16256: $Tistlia$
ASV016283,ASV16283: $Thiobacimonas$
ASV016284,ASV16284: $Thiobacimonas$
ASV016290,ASV16290: $Pseudobowmanella$
ASV016321,ASV16321: $Rhodospirillales$
ASV016322,ASV16322: $Martelella$
ASV016324,ASV16324: $Rhizobiaceae$
ASV016325,ASV16325: $Thalassospira$
ASV016326,ASV16326: $Amorphus$
ASV016328,ASV16328: $Thalassospira$
ASV016337,ASV16337: $Rhodobacteraceae$
ASV016353,ASV16353: $Rhodobacteraceae$
ASV016354,ASV16354: $Aquamicrobium$
ASV016357,ASV16357: $Bacteria$
ASV016360,ASV16360: $Bacteria$
ASV016362,ASV16362: $Oceanobacterium$
ASV016363,ASV16363: $Halomonadaceae$
ASV016367,ASV16367: $Rhodobacteraceae$
ASV016377,ASV16377: $Albimonas$
ASV016379,ASV16379: $Thalassospira$
ASV016389,ASV16389: $Alphaproteobacteria$
ASV016390,ASV16390: $Thalassospira$
ASV016393,ASV16393: $Thalassospira$
ASV016394,ASV16394: $Thalassospira$
ASV016395,ASV16395: $Gammaproteobacteria$
ASV016400,ASV16400: $Gammaproteobacteria$
ASV016406,ASV16406: $Modicisalibacter$
ASV016410,ASV16410: $Rhizobiaceae$
ASV016413,ASV16413: $Oricola$
ASV016415,ASV16415: $Azomonas$
ASV016420,ASV16420: $Martelella$
ASV016422,ASV16422: $Thalassospira$
ASV016431,ASV16431: $Rhodobacteraceae$
ASV016433,ASV16433: $Alphaproteobacteria$
ASV016435,ASV16435: $Gammaproteobacteria$
ASV016436,ASV16436: $Rhizobiaceae$
ASV016437,ASV16437: $Halomonadaceae$
ASV016441,ASV16441: $Thalassospira$
ASV016442,ASV16442: $Rhizobiaceae$
ASV016459,ASV16459: $Azomonas$
ASV016462,ASV16462: $Rhodobacteraceae$
ASV016468,ASV16468: $Cellvibrionales$
ASV016469,ASV16469: $Rhodobacteraceae$
ASV016472,ASV16472: $Cyclobacteriaceae$
ASV016473,ASV16473: $Thalassospira$
ASV016474,ASV16474: $Rhizobiales$
ASV016475,ASV16475: $Proteobacteria$
ASV016477,ASV16477: $Alphaproteobacteria$
ASV016485,ASV16485: $Halomonadaceae$
ASV016486,ASV16486: $Rhodobacteraceae$
ASV016488,ASV16488: $Rhodobacteraceae$
ASV016493,ASV16493: $Thalassospira$
ASV016495,ASV16495: $Stappiaceae$
ASV016496,ASV16496: $Cucumibacter$
ASV016497,ASV16497: $Rhodobacteraceae$
ASV016499,ASV16499: $Thiobacimonas$
ASV016510,ASV16510: $Thalassobaculales$
ASV016511,ASV16511: $Bacteria$
ASV016515,ASV16515: $Thalassospira$
ASV016518,ASV16518: $Thalassospira$
ASV016523,ASV16523: $Rhodobacteraceae$
ASV016525,ASV16525: $Rhizobiales$
ASV016526,ASV16526: $Aidingimonas$
ASV016528,ASV16528: $Thalassospira$
ASV016530,ASV16530: $Rhizobiaceae$
ASV016532,ASV16532: $Alteromonadales$
ASV016534,ASV16534: $Rhizobiales$
ASV016539,ASV16539: $Alphaproteobacteria$
ASV016540,ASV16540: $Gammaproteobacteria$
ASV016547,ASV16547: $Nitratireductor$
ASV016580,ASV16580: $Kinneretia$
ASV016583,ASV16583: $Desulfoluna$
ASV016585,ASV16585: $Gammaproteobacteria$
ASV016586,ASV16586: $Thalassospira$
ASV016587,ASV16587: $Thiobacimonas$
ASV016589,ASV16589: $Thalassospira$
ASV016593,ASV16593: $Thalassospira$
ASV016594,ASV16594: $Thalassospira$
ASV016595,ASV16595: $Rhizobiaceae$
ASV016596,ASV16596: $Thalassospira$
ASV016601,ASV16601: $Oricola$
ASV016602,ASV16602: $Roseivirga$
ASV016609,ASV16609: $Catenococcus$
ASV016615,ASV16615: $Modicisalibacter$
ASV016624,ASV16624: $Halomonadaceae$
ASV016628,ASV16628: $Rhizobiaceae$
ASV016630,ASV16630: $Litorisediminivivens$
ASV016631,ASV16631: $Antarctobacter$
ASV016665,ASV16665: $Thiobacimonas$
ASV016666,ASV16666: $Thalassospira$
ASV016668,ASV16668: $Rhodobacteraceae$
ASV016671,ASV16671: $Aidingimonas$
ASV016678,ASV16678: $Yangia$
ASV016684,ASV16684: $Alphaproteobacteria$
ASV016688,ASV16688: $Rhodobacteraceae$
ASV016689,ASV16689: $Rhodobacteraceae$
ASV016691,ASV16691: $Alphaproteobacteria$
ASV016697,ASV16697: $Rhodobacteraceae$
ASV016700,ASV16700: $Rhodobacteraceae$
ASV016706,ASV16706: $Thiobacimonas$
ASV016709,ASV16709: $Alphaproteobacteria$
ASV016713,ASV16713: $Pseudonocardiaceae$
ASV016716,ASV16716: $Stappiaceae$
ASV016719,ASV16719: $Thalassospira$
ASV016721,ASV16721: $Albirhodobacter$
ASV016731,ASV16731: $Nitratireductor$
ASV016735,ASV16735: $Rhizobiaceae$
ASV016737,ASV16737: $Rhodobacteraceae$
ASV016742,ASV16742: $Boseongicola$
ASV016746,ASV16746: $Cucumibacter$
ASV016747,ASV16747: $Alphaproteobacteria$
ASV016748,ASV16748: $Halomonadaceae$
ASV016749,ASV16749: $Thalassospira$
ASV016754,ASV16754: $Proteobacteria$
ASV016756,ASV16756: $Gammaproteobacteria$
ASV016765,ASV16765: $Yangia$
ASV016769,ASV16769: $Thalassospira$
ASV016771,ASV16771: $Stappiaceae$
ASV016773,ASV16773: $Rhodobacteraceae$
ASV016777,ASV16777: $Tepidamorphus$
ASV016779,ASV16779: $Salinimonas$
ASV016782,ASV16782: $Martelella$
ASV016787,ASV16787: $Rhodobacteraceae$
ASV016788,ASV16788: $Roseivirga$
ASV016793,ASV16793: $Thalassobaculum$
ASV016802,ASV16802: $Rhizobiaceae$
ASV016808,ASV16808: $Amorphus$
ASV016810,ASV16810: $Thalassospira$
ASV016812,ASV16812: $Burkholderiaceae$
ASV016813,ASV16813: $Thiobacimonas$
ASV016816,ASV16816: $Roseivirga$
ASV016818,ASV16818: $Alphaproteobacteria$
ASV016821,ASV16821: $Alphaproteobacteria$
ASV016823,ASV16823: $Rhizobiaceae$
ASV016824,ASV16824: $Rhodobacteraceae$
ASV016830,ASV16830: $Catenococcus$
ASV016836,ASV16836: $Rhizobiaceae$
ASV016841,ASV16841: $Rhodobacteraceae$
ASV016848,ASV16848: $Jiella$
ASV016851,ASV16851: $Roseivirga$
ASV016854,ASV16854: $Rhizobiales$
ASV016860,ASV16860: $Thalassobaculum$
ASV016863,ASV16863: $Thalassospira$
ASV016870,ASV16870: $Vibrio$
ASV016876,ASV16876: $Alteromonadaceae$
ASV016877,ASV16877: $Rhodobacteraceae$
ASV016888,ASV16888: $Martelella$
ASV016895,ASV16895: $Roseivirga$
ASV016896,ASV16896: $Stappia$
ASV016899,ASV16899: $Catenococcus$
ASV016900,ASV16900: $Martelella$
ASV016903,ASV16903: $Alteromonadaceae$
ASV016905,ASV16905: $Rhodobacteraceae$
ASV016908,ASV16908: $Alphaproteobacteria$
ASV016909,ASV16909: $Modicisalibacter$
ASV016910,ASV16910: $Rhizobiaceae$
ASV016912,ASV16912: $Rhodobacteraceae$
ASV016915,ASV16915: $Amorphus$
ASV016917,ASV16917: $Hoeflea$
ASV016918,ASV16918: $Alphaproteobacteria$
ASV016919,ASV16919: $Litorisediminivivens$
ASV016947,ASV16947: $Catenococcus$
ASV016949,ASV16949: $Stappia$
ASV016951,ASV16951: $Rhizobiaceae$
ASV016954,ASV16954: $Rhizobiaceae$
ASV016958,ASV16958: $Reyranella$
ASV016970,ASV16970: $Rhodobacteraceae$
ASV016978,ASV16978: $Thalassospira$
ASV016979,ASV16979: $Labrenzia$
ASV016990,ASV16990: $Thiobacimonas$
ASV016991,ASV16991: $Rhizobiaceae$
ASV016993,ASV16993: $Alphaproteobacteria$
ASV016999,ASV16999: $Aestuariihabitans$
ASV017001,ASV17001: $Gammaproteobacteria$
ASV017005,ASV17005: $Oceanicola$
ASV017012,ASV17012: $Stappiaceae$
ASV017014,ASV17014: $Aidingimonas$
ASV017018,ASV17018: $Thalassospira$
ASV017020,ASV17020: $Halomonadaceae$
ASV017028,ASV17028: $Roseivirga$
ASV017031,ASV17031: $Halomonadaceae$
ASV017048,ASV17048: $Aquamicrobium$
ASV017056,ASV17056: $Rhodobacteraceae$
ASV017062,ASV17062: $Stappiaceae$
ASV017063,ASV17063: $Rhizobiaceae$
ASV017065,ASV17065: $Polymorphum$
ASV017070,ASV17070: $XY-R5$
ASV017075,ASV17075: $Halomonadaceae$
ASV017089,ASV17089: $Gammaproteobacteria$
ASV017093,ASV17093: $Gammaproteobacteria$
ASV017100,ASV17100: $Polymorphum$
ASV017101,ASV17101: $Catenococcus$
ASV017204,ASV17204: $Litorisediminivivens$
ASV017205,ASV17205: $Devosiaceae$
ASV017208,ASV17208: $Rhodobacteraceae$
ASV017212,ASV17212: $Polymorphum$
ASV017213,ASV17213: $Rhodobacteraceae$
ASV017219,ASV17219: $Gammaproteobacteria$
ASV017221,ASV17221: $Rhodobacteraceae$
ASV017225,ASV17225: $Rhizobiaceae$
ASV017226,ASV17226: $Alphaproteobacteria$
ASV017227,ASV17227: $Thalassospira$
ASV017228,ASV17228: $Alphaproteobacteria$
ASV017239,ASV17239: $Stappiaceae$
ASV017240,ASV17240: $Thalassospira$
ASV017241,ASV17241: $Thalassospira$
ASV017244,ASV17244: $Rhodobacteraceae$
ASV017248,ASV17248: $Alphaproteobacteria$
ASV017249,ASV17249: $Roseivirga$
ASV017254,ASV17254: $Halomonadaceae$
ASV017255,ASV17255: $Hyphomonas$
ASV017257,ASV17257: $Oricola$
ASV017262,ASV17262: $Gammaproteobacteria$
ASV017271,ASV17271: $Alphaproteobacteria$
ASV017273,ASV17273: $Thalassospira$
ASV017274,ASV17274: $Rhizobiaceae$
ASV017275,ASV17275: $Stappiaceae$
ASV017276,ASV17276: $Gammaproteobacteria$
ASV017283,ASV17283: $Modicisalibacter$
ASV017285,ASV17285: $Rhodobacteraceae$
ASV017286,ASV17286: $Rhizobiaceae$
ASV017287,ASV17287: $Bacteria$
ASV017292,ASV17292: $Modicisalibacter$
ASV017298,ASV17298: $Thalassospira$
ASV017302,ASV17302: $Rhodobacteraceae$
ASV017306,ASV17306: $Rhodobacteraceae$
ASV017307,ASV17307: $Rhodobacteraceae$
ASV017308,ASV17308: $Rhodobacteraceae$
ASV017314,ASV17314: $Halomonadaceae$
ASV017316,ASV17316: $Thalassospira$
ASV017322,ASV17322: $Rhodobacteraceae$
ASV017327,ASV17327: $Gammaproteobacteria$
ASV017328,ASV17328: $Halomonadaceae$
ASV017329,ASV17329: $Thalassospira$
ASV017330,ASV17330: $Thalassospira$
ASV017331,ASV17331: $Rhizobiaceae$
ASV017334,ASV17334: $Oceanospirillales$
ASV017338,ASV17338: $Modicisalibacter$
ASV017339,ASV17339: $Halomonadaceae$
ASV017340,ASV17340: $Alphaproteobacteria$
ASV017341,ASV17341: $Rhodobacteraceae$
ASV017352,ASV17352: $Thiobacimonas$
ASV017356,ASV17356: $Rhodobacteraceae$
ASV017362,ASV17362: $Stappiaceae$
ASV017369,ASV17369: $Thalassospira$
ASV017370,ASV17370: $Halomonadaceae$
ASV017425,ASV17425: $Rhodobacteraceae$
ASV017429,ASV17429: $Rhizobiales$
ASV017437,ASV17437: $Stappiaceae$
ASV017440,ASV17440: $Alphaproteobacteria$
ASV017445,ASV17445: $Rhodobacteraceae$
ASV017449,ASV17449: $Halomonas$
ASV017450,ASV17450: $Oricola$
ASV017451,ASV17451: $Catenococcus$
ASV017455,ASV17455: $Rhizobiaceae$
ASV017457,ASV17457: $Hyphomonas$
ASV017458,ASV17458: $Thalassospira$
ASV017462,ASV17462: $Rhodobacteraceae$
ASV017474,ASV17474: $Stappiaceae$
ASV017477,ASV17477: $Thalassospira$
ASV017479,ASV17479: $Rhodobacteraceae$
ASV017480,ASV17480: $Rhodobacteraceae$
ASV017482,ASV17482: $Alphaproteobacteria$
ASV017486,ASV17486: $Rhodospirillales$
ASV017495,ASV17495: $Bacteria$
ASV017497,ASV17497: $Yangia$
ASV017508,ASV17508: $Rhodobacteraceae$
ASV017511,ASV17511: $Rhizobiaceae$
ASV017512,ASV17512: $Alphaproteobacteria$
ASV017515,ASV17515: $Stappiaceae$
ASV017516,ASV17516: $Stappia$
ASV017518,ASV17518: $Aestuariihabitans$
ASV017519,ASV17519: $Stappiaceae$
ASV017526,ASV17526: $Thalassospira$
ASV017685,ASV17685: $Nitratireductor$
ASV017691,ASV17691: $Thalassospira$
ASV017714,ASV17714: $Halomonadaceae$
ASV017715,ASV17715: $Thalassospira$
ASV017720,ASV17720: $Rhodobacteraceae$
ASV017722,ASV17722: $Stakelama$
ASV017724,ASV17724: $Modicisalibacter$
ASV017730,ASV17730: $Thalassospira$
ASV017731,ASV17731: $Rhodobacteraceae$
ASV017732,ASV17732: $Rhodobacteraceae$
ASV017734,ASV17734: $Devosiaceae$
ASV017737,ASV17737: $Bacillales$
ASV017738,ASV17738: $Aidingimonas$
ASV017739,ASV17739: $Gammaproteobacteria$
ASV017745,ASV17745: $Rhodobacteraceae$
ASV017751,ASV17751: $Alteromonadales$
ASV017753,ASV17753: $Tistlia$
ASV017754,ASV17754: $Halomonas$
ASV017757,ASV17757: $Gammaproteobacteria$
ASV017761,ASV17761: $Thiobacimonas$
ASV017762,ASV17762: $Hyphobacterium$
ASV017763,ASV17763: $Rhodobacteraceae$
ASV017764,ASV17764: $Alphaproteobacteria$
ASV017766,ASV17766: $Rhodobacteraceae$
ASV017768,ASV17768: $Gammaproteobacteria$
ASV017774,ASV17774: $Pelagibacterium$
ASV017783,ASV17783: $Roseivirga$
ASV017787,ASV17787: $Thalassospira$
ASV017788,ASV17788: $Thalassospira$
ASV017793,ASV17793: $Azomonas$
ASV017794,ASV17794: $Rhodobacteraceae$
ASV017802,ASV17802: $Rhodobacteraceae$
ASV017804,ASV17804: $Alphaproteobacteria$
ASV017807,ASV17807: $Labrenzia$
ASV017808,ASV17808: $Litorisediminicola$
ASV017809,ASV17809: $Thalassospira$
ASV017811,ASV17811: $Rhizobiaceae$
ASV017815,ASV17815: $Gammaproteobacteria$
ASV017816,ASV17816: $Rhodospirillales$
ASV017817,ASV17817: $Gammaproteobacteria$
ASV017821,ASV17821: $Pseudomonadaceae$
ASV017822,ASV17822: $Vibrionaceae$
ASV017828,ASV17828: $Thalassospira$
ASV017829,ASV17829: $Gammaproteobacteria$
ASV017831,ASV17831: $Azomonas$
ASV017834,ASV17834: $Thalassobaculum$
ASV017840,ASV17840: $Rhodobacteraceae$
ASV017843,ASV17843: $Proteobacteria$
ASV017844,ASV17844: $Breoghania$
ASV017845,ASV17845: $Rhodobacteraceae$
ASV017846,ASV17846: $Thiobacimonas$
ASV017847,ASV17847: $Rhodobacteraceae$
ASV017850,ASV17850: $Halomonadaceae$
ASV017856,ASV17856: $Rhizobiaceae$
ASV017858,ASV17858: $Rhizobiaceae$
ASV017859,ASV17859: $Thalassobaculum$
ASV017862,ASV17862: $Rhodobacteraceae$
ASV017865,ASV17865: $Rhodobacteraceae$
ASV017868,ASV17868: $Gammaproteobacteria$
ASV017870,ASV17870: $Oceanobacterium$
ASV017875,ASV17875: $Thalassospira$
ASV017877,ASV17877: $Rhodobacteraceae$
ASV017884,ASV17884: $Thalassospira$
ASV017892,ASV17892: $Roseovarius$
ASV017893,ASV17893: $Methyloligella$
ASV017895,ASV17895: $Azomonas$
ASV017903,ASV17903: $Maritimibacter$
ASV017908,ASV17908: $Thalassospira$
ASV017910,ASV17910: $Rhodobacteraceae$
ASV017911,ASV17911: $Alphaproteobacteria$
ASV017920,ASV17920: $Gammaproteobacteria$
ASV017922,ASV17922: $Gammaproteobacteria$
ASV017925,ASV17925: $Rhizobiaceae$
ASV017927,ASV17927: $Rhodobacteraceae$
ASV017932,ASV17932: $Thalassobaculum$
ASV017936,ASV17936: $Rhizobiales$
ASV017938,ASV17938: $Rhodobacteraceae$
ASV017942,ASV17942: $Catenococcus$
ASV017944,ASV17944: $Alphaproteobacteria$
ASV017946,ASV17946: $Catenococcus$
ASV017947,ASV17947: $Cucumibacter$
ASV017949,ASV17949: $Thiobacimonas$
ASV017950,ASV17950: $Rhodobacteraceae$
ASV017952,ASV17952: $Gammaproteobacteria$
ASV017958,ASV17958: $Rhodobacteraceae$
ASV017961,ASV17961: $Thalassospira$
ASV017968,ASV17968: $Thalassospira$
ASV017979,ASV17979: $Thalassospira$
