ASV012628,ASV12628: $Alphaproteobacteria$
ASV012630,ASV12630: $Thalassospira$
ASV012632,ASV12632: $Thalassospira$
ASV012633,ASV12633: $Azomonas$
ASV012643,ASV12643: $Thalassospira$
ASV012646,ASV12646: $Oricola$
ASV012649,ASV12649: $Alteromonadaceae$
ASV012650,ASV12650: $Thalassospira$
ASV012651,ASV12651: $Thalassospira$
ASV012652,ASV12652: $Litorisediminicola$
ASV012654,ASV12654: $Alphaproteobacteria$
ASV012655,ASV12655: $Thiobacimonas$
ASV012659,ASV12659: $Thalassospira$
ASV012661,ASV12661: $Thalassobaculum$
ASV012663,ASV12663: $Pseudonocardiaceae$
ASV012665,ASV12665: $Gammaproteobacteria$
ASV012666,ASV12666: $Rhodobacteraceae$
ASV012667,ASV12667: $Rhodobacteraceae$
ASV012670,ASV12670: $Thalassospira$
ASV012674,ASV12674: $Marivita$
ASV012678,ASV12678: $Halomonadaceae$
ASV012679,ASV12679: $Polymorphum$
ASV012682,ASV12682: $Thalassospira$
ASV012683,ASV12683: $Roseivirga$
ASV012688,ASV12688: $Stappiaceae$
ASV012690,ASV12690: $Cyclobacteriaceae$
ASV012691,ASV12691: $Rhizobiaceae$
ASV012702,ASV12702: $Gammaproteobacteria$
ASV012703,ASV12703: $Halomonadaceae$
ASV012707,ASV12707: $Rhizobiaceae$
ASV012708,ASV12708: $Rhizobiaceae$
ASV012710,ASV12710: $Rhodobacteraceae$
ASV012714,ASV12714: $Modicisalibacter$
ASV012716,ASV12716: $Rhodospirillales$
ASV012721,ASV12721: $Alphaproteobacteria$
ASV012729,ASV12729: $Thalassobaculum$
ASV012730,ASV12730: $Oricola$
ASV012738,ASV12738: $Thiobacimonas$
ASV012743,ASV12743: $Thalassospira$
ASV012753,ASV12753: $Proteobacteria$
ASV012754,ASV12754: $Thalassospira$
ASV012757,ASV12757: $Rhizobiaceae$
ASV012771,ASV12771: $Pseudoroseicyclus$
ASV012772,ASV12772: $Gammaproteobacteria$
ASV012774,ASV12774: $Tianweitania$
ASV012776,ASV12776: $Rhodobacteraceae$
ASV012782,ASV12782: $Thalassospira$
ASV012783,ASV12783: $Thalassospira$
ASV012784,ASV12784: $Thalassospira$
ASV012788,ASV12788: $Gammaproteobacteria$
ASV012789,ASV12789: $Polymorphum$
ASV012793,ASV12793: $Sphingomonadaceae$
ASV012799,ASV12799: $Alphaproteobacteria$
ASV012800,ASV12800: $Alphaproteobacteria$
ASV012805,ASV12805: $Alteromonadaceae$
ASV012812,ASV12812: $Thalassospira$
ASV012814,ASV12814: $Halomonadaceae$
ASV012826,ASV12826: $Alphaproteobacteria$
ASV012835,ASV12835: $Stappiaceae$
ASV012837,ASV12837: $Thalassospira$
ASV012840,ASV12840: $Rhizobiaceae$
ASV012845,ASV12845: $Gammaproteobacteria$
ASV012858,ASV12858: $Roseivirga$
ASV012861,ASV12861: $Halomonadaceae$
ASV012863,ASV12863: $Alphaproteobacteria$
ASV012866,ASV12866: $Polymorphum$
ASV012867,ASV12867: $Rhodobacteraceae$
ASV012871,ASV12871: $Roseivirga$
ASV012873,ASV12873: $Thalassospira$
ASV012877,ASV12877: $Rhodobacteraceae$
ASV012879,ASV12879: $Thalassospira$
ASV012885,ASV12885: $Rhizobiaceae$
ASV012888,ASV12888: $Alphaproteobacteria$
ASV012889,ASV12889: $Rhodobacteraceae$
ASV012890,ASV12890: $Azomonas$
ASV012891,ASV12891: $Roseivirga$
ASV012896,ASV12896: $Modicisalibacter$
ASV012898,ASV12898: $Thalassospira$
ASV012904,ASV12904: $Gammaproteobacteria$
ASV012907,ASV12907: $Stappiaceae$
ASV012910,ASV12910: $Azomonas$
ASV012911,ASV12911: $Alphaproteobacteria$
ASV012912,ASV12912: $Breoghania$
ASV012915,ASV12915: $Catenococcus$
ASV012921,ASV12921: $Thalassospira$
ASV012929,ASV12929: $Thalassospira$
ASV012932,ASV12932: $Gammaproteobacteria$
ASV012939,ASV12939: $Thalassobaculum$
ASV012947,ASV12947: $Alphaproteobacteria$
ASV012949,ASV12949: $Catenococcus$
ASV012952,ASV12952: $Rhizobiaceae$
ASV012957,ASV12957: $Alphaproteobacteria$
ASV012958,ASV12958: $Thalassospira$
ASV012960,ASV12960: $Halomonadaceae$
ASV012964,ASV12964: $Proteobacteria$
ASV012966,ASV12966: $Alphaproteobacteria$
ASV012969,ASV12969: $Marinobacterium$
ASV012970,ASV12970: $Stappiaceae$
ASV012971,ASV12971: $Roseivirga$
ASV012973,ASV12973: $Roseivirga$
ASV012977,ASV12977: $Oricola$
ASV012980,ASV12980: $Rhizobiaceae$
ASV012981,ASV12981: $Catenococcus$
ASV012982,ASV12982: $Albirhodobacter$
ASV012984,ASV12984: $Rhodobacteraceae$
ASV012985,ASV12985: $Rhodobacteraceae$
ASV012988,ASV12988: $Thalassospira$
ASV012997,ASV12997: $Thalassospira$
ASV012998,ASV12998: $Oricola$
ASV013001,ASV13001: $Oceanobacterium$
ASV013002,ASV13002: $Halomonas$
ASV013004,ASV13004: $Saprospiraceae$
ASV013005,ASV13005: $Roseivirga$
ASV013006,ASV13006: $Halomonadaceae$
ASV013007,ASV13007: $Oricola$
ASV013009,ASV13009: $Thalassospira$
ASV013011,ASV13011: $Roseivirga$
ASV013012,ASV13012: $Caulobacteraceae$
ASV013014,ASV13014: $Thalassospira$
ASV013015,ASV13015: $Roseitalea$
ASV013019,ASV13019: $Rhodobacteraceae$
ASV013021,ASV13021: $Alphaproteobacteria$
ASV013023,ASV13023: $Neptunomonas$
ASV013025,ASV13025: $Alphaproteobacteria$
ASV013026,ASV13026: $Desulforhopalus$
ASV013027,ASV13027: $Alphaproteobacteria$
ASV013028,ASV13028: $Thalassospira$
ASV013034,ASV13034: $Vibrio$
ASV013035,ASV13035: $Thalassospira$
ASV013036,ASV13036: $Rhodobacteraceae$
ASV013040,ASV13040: $Catenococcus$
ASV013049,ASV13049: $Gammaproteobacteria$
ASV013050,ASV13050: $Alteromonadaceae$
ASV013052,ASV13052: $Stakelama$
ASV013072,ASV13072: $Rhodobacteraceae$
ASV013075,ASV13075: $Gammaproteobacteria$
ASV013079,ASV13079: $Nevskia$
ASV013080,ASV13080: $Burkholderiaceae$
ASV013090,ASV13090: $Roseivirga$
ASV013093,ASV13093: $Rhizobiaceae$
ASV013094,ASV13094: $Thalassospira$
ASV013103,ASV13103: $Paramoritella$
ASV013111,ASV13111: $Thalassospira$
ASV013112,ASV13112: $Rhodobacteraceae$
ASV013113,ASV13113: $Rhizobiaceae$
ASV013118,ASV13118: $Nitratireductor$
ASV013119,ASV13119: $Polymorphum$
ASV013122,ASV13122: $Kinneretia$
ASV013125,ASV13125: $Rhodobacteraceae$
ASV013127,ASV13127: $Tistlia$
ASV013130,ASV13130: $Rhodobacteraceae$
ASV013141,ASV13141: $Firmicutes$
ASV013143,ASV13143: $Oceanicola$
ASV013146,ASV13146: $Thalassospira$
ASV013151,ASV13151: $Thalassospira$
ASV013155,ASV13155: $Alphaproteobacteria$
ASV013158,ASV13158: $Rhodobacteraceae$
ASV013161,ASV13161: $Rhizobiaceae$
ASV013167,ASV13167: $Rhodobacteraceae$
ASV013169,ASV13169: $Rhodobacteraceae$
ASV013171,ASV13171: $Stappiaceae$
ASV013172,ASV13172: $Hyphobacterium$
ASV013174,ASV13174: $Hyphomonas$
ASV013176,ASV13176: $Modicisalibacter$
ASV013177,ASV13177: $Halomonadaceae$
ASV013179,ASV13179: $Rhizobiales$
ASV013181,ASV13181: $Alteromonadales$
ASV013182,ASV13182: $Cyclobacteriaceae$
ASV013188,ASV13188: $Thiobacimonas$
ASV013203,ASV13203: $Tistlia$
ASV013205,ASV13205: $Modicisalibacter$
ASV013206,ASV13206: $Rhodobacteraceae$
ASV013210,ASV13210: $Methylophagaceae$
ASV013213,ASV13213: $Rhodobacteraceae$
ASV013215,ASV13215: $Alteromonadaceae$
ASV013220,ASV13220: $Alphaproteobacteria$
ASV013221,ASV13221: $Pseudooceanicola$
ASV013226,ASV13226: $Thiobacimonas$
ASV013227,ASV13227: $Rhodobacteraceae$
ASV013229,ASV13229: $Pseudahrensia$
ASV013236,ASV13236: $Halomonadaceae$
ASV013237,ASV13237: $Alphaproteobacteria$
ASV013238,ASV13238: $Alphaproteobacteria$
ASV013239,ASV13239: $Thalassobaculum$
ASV013241,ASV13241: $Modicisalibacter$
ASV013243,ASV13243: $Bacteria$
ASV013245,ASV13245: $Oceanicola$
ASV013247,ASV13247: $Vibrionaceae$
ASV013252,ASV13252: $Rhodobacteraceae$
ASV013254,ASV13254: $Rhodobacteraceae$
ASV013255,ASV13255: $Thalassospira$
ASV013256,ASV13256: $Rhizobiaceae$
ASV013257,ASV13257: $Catenococcus$
ASV013259,ASV13259: $Rhodobacteraceae$
ASV013261,ASV13261: $Oricola$
ASV013266,ASV13266: $Rhodobacteraceae$
ASV013277,ASV13277: $Halomonadaceae$
ASV013280,ASV13280: $Martelella$
ASV013287,ASV13287: $Rhizobiaceae$
ASV013291,ASV13291: $Alphaproteobacteria$
ASV013300,ASV13300: $Rhodobacteraceae$
ASV013304,ASV13304: $Rhodobacteraceae$
ASV013307,ASV13307: $Alphaproteobacteria$
ASV013311,ASV13311: $Stappiaceae$
ASV013322,ASV13322: $Roseivirga$
ASV013327,ASV13327: $Rhodobacteraceae$
ASV013331,ASV13331: $Thalassospira$
ASV013339,ASV13339: $Maribius$
ASV013340,ASV13340: $Roseivirga$
ASV013346,ASV13346: $Rhizobiales$
ASV013347,ASV13347: $Thalassospira$
ASV013349,ASV13349: $Thalassospira$
ASV013357,ASV13357: $Halomonadaceae$
ASV013360,ASV13360: $Thalassospira$
ASV013361,ASV13361: $Cytophagales$
ASV013362,ASV13362: $Alphaproteobacteria$
ASV013365,ASV13365: $Alphaproteobacteria$
ASV013367,ASV13367: $Gammaproteobacteria$
ASV013381,ASV13381: $Rhizobiales$
ASV013395,ASV13395: $Thalassospira$
ASV013397,ASV13397: $Catenococcus$
ASV013400,ASV13400: $Alphaproteobacteria$
ASV013404,ASV13404: $Halomonadaceae$
ASV013407,ASV13407: $Rhodobacteraceae$
ASV013410,ASV13410: $Oricola$
ASV013411,ASV13411: $Rhizobiales$
ASV013418,ASV13418: $Halomonadaceae$
ASV013419,ASV13419: $Alphaproteobacteria$
ASV013421,ASV13421: $Roseivirga$
ASV013427,ASV13427: $Rhodobacteraceae$
ASV013431,ASV13431: $Meiothermus$
ASV013436,ASV13436: $Kinneretia$
ASV013438,ASV13438: $Rhizobiaceae$
ASV013441,ASV13441: $Lutibaculum$
ASV013442,ASV13442: $Rhodobacteraceae$
ASV013443,ASV13443: $Rhizobiaceae$
ASV013445,ASV13445: $Roseivirga$
ASV013454,ASV13454: $Pseudomonas$
ASV013457,ASV13457: $Stakelama$
ASV013462,ASV13462: $Rhodobacteraceae$
ASV013467,ASV13467: $Thalassospira$
ASV013470,ASV13470: $Alphaproteobacteria$
ASV013472,ASV13472: $Rhodobacteraceae$
ASV013474,ASV13474: $Thalassospira$
ASV013485,ASV13485: $Thalassospira$
ASV013496,ASV13496: $Modicisalibacter$
ASV013497,ASV13497: $Rhodobacteraceae$
ASV013501,ASV13501: $Rhodobacteraceae$
ASV013502,ASV13502: $Rhodobacteraceae$
ASV013503,ASV13503: $Stappiaceae$
ASV013505,ASV13505: $Thalassospira$
ASV013507,ASV13507: $Halomonadaceae$
ASV013508,ASV13508: $Rhodobacteraceae$
ASV013510,ASV13510: $Roseivirga$
ASV013521,ASV13521: $Rhizobiaceae$
ASV013522,ASV13522: $Thalassospira$
ASV013524,ASV13524: $Modicisalibacter$
ASV013528,ASV13528: $Stappia$
ASV013530,ASV13530: $Halomonadaceae$
ASV013537,ASV13537: $Stappiaceae$
ASV013540,ASV13540: $Halomonadaceae$
ASV013542,ASV13542: $Azomonas$
ASV013543,ASV13543: $Pelagibacterium$
ASV013547,ASV13547: $Hyphomonas$
ASV013551,ASV13551: $Pelagibacterium$
ASV013552,ASV13552: $Enterobacteriaceae$
ASV013553,ASV13553: $Azomonas$
ASV013557,ASV13557: $Alphaproteobacteria$
ASV013564,ASV13564: $Gammaproteobacteria$
ASV013566,ASV13566: $Stappiaceae$
ASV013576,ASV13576: $Yangia$
ASV013578,ASV13578: $Thalassospira$
ASV013581,ASV13581: $Polymorphum$
ASV013584,ASV13584: $Rhodobacteraceae$
ASV013585,ASV13585: $Hyphomonas$
ASV013587,ASV13587: $Pseudonocardiaceae$
ASV013591,ASV13591: $Rhizobiaceae$
ASV013592,ASV13592: $Aquamicrobium$
ASV013593,ASV13593: $Gammaproteobacteria$
ASV013601,ASV13601: $Pelagibacterium$
ASV013603,ASV13603: $Azomonas$
ASV013605,ASV13605: $Gammaproteobacteria$
ASV013606,ASV13606: $Polymorphum$
ASV013607,ASV13607: $Thalassospira$
ASV013610,ASV13610: $Sedimentitalea$
ASV013612,ASV13612: $Rhizobiaceae$
ASV013614,ASV13614: $Alphaproteobacteria$
ASV013615,ASV13615: $Thalassospira$
ASV013619,ASV13619: $Halomonadaceae$
ASV013623,ASV13623: $Rhizobiaceae$
ASV013625,ASV13625: $Rhodobacteraceae$
ASV013629,ASV13629: $Rhodobacteraceae$
ASV013639,ASV13639: $Thalassospira$
ASV013642,ASV13642: $Alphaproteobacteria$
ASV013647,ASV13647: $Gammaproteobacteria$
ASV013649,ASV13649: $Rhodobacteraceae$
ASV013651,ASV13651: $Oricola$
ASV013652,ASV13652: $Hoeflea$
ASV013653,ASV13653: $Rhodobacteraceae$
ASV013654,ASV13654: $Stappiaceae$
ASV013656,ASV13656: $Oricola$
ASV013658,ASV13658: $Alphaproteobacteria$
ASV013663,ASV13663: $Rhodobacteraceae$
ASV013667,ASV13667: $Amorphus$
ASV013668,ASV13668: $Rhizobiales$
ASV013670,ASV13670: $Gammaproteobacteria$
ASV013672,ASV13672: $Desulfobacula$
ASV013675,ASV13675: $Catenococcus$
ASV013677,ASV13677: $Thalassospira$
ASV013679,ASV13679: $Rhizobiaceae$
ASV013688,ASV13688: $Cyclobacteriaceae$
ASV013707,ASV13707: $Proteobacteria$
ASV013708,ASV13708: $Thalassospira$
ASV013712,ASV13712: $Rhizobiaceae$
ASV013716,ASV13716: $Azomonas$
ASV013718,ASV13718: $Alcanivorax$
ASV013721,ASV13721: $Stappiaceae$
ASV013723,ASV13723: $Rhodobacteraceae$
ASV013724,ASV13724: $Thalassospira$
ASV013733,ASV13733: $Alphaproteobacteria$
ASV013734,ASV13734: $Thalassospira$
ASV013736,ASV13736: $Stappiaceae$
ASV013741,ASV13741: $Thalassospira$
ASV013745,ASV13745: $Pseudomonadaceae$
ASV013747,ASV13747: $Alteromonadaceae$
ASV013749,ASV13749: $Tistlia$
ASV013750,ASV13750: $Rhodobacteraceae$
ASV013757,ASV13757: $Rhodobacteraceae$
ASV013760,ASV13760: $Maliponia$
ASV013765,ASV13765: $Alphaproteobacteria$
ASV013767,ASV13767: $Rhizobiaceae$
ASV013768,ASV13768: $Modicisalibacter$
ASV013772,ASV13772: $Rhizobiaceae$
ASV013775,ASV13775: $Alcanivorax$
ASV013776,ASV13776: $Halomonadaceae$
ASV013777,ASV13777: $Halomonadaceae$
ASV013779,ASV13779: $Halomonadaceae$
ASV013783,ASV13783: $Thiobacimonas$
ASV013787,ASV13787: $Thalassospira$
ASV013789,ASV13789: $Rhodobacteraceae$
ASV013794,ASV13794: $Rhizobiaceae$
ASV013795,ASV13795: $Jiella$
ASV013797,ASV13797: $Rhizobiaceae$
ASV013798,ASV13798: $Halomonadaceae$
ASV013803,ASV13803: $Rhizobiaceae$
ASV013805,ASV13805: $Thalassospira$
ASV013809,ASV13809: $Rhodobacteraceae$
ASV013811,ASV13811: $Litorisediminivivens$
ASV013812,ASV13812: $Rhizobiales$
ASV013813,ASV13813: $Alphaproteobacteria$
ASV013814,ASV13814: $Rhodobacteraceae$
ASV013816,ASV13816: $Rhodobacteraceae$
ASV013819,ASV13819: $Rhizobiaceae$
ASV013820,ASV13820: $Portibacter$
ASV013822,ASV13822: $Halomonadaceae$
ASV013824,ASV13824: $Rhizobiales$
ASV013827,ASV13827: $Rhodobacteraceae$
ASV013828,ASV13828: $Gammaproteobacteria$
ASV013829,ASV13829: $Roseivirga$
ASV013831,ASV13831: $Thalassospira$
ASV013832,ASV13832: $Oricola$
ASV013834,ASV13834: $Hyphomonas$
ASV013838,ASV13838: $Thiobacimonas$
ASV013839,ASV13839: $Rhodobacteraceae$
ASV013945,ASV13945: $Rhodobacteraceae$
ASV013952,ASV13952: $Oricola$
ASV013954,ASV13954: $Thalassospira$
ASV013955,ASV13955: $Alphaproteobacteria$
ASV013961,ASV13961: $Rhizobiaceae$
ASV013962,ASV13962: $Rhizobiales$
ASV013965,ASV13965: $Rhodobacteraceae$
ASV013968,ASV13968: $Alphaproteobacteria$
ASV013971,ASV13971: $Oricola$
ASV013972,ASV13972: $Chitinophagaceae$
ASV013973,ASV13973: $Modicisalibacter$
ASV013974,ASV13974: $Rhizobiaceae$
ASV013975,ASV13975: $Catenococcus$
ASV013979,ASV13979: $Catenococcus$
ASV013980,ASV13980: $Neptunomonas$
ASV013982,ASV13982: $Rhodobacteraceae$
ASV013985,ASV13985: $Alphaproteobacteria$
ASV013991,ASV13991: $Roseivirga$
ASV013994,ASV13994: $Halomonadaceae$
ASV013996,ASV13996: $Gammaproteobacteria$
ASV013999,ASV13999: $Pelagibacterium$
ASV014000,ASV14000: $Catenococcus$
ASV014007,ASV14007: $Alphaproteobacteria$
ASV014011,ASV14011: $Hyphomonas$
ASV014015,ASV14015: $Thalassospira$
ASV014016,ASV14016: $Nitratireductor$
ASV014020,ASV14020: $Oricola$
ASV014028,ASV14028: $Alphaproteobacteria$
ASV014042,ASV14042: $Thalassospira$
ASV014050,ASV14050: $Corynebacteriales$
ASV014052,ASV14052: $Halomonadaceae$
ASV014056,ASV14056: $Rhizobiaceae$
ASV014059,ASV14059: $Thalassospira$
ASV014065,ASV14065: $Pseudohoeflea$
ASV014066,ASV14066: $Thalassospira$
ASV014121,ASV14121: $Rhodobacteraceae$
ASV014127,ASV14127: $Rhodobacteraceae$
ASV014131,ASV14131: $Thiobacimonas$
ASV014133,ASV14133: $Aestuariihabitans$
ASV014136,ASV14136: $Thalassospira$
ASV014150,ASV14150: $Alphaproteobacteria$
ASV014152,ASV14152: $Bacilli$
ASV014162,ASV14162: $Rhodobacteraceae$
ASV014163,ASV14163: $Boseongicola$
ASV014167,ASV14167: $Rhodobacteraceae$
ASV014169,ASV14169: $Pelagibacterium$
ASV014171,ASV14171: $Halomonadaceae$
ASV014177,ASV14177: $Rhodobacteraceae$
ASV014182,ASV14182: $Thalassospira$
ASV014183,ASV14183: $Thalassobaculum$
ASV014184,ASV14184: $Bacilli$
ASV014185,ASV14185: $Alphaproteobacteria$
ASV014187,ASV14187: $Rhizobiaceae$
ASV014195,ASV14195: $Thalassospira$
ASV014198,ASV14198: $Rhizobiaceae$
ASV014201,ASV14201: $Oricola$
ASV014216,ASV14216: $Rhizobiaceae$
ASV014219,ASV14219: $Rhizobiaceae$
ASV014220,ASV14220: $Thiobacimonas$
ASV014240,ASV14240: $Maritimibacter$
ASV014246,ASV14246: $Gammaproteobacteria$
ASV014247,ASV14247: $Yangia$
ASV014253,ASV14253: $Modicisalibacter$
ASV014254,ASV14254: $Rhizobiaceae$
ASV014266,ASV14266: $Halomonas$
ASV014269,ASV14269: $Thalassospira$
ASV014271,ASV14271: $Modicisalibacter$
ASV014272,ASV14272: $Rhizobiales$
ASV014274,ASV14274: $Catenococcus$
ASV014278,ASV14278: $Halomonadaceae$
ASV014282,ASV14282: $Proteobacteria$
ASV014285,ASV14285: $Azomonas$
ASV014290,ASV14290: $Azomonas$
ASV014293,ASV14293: $Hoeflea$
ASV014295,ASV14295: $Rhodobacteraceae$
ASV014297,ASV14297: $Azomonas$
ASV014303,ASV14303: $Azomonas$
ASV014304,ASV14304: $Gammaproteobacteria$
ASV014307,ASV14307: $Rhizobiaceae$
ASV014311,ASV14311: $Alphaproteobacteria$
ASV014313,ASV14313: $Rhodobacteraceae$
ASV014314,ASV14314: $Halomonadaceae$
ASV014315,ASV14315: $Alphaproteobacteria$
ASV014316,ASV14316: $Pseudodonghicola$
ASV014324,ASV14324: $Rhizobiaceae$
ASV014331,ASV14331: $Rhodobacteraceae$
ASV014332,ASV14332: $Thalassospira$
ASV014338,ASV14338: $Vibrionaceae$
ASV014346,ASV14346: $Rhodobacteraceae$
ASV014348,ASV14348: $Rhizobiaceae$
ASV014357,ASV14357: $Rhizobiaceae$
ASV014358,ASV14358: $Stappiaceae$
ASV014360,ASV14360: $Alphaproteobacteria$
ASV014361,ASV14361: $Gammaproteobacteria$
ASV014364,ASV14364: $Halomonadaceae$
ASV014369,ASV14369: $Stappiaceae$
ASV014377,ASV14377: $Thiobacimonas$
ASV014378,ASV14378: $Modicisalibacter$
ASV014384,ASV14384: $Rhodobacteraceae$
ASV014387,ASV14387: $Rhizobiaceae$
ASV014457,ASV14457: $Alphaproteobacteria$
ASV014459,ASV14459: $Thiobacimonas$
ASV014465,ASV14465: $Catenococcus$
ASV014466,ASV14466: $Gammaproteobacteria$
ASV014468,ASV14468: $Celeribacter$
ASV014470,ASV14470: $Marinovum$
ASV014471,ASV14471: $Rhizobiaceae$
ASV014478,ASV14478: $Thalassospira$
ASV014479,ASV14479: $Thalassospira$
ASV014480,ASV14480: $Rhodobacteraceae$
ASV014481,ASV14481: $Rhodobacteraceae$
ASV014482,ASV14482: $Rhodobacteraceae$
ASV014492,ASV14492: $Neptunomonas$
ASV014498,ASV14498: $Halomonadaceae$
ASV014501,ASV14501: $Roseivirga$
ASV014502,ASV14502: $Rhizobiaceae$
ASV014504,ASV14504: $Alphaproteobacteria$
ASV014505,ASV14505: $Halomonas$
ASV014508,ASV14508: $Thalassospira$
ASV014513,ASV14513: $Thalassospira$
ASV014517,ASV14517: $Rhizobiaceae$
ASV014518,ASV14518: $Hyphomonas$
ASV014520,ASV14520: $Catenococcus$
ASV014522,ASV14522: $Hoeflea$
ASV014523,ASV14523: $Aestuariihabitans$
ASV014529,ASV14529: $Alphaproteobacteria$
ASV014531,ASV14531: $Rhodobacteraceae$
ASV014532,ASV14532: $Rhodobacteraceae$
ASV014538,ASV14538: $Thalassobaculum$
ASV014549,ASV14549: $Rhodobacteraceae$
ASV014553,ASV14553: $Hyphomonas$
ASV014556,ASV14556: $Roseivirga$
ASV014558,ASV14558: $Thalassobaculum$
ASV014559,ASV14559: $Rhodobacteraceae$
ASV014560,ASV14560: $Rhizobiaceae$
ASV014561,ASV14561: $Halomonadaceae$
ASV014567,ASV14567: $Aquamicrobium$
ASV014568,ASV14568: $Rhizobiaceae$
ASV014570,ASV14570: $Thalassospira$
ASV014571,ASV14571: $Filomicrobium$
ASV014577,ASV14577: $Bacilli$
ASV014581,ASV14581: $Halomonadaceae$
ASV014585,ASV14585: $Oricola$
ASV014610,ASV14610: $Thalassospira$
ASV014611,ASV14611: $Alphaproteobacteria$
ASV014613,ASV14613: $Halomonas$
ASV014617,ASV14617: $Rhizobiaceae$
ASV014620,ASV14620: $Rhodobacteraceae$
ASV014622,ASV14622: $Breoghania$
ASV014624,ASV14624: $Rhizobiales$
ASV014625,ASV14625: $Rhizobiaceae$
ASV014626,ASV14626: $Roseivirga$
ASV014629,ASV14629: $Thalassospira$
ASV014630,ASV14630: $Thalassobaculum$
ASV014633,ASV14633: $Halomonadaceae$
ASV014638,ASV14638: $Catenococcus$
ASV014643,ASV14643: $Thalassospira$
ASV014646,ASV14646: $Alphaproteobacteria$
ASV014649,ASV14649: $Azospirillaceae$
ASV014650,ASV14650: $Thiobacimonas$
ASV014657,ASV14657: $Thalassobaculum$
ASV014661,ASV14661: $Alphaproteobacteria$
ASV014662,ASV14662: $Alphaproteobacteria$
ASV014665,ASV14665: $Thalassobaculum$
ASV014670,ASV14670: $Thiobacimonas$
ASV014671,ASV14671: $Betaproteobacteriales$
ASV014672,ASV14672: $Modicisalibacter$
ASV014674,ASV14674: $Thalassospira$
ASV014675,ASV14675: $Hyphomonas$
ASV014677,ASV14677: $Rhizobiales$
ASV014678,ASV14678: $Cucumibacter$
ASV014682,ASV14682: $Thalassospira$
ASV014684,ASV14684: $Corynebacteriales$
ASV014685,ASV14685: $Rhodobacteraceae$
ASV014690,ASV14690: $Alphaproteobacteria$
ASV014701,ASV14701: $Thiobacimonas$
ASV014702,ASV14702: $Caulobacterales$
ASV014703,ASV14703: $Rhodobacteraceae$
ASV014704,ASV14704: $Vibrio$
ASV014705,ASV14705: $Rhizobiales$
ASV014709,ASV14709: $Hyphobacterium$
ASV014711,ASV14711: $Hyphobacterium$
ASV014713,ASV14713: $Thalassospira$
ASV014715,ASV14715: $Thalassobaculum$
ASV014750,ASV14750: $Marinobacterium$
ASV014751,ASV14751: $Thalassospira$
ASV014755,ASV14755: $Gammaproteobacteria$
ASV014756,ASV14756: $Pseudoalteromonadaceae$
ASV014757,ASV14757: $Rhizobiaceae$
ASV014759,ASV14759: $Rhodobacteraceae$
ASV014764,ASV14764: $Maritimibacter$
ASV014767,ASV14767: $Thalassospira$
ASV014768,ASV14768: $Salinisphaera$
ASV014772,ASV14772: $Thalassobaculum$
ASV014775,ASV14775: $Stappia$
ASV014777,ASV14777: $Thalassospira$
ASV014784,ASV14784: $Hyphobacterium$
ASV014786,ASV14786: $Thalassospira$
ASV014787,ASV14787: $Rhizobiaceae$
ASV014791,ASV14791: $Desulfobulbaceae$
ASV014796,ASV14796: $Thalassospira$
ASV014798,ASV14798: $Roseivirga$
ASV014802,ASV14802: $Rhodobacteraceae$
ASV014803,ASV14803: $Vibrio$
ASV014804,ASV14804: $Nitratireductor$
ASV014805,ASV14805: $Oceanospirillales$
ASV014809,ASV14809: $Rhodobacteraceae$
ASV014812,ASV14812: $Thalassospira$
ASV014816,ASV14816: $Rhodobacteraceae$
ASV014819,ASV14819: $Roseovarius$
ASV014821,ASV14821: $Alphaproteobacteria$
ASV014823,ASV14823: $Gammaproteobacteria$
ASV014824,ASV14824: $Alphaproteobacteria$
ASV014830,ASV14830: $Proteobacteria$
ASV014831,ASV14831: $Thalassobaculum$
ASV014832,ASV14832: $Thalassospira$
ASV014838,ASV14838: $Rhodobacteraceae$
ASV014842,ASV14842: $Stappiaceae$
ASV014843,ASV14843: $Thalassospira$
ASV014847,ASV14847: $Rhodobacteraceae$
ASV014848,ASV14848: $Halomonas$
ASV014852,ASV14852: $Stappiaceae$
ASV014856,ASV14856: $Thalassospira$
ASV014857,ASV14857: $Thiobacimonas$
ASV014860,ASV14860: $Rhodobacteraceae$
ASV014862,ASV14862: $Stappia$
ASV014864,ASV14864: $Modicisalibacter$
ASV014867,ASV14867: $Oricola$
ASV014868,ASV14868: $Rhizobiaceae$
ASV014870,ASV14870: $Alphaproteobacteria$
ASV014871,ASV14871: $Thalassospira$
ASV014874,ASV14874: $Rhodobacteraceae$
ASV014875,ASV14875: $Catenococcus$
ASV014876,ASV14876: $Thalassospira$
ASV014877,ASV14877: $Modicisalibacter$
ASV014881,ASV14881: $Oricola$
ASV014882,ASV14882: $Rhizobiaceae$
ASV014883,ASV14883: $Rhizobiaceae$
ASV014888,ASV14888: $Roseivirga$
ASV014891,ASV14891: $Alphaproteobacteria$
ASV014897,ASV14897: $Maritimibacter$
ASV014906,ASV14906: $Rhodobacteraceae$
ASV014912,ASV14912: $Rhodobacteraceae$
ASV014914,ASV14914: $Marinobacterium$
ASV014918,ASV14918: $Rhodobacteraceae$
ASV014931,ASV14931: $Thiobacimonas$
ASV014933,ASV14933: $Rhodobacteraceae$
ASV014939,ASV14939: $Rhizobiaceae$
ASV014943,ASV14943: $Catenococcus$
ASV014944,ASV14944: $Halomonadaceae$
