Wavenumber (cm^-1),LC,LC,LC,LC,LC,LC,LC,LC,LC,PET,PET,PET,PET,PET,PET,PET,PET,PET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET,WPET
3494.379222,104.01,101.48,100.49,104.01,101.48,100.49,104.01,101.48,100.49,96.74,96.87,98.12,95.5,97.36,98.7,97.53,98.26,97.07,97.87,99.47,99.47,97.3,96.11,102.13,96.21,97.5,96.64
3492.515553,104.04,101.5,100.49,104.04,101.5,100.49,104.04,101.5,100.49,96.63,96.72,98.05,95.46,97.49,98.68,97.56,98.15,97.07,97.86,99.58,99.58,97.27,96.17,102.21,96.36,97.59,96.71
3490.651885,103.95,101.4,100.4,103.95,101.4,100.4,103.95,101.4,100.4,96.64,96.75,98.01,95.37,97.52,98.57,97.5,98.04,96.96,97.92,99.57,99.57,97.21,96.1,102.2,96.36,97.5,96.69
3488.788216,104.02,101.44,100.38,104.02,101.44,100.38,104.02,101.44,100.38,96.77,96.87,98.04,95.39,97.41,98.48,97.46,98.11,96.89,97.89,99.65,99.65,97.18,96.1,102.24,96.25,97.46,96.74
3486.924547,103.97,101.52,100.31,103.97,101.52,100.31,103.97,101.52,100.31,96.68,96.71,98.14,95.52,97.47,98.54,97.61,98.12,97.01,97.76,99.62,99.62,97.25,96.16,102.16,96.33,97.56,96.8
3485.060878,103.75,101.37,100.16,103.75,101.37,100.16,103.75,101.37,100.16,96.6,96.56,98.25,95.58,97.66,98.73,97.82,98.17,97.18,97.72,99.48,99.48,97.24,96.06,102.07,96.4,97.62,96.75
3483.197209,103.68,101.18,100.13,103.68,101.18,100.13,103.68,101.18,100.13,96.61,96.56,98.21,95.49,97.61,98.75,97.8,98.19,97.18,97.71,99.4,99.4,97.21,95.97,101.98,96.4,97.6,96.67
3481.33354,103.86,101.23,100.35,103.86,101.23,100.35,103.86,101.23,100.35,96.72,96.71,98.18,95.47,97.47,98.63,97.65,98.13,97.13,97.83,99.48,99.48,97.16,96.03,102.13,96.44,97.55,96.65
3479.469871,103.93,101.2,100.42,103.93,101.2,100.42,103.93,101.2,100.42,96.76,96.79,98.17,95.47,97.46,98.63,97.65,98.12,97.07,97.83,99.52,99.52,97.24,96.01,102.22,96.37,97.62,96.67
3477.606202,103.88,101.17,100.26,103.88,101.17,100.26,103.88,101.17,100.26,96.71,96.75,98.18,95.53,97.56,98.71,97.81,98.28,97.17,97.71,99.48,99.48,97.28,95.98,102.13,96.21,97.63,96.55
3475.742533,103.86,101.27,100.16,103.86,101.27,100.16,103.86,101.27,100.16,96.72,96.75,98.19,95.53,97.54,98.62,97.7,98.17,97.17,97.81,99.58,99.58,97.23,95.99,102.23,96.26,97.53,96.52
3473.878864,103.87,101.42,100.25,103.87,101.42,100.25,103.87,101.42,100.25,96.77,96.77,98.1,95.3,97.37,98.45,97.53,97.92,96.95,97.89,99.64,99.64,97.23,95.99,102.35,96.34,97.49,96.6
3472.015195,103.72,101.41,100.26,103.72,101.41,100.26,103.72,101.41,100.26,96.74,96.7,98.02,95.18,97.28,98.45,97.53,97.93,96.88,97.76,99.57,99.57,97.15,95.91,102.3,96.22,97.4,96.61
3470.151526,103.71,101.35,100.21,103.71,101.35,100.21,103.71,101.35,100.21,96.65,96.67,98.05,95.31,97.38,98.48,97.51,98.01,97.01,97.53,99.39,99.39,97.1,95.95,102.03,96.15,97.37,96.61
3468.287858,103.79,101.33,100.26,103.79,101.33,100.26,103.79,101.33,100.26,96.62,96.76,98.14,95.47,97.46,98.46,97.52,98,97.04,97.61,99.35,99.35,97.23,96.15,102.06,96.32,97.49,96.63
3466.424189,103.77,101.33,100.28,103.77,101.33,100.28,103.77,101.33,100.28,96.74,96.94,98.18,95.57,97.44,98.56,97.65,98.08,97.1,97.69,99.35,99.35,97.25,96.2,102.2,96.31,97.48,96.62
3464.56052,103.72,101.26,100.27,103.72,101.26,100.27,103.72,101.26,100.27,96.83,96.88,98.1,95.49,97.39,98.56,97.66,98.05,97.07,97.66,99.44,99.44,97.17,96.1,102.33,96.16,97.36,96.54
3462.696851,103.83,101.34,100.47,103.83,101.34,100.47,103.83,101.34,100.47,96.77,96.72,98.07,95.43,97.39,98.52,97.57,97.99,97.03,97.62,99.6,99.6,97.09,96.16,102.39,96.13,97.35,96.57
3460.833182,103.84,101.38,100.53,103.84,101.38,100.53,103.84,101.38,100.53,96.75,96.75,98.13,95.46,97.5,98.55,97.62,98.06,97.09,97.59,99.62,99.62,96.93,96.09,102.23,96.11,97.27,96.55
3458.969513,103.62,101.18,100.25,103.62,101.18,100.25,103.62,101.18,100.25,96.79,96.9,98.18,95.42,97.57,98.54,97.67,98.07,97.11,97.48,99.53,99.53,96.99,95.93,102.12,96.12,97.18,96.45
3457.105844,103.57,101.19,100.14,103.57,101.19,100.14,103.57,101.19,100.14,96.73,96.86,98.11,95.35,97.43,98.54,97.53,97.97,97.01,97.48,99.39,99.39,97.11,95.86,102.17,96.09,97.25,96.39
3455.242175,103.71,101.31,100.35,103.71,101.31,100.35,103.71,101.31,100.35,96.63,96.72,98.03,95.32,97.34,98.54,97.44,97.88,96.9,97.54,99.37,99.37,97.1,95.83,102.28,96.17,97.39,96.45
3453.378506,103.66,101.17,100.29,103.66,101.17,100.29,103.66,101.17,100.29,96.53,96.57,97.98,95.35,97.36,98.52,97.54,97.93,96.92,97.61,99.39,99.39,97.11,95.83,102.35,96.24,97.41,96.45
3451.514837,103.5,100.91,100.07,103.5,100.91,100.07,103.5,100.91,100.07,96.36,96.44,97.92,95.26,97.25,98.46,97.55,97.95,96.86,97.6,99.34,99.34,97.15,95.91,102.26,96.16,97.34,96.38
3449.651168,103.56,100.89,100.17,103.56,100.89,100.17,103.56,100.89,100.17,96.31,96.42,97.86,95.14,97.15,98.41,97.43,97.82,96.81,97.46,99.19,99.19,97.02,95.89,102.13,96.06,97.24,96.38
3447.787499,103.67,101.16,100.33,103.67,101.16,100.33,103.67,101.16,100.33,96.48,96.46,97.95,95.18,97.22,98.47,97.41,97.73,96.87,97.45,99.22,99.22,96.94,95.79,102.29,96.06,97.16,96.35
3445.923831,103.51,101.26,100.23,103.51,101.26,100.23,103.51,101.26,100.23,96.59,96.49,97.88,95.11,97.17,98.37,97.35,97.64,96.78,97.4,99.22,99.22,96.96,95.7,102.26,95.98,97.15,96.18
3444.060162,103.2,101.06,99.92,103.2,101.06,99.92,103.2,101.06,99.92,96.56,96.47,97.79,94.99,97.11,98.29,97.26,97.57,96.69,97.35,99.23,99.23,97.04,95.84,102.22,95.95,97.29,96.22
3442.196493,103.27,101,99.92,103.27,101,99.92,103.27,101,99.92,96.34,96.31,97.8,94.96,97.11,98.32,97.23,97.61,96.67,97.33,99.22,99.22,97,95.88,102.33,95.92,97.35,96.24
3440.332824,103.58,101.18,100.15,103.58,101.18,100.15,103.58,101.18,100.15,96.08,96.17,97.77,94.93,97.12,98.27,97.25,97.66,96.65,97.2,99.11,99.11,96.86,95.7,102.24,95.78,97.19,96.07
3438.469155,103.64,101.14,100.24,103.64,101.14,100.24,103.64,101.14,100.24,96.08,96.17,97.78,94.89,97.11,98.31,97.34,97.69,96.63,97.13,99.01,99.01,96.78,95.57,102.12,95.77,97.08,96.02
3436.605486,103.56,101,100.21,103.56,101,100.21,103.56,101,100.21,96.3,96.31,97.72,94.92,97.09,98.36,97.41,97.71,96.58,97.21,99.01,99.01,96.83,95.61,102.23,95.84,97.12,96.13
3434.741817,103.33,100.95,100.01,103.33,100.95,100.01,103.33,100.95,100.01,96.22,96.2,97.71,94.96,97.12,98.33,97.39,97.69,96.53,97.12,98.99,98.99,96.78,95.64,102.24,95.79,97.16,96.11
3432.878148,103.27,101.1,99.95,103.27,101.1,99.95,103.27,101.1,99.95,96.15,96.13,97.74,94.93,97.21,98.31,97.29,97.67,96.5,97.05,98.86,98.86,96.77,95.64,102.16,95.81,97.12,96.1
3431.014479,103.4,101.17,100.02,103.4,101.17,100.02,103.4,101.17,100.02,96.32,96.27,97.66,94.89,97.17,98.27,97.24,97.67,96.5,97.13,98.95,98.95,96.82,95.64,102.13,95.86,97.12,96.19
3429.15081,103.45,101,99.97,103.45,101,99.97,103.45,101,99.97,96.42,96.39,97.61,94.89,97.13,98.26,97.3,97.65,96.54,97.06,99.13,99.13,96.77,95.59,102.16,95.85,97.17,96.24
3427.287141,103.62,100.93,100.02,103.62,100.93,100.02,103.62,100.93,100.02,96.26,96.33,97.62,94.87,97.18,98.27,97.28,97.64,96.5,96.99,99.24,99.24,96.66,95.53,102.25,95.78,97.06,96.13
3425.423472,103.57,101.01,100.09,103.57,101.01,100.09,103.57,101.01,100.09,96.11,96.16,97.68,94.91,97.16,98.34,97.31,97.71,96.47,97.08,99.26,99.26,96.7,95.43,102.31,95.8,96.96,96.01
3423.559803,103.28,100.93,100.03,103.28,100.93,100.03,103.28,100.93,100.03,96.2,96.16,97.79,94.89,97.06,98.35,97.32,97.68,96.44,97.07,99.11,99.11,96.76,95.46,102.24,95.84,97.03,95.99
3421.696135,103.43,100.9,100.14,103.43,100.9,100.14,103.43,100.9,100.14,96.35,96.34,97.81,94.92,97.1,98.37,97.36,97.69,96.44,96.99,98.99,98.99,96.81,95.56,102.2,95.86,97.02,96
3419.832466,103.58,100.9,100.11,103.58,100.9,100.11,103.58,100.9,100.11,96.33,96.31,97.74,95,97.16,98.33,97.4,97.77,96.47,97.01,99.03,99.03,96.85,95.6,102.24,95.8,96.93,96.03
3417.968797,103.55,100.87,99.99,103.55,100.87,99.99,103.55,100.87,99.99,96.35,96.29,97.76,95.03,97.16,98.25,97.4,97.74,96.53,97.06,99.16,99.16,96.84,95.7,102.37,95.81,97.05,96.12
3416.105128,103.57,100.84,99.96,103.57,100.84,99.96,103.57,100.84,99.96,96.45,96.38,97.84,95.05,97.21,98.36,97.41,97.76,96.69,97.11,99.11,99.11,96.86,95.7,102.32,95.82,97.15,96.18
3414.241459,103.64,100.87,100,103.64,100.87,100,103.64,100.87,100,96.46,96.44,98,95.08,97.32,98.49,97.5,97.87,96.81,97.1,99.07,99.07,96.96,95.8,102.28,95.91,97.31,96.32
3412.37779,103.51,100.79,99.9,103.51,100.79,99.9,103.51,100.79,99.9,96.38,96.4,98.1,95.1,97.39,98.45,97.46,97.84,96.79,97.13,99.2,99.2,97.06,95.87,102.33,96.05,97.36,96.41
3410.514121,103.43,100.8,99.92,103.43,100.8,99.92,103.43,100.8,99.92,96.44,96.5,98.04,95.16,97.32,98.39,97.39,97.82,96.81,97.21,99.26,99.26,97.04,95.75,102.4,96.08,97.32,96.4
3408.650452,103.48,100.98,100.03,103.48,100.98,100.03,103.48,100.98,100.03,96.47,96.59,97.95,95.16,97.26,98.41,97.38,97.85,96.83,97.21,99.18,99.18,97.06,95.74,102.46,96.07,97.35,96.4
3406.786783,103.63,101.13,100.23,103.63,101.13,100.23,103.63,101.13,100.23,96.41,96.48,97.87,95.01,97.23,98.35,97.38,97.77,96.75,97.24,99.2,99.2,97,95.83,102.57,96.06,97.38,96.38
3404.923114,103.73,101.19,100.32,103.73,101.19,100.32,103.73,101.19,100.32,96.24,96.23,97.82,94.92,97.14,98.26,97.37,97.76,96.67,97.22,99.29,99.29,96.87,95.79,102.51,96.05,97.3,96.39
3403.059445,103.71,101.21,100.29,103.71,101.21,100.29,103.71,101.21,100.29,96.34,96.37,97.91,95.07,97.21,98.31,97.42,97.89,96.76,97.16,99.24,99.24,96.93,95.76,102.4,96.05,97.28,96.42
3401.195776,103.61,101.12,100.22,103.61,101.12,100.22,103.61,101.12,100.22,96.54,96.65,98,95.21,97.33,98.37,97.5,97.9,96.88,97.2,99.24,99.24,97.16,95.87,102.42,96.15,97.37,96.52
3399.332108,103.58,101.03,100.1,103.58,101.03,100.1,103.58,101.03,100.1,96.57,96.71,97.98,95.27,97.38,98.41,97.52,97.82,96.97,97.22,99.3,99.3,97.25,95.97,102.47,96.19,97.39,96.55
3397.468439,103.56,100.93,100.14,103.56,100.93,100.14,103.56,100.93,100.14,96.59,96.67,97.94,95.27,97.35,98.44,97.46,97.81,96.87,97.15,99.33,99.33,97.04,95.89,102.46,96.08,97.33,96.43
3395.60477,103.56,100.84,100.16,103.56,100.84,100.16,103.56,100.84,100.16,96.58,96.61,97.96,95.27,97.37,98.54,97.49,97.95,96.85,97.09,99.21,99.21,96.9,95.83,102.29,96.04,97.3,96.39
3393.741101,103.66,100.94,100.21,103.66,100.94,100.21,103.66,100.94,100.21,96.57,96.61,98,95.31,97.45,98.59,97.52,98.01,97.01,97.18,99.23,99.23,97,95.87,102.3,96.16,97.44,96.55
3391.877432,103.72,101.14,100.33,103.72,101.14,100.33,103.72,101.14,100.33,96.73,96.75,98.09,95.43,97.5,98.57,97.57,97.97,97.11,97.26,99.28,99.28,97.16,96.05,102.45,96.31,97.65,96.74
3390.013763,103.66,101.2,100.35,103.66,101.2,100.35,103.66,101.2,100.35,96.77,96.74,98.16,95.48,97.48,98.58,97.62,97.94,97.11,97.32,99.4,99.4,97.19,96.03,102.63,96.31,97.62,96.72
3388.150094,103.69,101.06,100.35,103.69,101.06,100.35,103.69,101.06,100.35,96.6,96.69,98.11,95.42,97.44,98.54,97.6,97.92,97.12,97.36,99.45,99.45,97.15,95.88,102.72,96.2,97.49,96.61
3386.286425,103.58,100.84,100.24,103.58,100.84,100.24,103.58,100.84,100.24,96.49,96.7,98.02,95.3,97.36,98.47,97.52,97.94,96.94,97.3,99.31,99.31,97.11,95.91,102.54,96.2,97.38,96.51
3384.422756,103.39,100.73,100,103.39,100.73,100,103.39,100.73,100,96.52,96.63,98.1,95.32,97.36,98.52,97.54,98.05,96.86,97.15,99.28,99.28,97.14,95.99,102.51,96.24,97.38,96.52
3382.559087,103.32,100.77,99.98,103.32,100.77,99.98,103.32,100.77,99.98,96.53,96.54,98.17,95.39,97.41,98.6,97.56,98.07,97.02,97.12,99.3,99.3,97.15,95.99,102.61,96.3,97.44,96.57
3380.695418,103.37,100.87,100.15,103.37,100.87,100.15,103.37,100.87,100.15,96.56,96.56,98.11,95.34,97.38,98.56,97.48,98,97.05,97.17,99.26,99.26,97.2,95.95,102.58,96.28,97.49,96.63
3378.831749,103.45,100.95,100.22,103.45,100.95,100.22,103.45,100.95,100.22,96.64,96.64,98.07,95.31,97.41,98.52,97.5,97.95,96.93,97.17,99.26,99.26,97.22,95.89,102.48,96.22,97.44,96.63
3376.968081,103.54,100.94,100.2,103.54,100.94,100.2,103.54,100.94,100.2,96.71,96.72,98.01,95.32,97.41,98.42,97.58,97.91,96.92,97.11,99.23,99.23,97.18,95.87,102.41,96.23,97.45,96.68
3375.104412,103.52,100.88,100.17,103.52,100.88,100.17,103.52,100.88,100.17,96.62,96.74,97.96,95.28,97.39,98.31,97.59,97.88,96.98,97.06,99.17,99.17,97.03,95.83,102.4,96.12,97.44,96.64
3373.240743,103.5,100.92,100.22,103.5,100.92,100.22,103.5,100.92,100.22,96.55,96.7,97.99,95.26,97.43,98.36,97.56,97.9,97,97.03,99.15,99.15,96.93,95.78,102.48,96.05,97.35,96.55
3371.377074,103.55,100.94,100.21,103.55,100.94,100.21,103.55,100.94,100.21,96.46,96.58,98.02,95.26,97.45,98.47,97.56,97.92,96.94,97.09,99.24,99.24,96.99,95.83,102.64,96.09,97.33,96.53
3369.513405,103.58,100.91,100.28,103.58,100.91,100.28,103.58,100.91,100.28,96.48,96.68,98.05,95.32,97.47,98.55,97.58,97.98,96.94,97.22,99.34,99.34,97.11,95.9,102.6,96.14,97.42,96.63
3367.649736,103.48,100.88,100.31,103.48,100.88,100.31,103.48,100.88,100.31,96.67,96.82,98.16,95.45,97.5,98.61,97.58,98.04,97.09,97.28,99.35,99.35,97.12,95.89,102.58,96.29,97.48,96.7
3365.786067,103.32,100.85,100.25,103.32,100.85,100.25,103.32,100.85,100.25,96.71,96.79,98.18,95.46,97.49,98.61,97.59,98.06,97.16,97.08,99.2,99.2,97.14,95.92,102.56,96.34,97.53,96.7
3363.922398,103.23,100.88,100.26,103.23,100.88,100.26,103.23,100.88,100.26,96.62,96.72,98.11,95.33,97.38,98.62,97.56,98,97.07,97,99.13,99.13,97.18,95.95,102.58,96.24,97.48,96.65
3362.058729,103.31,100.87,100.25,103.31,100.87,100.25,103.31,100.87,100.25,96.62,96.69,98.17,95.35,97.35,98.61,97.5,97.93,96.99,97.06,99.25,99.25,97.2,95.94,102.64,96.27,97.44,96.63
3360.19506,103.43,100.84,100.21,103.43,100.84,100.21,103.43,100.84,100.21,96.68,96.64,98.16,95.37,97.37,98.51,97.49,97.91,96.95,96.98,99.28,99.28,97.18,95.88,102.61,96.25,97.43,96.58
3358.331391,103.38,100.76,100.15,103.38,100.76,100.15,103.38,100.76,100.15,96.71,96.69,98.07,95.31,97.38,98.44,97.54,97.97,96.98,96.99,99.29,99.29,97.13,95.82,102.65,96.17,97.36,96.55
3356.467722,103.35,100.72,100.13,103.35,100.72,100.13,103.35,100.72,100.13,96.66,96.71,98.03,95.35,97.47,98.47,97.56,98.02,97.05,97.02,99.26,99.26,97.02,95.74,102.6,96.08,97.27,96.49
3354.604053,103.42,100.86,100.24,103.42,100.86,100.24,103.42,100.86,100.24,96.56,96.66,98.06,95.46,97.55,98.52,97.58,98.01,97.11,96.91,99.13,99.13,96.92,95.68,102.5,96.04,97.25,96.39
3352.740385,103.39,100.91,100.28,103.39,100.91,100.28,103.39,100.91,100.28,96.5,96.61,98.04,95.35,97.52,98.5,97.51,97.91,97.03,96.99,99.16,99.16,97.03,95.77,102.63,96.09,97.35,96.5
3350.876716,103.26,100.75,100.1,103.26,100.75,100.1,103.26,100.75,100.1,96.59,96.68,98.02,95.22,97.47,98.47,97.49,97.89,96.95,97.04,99.19,99.19,97.12,95.92,102.6,96.17,97.47,96.74
3349.013047,103.31,100.7,100.1,103.31,100.7,100.1,103.31,100.7,100.1,96.6,96.71,98.07,95.3,97.43,98.46,97.6,97.92,96.93,96.97,99.13,99.13,97.06,95.95,102.61,96.21,97.5,96.74
3347.149378,103.45,100.79,100.24,103.45,100.79,100.24,103.45,100.79,100.24,96.51,96.67,98.07,95.29,97.39,98.47,97.62,97.91,96.93,97,99.15,99.15,97.09,95.92,102.77,96.21,97.54,96.64
3345.285709,103.37,100.76,100.19,103.37,100.76,100.19,103.37,100.76,100.19,96.55,96.69,98.1,95.31,97.41,98.52,97.63,97.94,96.95,96.97,99.23,99.23,97.12,95.83,102.7,96.15,97.42,96.59
3343.42204,103.25,100.61,100.15,103.25,100.61,100.15,103.25,100.61,100.15,96.49,96.66,98.18,95.47,97.44,98.59,97.68,98.04,97.01,96.88,99.2,99.2,97.17,95.85,102.61,96.18,97.43,96.59
3341.558371,103.21,100.52,100.14,103.21,100.52,100.14,103.21,100.52,100.14,96.37,96.51,98.14,95.44,97.44,98.58,97.59,97.98,96.98,96.87,99.05,99.05,97.11,95.81,102.57,96.19,97.44,96.5
3339.694702,103.22,100.6,100.12,103.22,100.6,100.12,103.22,100.6,100.12,96.5,96.45,98.05,95.28,97.39,98.52,97.48,97.87,96.88,96.87,99.04,99.04,97.06,95.77,102.56,96.13,97.41,96.47
3337.831033,103.15,100.72,100.12,103.15,100.72,100.12,103.15,100.72,100.12,96.62,96.51,98.11,95.23,97.4,98.52,97.56,97.92,96.87,96.77,99.18,99.18,97.05,95.76,102.62,96.11,97.41,96.5
3335.967364,103.16,100.83,100.18,103.16,100.83,100.18,103.16,100.83,100.18,96.62,96.69,98.13,95.23,97.43,98.48,97.63,97.97,96.92,96.68,99.13,99.13,97.05,95.81,102.49,96.08,97.37,96.52
3334.103695,103.23,100.81,100.17,103.23,100.81,100.17,103.23,100.81,100.17,96.63,96.66,97.99,95.16,97.34,98.41,97.49,97.86,96.85,96.78,99.05,99.05,97.12,95.88,102.45,96.19,97.45,96.57
3332.240026,103.28,100.67,100.1,103.28,100.67,100.1,103.28,100.67,100.1,96.63,96.55,97.99,95.19,97.36,98.49,97.43,97.83,96.83,96.89,99.09,99.09,97.01,95.83,102.61,96.24,97.39,96.54
3330.376358,103.29,100.61,100.12,103.29,100.61,100.12,103.29,100.61,100.12,96.51,96.57,98,95.22,97.41,98.52,97.43,97.82,96.85,96.87,99.09,99.09,96.95,95.85,102.7,96.21,97.27,96.49
3328.512689,103.3,100.72,100.22,103.3,100.72,100.22,103.3,100.72,100.22,96.46,96.58,97.95,95.18,97.44,98.48,97.43,97.81,96.89,96.8,99.09,99.09,97.07,95.93,102.61,96.24,97.37,96.6
3326.64902,103.32,100.82,100.27,103.32,100.82,100.27,103.32,100.82,100.27,96.53,96.61,97.96,95.21,97.44,98.47,97.47,97.88,96.89,96.72,99.08,99.08,97.13,96.01,102.51,96.31,97.5,96.66
3324.785351,103.39,100.73,100.21,103.39,100.73,100.21,103.39,100.73,100.21,96.59,96.69,97.98,95.22,97.36,98.45,97.54,97.91,96.92,96.66,98.97,98.97,97.16,96.03,102.44,96.36,97.51,96.63
3322.921682,103.36,100.62,100.22,103.36,100.62,100.22,103.36,100.62,100.22,96.54,96.63,98.04,95.21,97.3,98.4,97.5,97.86,96.95,96.56,98.88,98.88,97.19,95.98,102.46,96.32,97.46,96.65
3321.058013,103.21,100.65,100.26,103.21,100.65,100.26,103.21,100.65,100.26,96.5,96.55,97.99,95.17,97.25,98.37,97.41,97.78,96.88,96.59,98.96,98.96,97.16,95.83,102.47,96.17,97.31,96.58
3319.194344,103.19,100.71,100.21,103.19,100.71,100.21,103.19,100.71,100.21,96.53,96.52,97.94,95.22,97.28,98.42,97.46,97.86,96.9,96.65,99.15,99.15,97.15,95.8,102.63,96.13,97.37,96.52
3317.330675,103.28,100.83,100.2,103.28,100.83,100.2,103.28,100.83,100.2,96.54,96.53,98,95.35,97.4,98.47,97.61,97.99,96.98,96.63,99.15,99.15,97.14,95.82,102.72,96.12,97.45,96.51
3315.467006,103.23,100.86,100.21,103.23,100.86,100.21,103.23,100.86,100.21,96.48,96.57,98.04,95.37,97.42,98.45,97.66,97.98,96.92,96.69,99.05,99.05,97.11,95.79,102.69,96.15,97.39,96.54
3313.603337,103.16,100.76,100.18,103.16,100.76,100.18,103.16,100.76,100.18,96.47,96.58,98.06,95.38,97.41,98.51,97.61,97.95,96.93,96.7,98.89,98.89,97.08,95.76,102.65,96.14,97.38,96.56
3311.739668,103.15,100.63,100.17,103.15,100.63,100.17,103.15,100.63,100.17,96.48,96.54,98.07,95.38,97.39,98.49,97.49,97.89,96.99,96.66,98.92,98.92,97.04,95.77,102.66,96.13,97.33,96.46
3309.875999,103.17,100.61,100.25,103.17,100.61,100.25,103.17,100.61,100.25,96.54,96.6,98.04,95.27,97.35,98.42,97.46,97.79,96.99,96.62,98.99,98.99,97.04,95.84,102.77,96.23,97.31,96.48
3308.012331,103.2,100.62,100.26,103.2,100.62,100.26,103.2,100.62,100.26,96.55,96.68,98.02,95.19,97.38,98.44,97.49,97.8,96.91,96.57,98.97,98.97,97.05,95.84,102.71,96.23,97.33,96.55
3306.148662,103.22,100.68,100.25,103.22,100.68,100.25,103.22,100.68,100.25,96.51,96.69,98.01,95.24,97.41,98.44,97.48,97.91,96.89,96.55,99.04,99.04,97.08,95.79,102.57,96.13,97.39,96.57
3304.284993,103.17,100.73,100.2,103.17,100.73,100.2,103.17,100.73,100.2,96.55,96.67,98.08,95.33,97.42,98.46,97.46,97.97,96.93,96.61,99.18,99.18,97.1,95.83,102.61,96.15,97.38,96.57
3302.421324,103.09,100.64,100.1,103.09,100.64,100.1,103.09,100.64,100.1,96.64,96.73,98.14,95.38,97.45,98.58,97.5,97.96,96.96,96.67,99.17,99.17,96.99,95.88,102.69,96.17,97.36,96.57
3300.557655,103.16,100.58,100.16,103.16,100.58,100.16,103.16,100.58,100.16,96.63,96.69,98.09,95.31,97.45,98.56,97.53,97.93,96.95,96.63,99.13,99.13,96.96,95.84,102.69,96.09,97.29,96.53
3298.693986,103.29,100.69,100.3,103.29,100.69,100.3,103.29,100.69,100.3,96.59,96.66,98.03,95.22,97.4,98.43,97.53,97.94,96.95,96.62,99.07,99.07,97.02,95.84,102.71,96.14,97.28,96.51
3296.830317,103.18,100.63,100.13,103.18,100.63,100.13,103.18,100.63,100.13,96.58,96.66,98.03,95.21,97.37,98.4,97.56,97.95,96.91,96.62,99.04,99.04,97.07,95.84,102.75,96.21,97.35,96.51
3294.966648,103.12,100.5,100,103.12,100.5,100,103.12,100.5,100,96.52,96.61,98.05,95.22,97.34,98.42,97.58,97.9,96.84,96.61,99.04,99.04,97.1,95.77,102.7,96.21,97.33,96.5
3293.102979,103.15,100.54,100.1,103.15,100.54,100.1,103.15,100.54,100.1,96.45,96.57,98.01,95.24,97.27,98.4,97.54,97.83,96.8,96.66,99.06,99.06,97.16,95.78,102.71,96.24,97.33,96.58
3291.23931,103.2,100.69,100.23,103.2,100.69,100.23,103.2,100.69,100.23,96.47,96.64,98.02,95.33,97.32,98.42,97.53,97.92,96.87,96.65,99,99,97.26,95.89,102.79,96.28,97.4,96.66
3289.375641,103.27,100.69,100.31,103.27,100.69,100.31,103.27,100.69,100.31,96.55,96.69,98.07,95.39,97.43,98.5,97.51,97.99,96.97,96.53,99,99,97.18,95.9,102.75,96.24,97.34,96.61
3287.511972,103.23,100.61,100.29,103.23,100.61,100.29,103.23,100.61,100.29,96.58,96.68,98.07,95.42,97.46,98.57,97.53,98.01,97.07,96.49,99.07,99.07,97.09,95.83,102.71,96.21,97.32,96.56
3285.648304,103.16,100.54,100.24,103.16,100.54,100.24,103.16,100.54,100.24,96.55,96.63,98.1,95.45,97.44,98.55,97.6,98.01,97.11,96.49,99.07,99.07,97.11,95.8,102.77,96.17,97.37,96.53
3283.784635,103.22,100.65,100.18,103.22,100.65,100.18,103.22,100.65,100.18,96.61,96.71,98.15,95.36,97.4,98.46,97.56,97.92,97.01,96.55,99.03,99.03,97.16,95.92,102.81,96.22,97.43,96.6
3281.920966,103.25,100.78,100.14,103.25,100.78,100.14,103.25,100.78,100.14,96.59,96.75,98.1,95.28,97.41,98.44,97.47,97.88,96.98,96.58,99.01,99.01,97.11,95.94,102.75,96.23,97.46,96.71
3280.057297,103.18,100.83,100.26,103.18,100.83,100.26,103.18,100.83,100.26,96.44,96.66,98.02,95.27,97.41,98.49,97.48,97.92,96.98,96.54,99.09,99.09,97.1,95.92,102.78,96.22,97.47,96.75
3278.193628,102.99,100.66,100.29,102.99,100.66,100.29,102.99,100.66,100.29,96.45,96.64,98.05,95.26,97.38,98.53,97.55,97.9,96.98,96.57,99.09,99.09,97.19,95.96,102.88,96.25,97.51,96.68
3276.329959,102.94,100.46,100.24,102.94,100.46,100.24,102.94,100.46,100.24,96.52,96.65,98.1,95.3,97.43,98.54,97.58,97.99,96.97,96.6,99.03,99.03,97.2,95.95,102.85,96.21,97.46,96.59
3274.46629,103.09,100.48,100.29,103.09,100.48,100.29,103.09,100.48,100.29,96.47,96.64,98.07,95.38,97.46,98.45,97.52,98.03,96.92,96.51,98.96,98.96,97.14,95.92,102.77,96.19,97.33,96.6
3272.602621,103.22,100.55,100.31,103.22,100.55,100.31,103.22,100.55,100.31,96.48,96.63,98.08,95.44,97.44,98.43,97.5,97.91,96.97,96.37,98.92,98.92,97.09,95.88,102.68,96.21,97.27,96.59
3270.738952,103.19,100.52,100.25,103.19,100.52,100.25,103.19,100.52,100.25,96.58,96.63,98.08,95.42,97.34,98.43,97.47,97.82,97.02,96.42,98.96,98.96,97.13,95.94,102.67,96.26,97.33,96.6
3268.875283,103.1,100.53,100.18,103.1,100.53,100.18,103.1,100.53,100.18,96.67,96.64,98.01,95.3,97.27,98.4,97.46,97.77,96.96,96.56,99.03,99.03,97.18,95.95,102.73,96.28,97.31,96.64
