Wavenumber (cm^-1),Powder,Weathered powder,Low crystallinity pieces
1107.019338,70.72,78.55,46.58
1105.155669,69.73,77.93,43.87
1103.292,68.66,77.26,40.79
1101.428331,67.63,76.63,37.88
1099.564662,66.68,76.05,35.36
1097.700993,65.9,75.57,33.29
1095.837324,65.3,75.21,31.74
1093.973655,64.88,74.96,30.74
1092.109986,64.64,74.82,30.23
1090.246317,64.57,74.77,30.12
1088.382648,64.61,74.8,30.29
1086.51898,64.69,74.89,30.6
1084.655311,64.82,75.02,30.97
1082.791642,65.04,75.19,31.49
1080.927973,65.44,75.47,32.36
1079.064304,66.01,75.86,33.8
1077.200635,66.74,76.35,35.87
1075.336966,67.59,76.91,38.37
1073.473297,68.51,77.53,41.05
1071.609628,69.45,78.14,43.68
1069.745959,70.4,78.78,46.14
1067.88229,71.33,79.38,48.44
1066.018621,72.21,79.95,50.65
1064.154953,73.06,80.48,52.74
1062.291284,73.84,80.98,54.71
1060.427615,74.55,81.47,56.51
1058.563946,75.19,81.92,58.11
1056.700277,75.71,82.27,59.4
1054.836608,76.06,82.55,60.29
1052.972939,76.28,82.76,60.75
1051.10927,76.39,82.89,60.79
1049.245601,76.4,82.94,60.5
1047.381932,76.35,82.97,60
1045.518263,76.28,83.01,59.47
1043.654594,76.27,83.06,59.09
1041.790926,76.37,83.18,59.02
1039.927257,76.59,83.36,59.35
1038.063588,76.93,83.61,60.04
1036.199919,77.34,83.91,60.92
1034.33625,77.8,84.28,61.87
1032.472581,78.38,84.73,62.86
1030.608912,79,85.2,63.88
1028.745243,79.41,85.44,64.92
1026.881574,79.05,84.97,65.85
1025.017905,77.64,83.59,65.94
1023.154236,75.63,81.87,63.7
1021.290567,73.46,80.31,57.82
1019.426898,71.08,78.84,49.35
1017.56323,69.05,77.66,41.86
1015.699561,68.33,77.36,38.81
1013.835892,69.19,78.06,40.99
1011.972223,70.91,79.23,45.91
1010.108554,72.63,80.36,50.73
1008.244885,74.09,81.27,54.67
1006.381216,75.26,81.99,57.86
1004.517547,76.19,82.57,60.42
1002.653878,76.91,83.03,62.53
1000.790209,77.5,83.44,64.32
998.9265404,78.05,83.81,65.85
997.0628715,78.54,84.14,67.13
995.1992025,78.98,84.44,68.18
993.3355336,79.34,84.67,68.97
991.4718647,79.59,84.83,69.53
989.6081958,79.77,84.96,69.88
987.7445269,79.93,85.09,70.05
985.8808579,80.11,85.22,70.16
984.017189,80.28,85.33,70.27
982.1535201,80.34,85.38,70.3
980.2898512,80.28,85.31,70.19
978.4261823,80.07,85.14,69.85
976.5625134,79.72,84.84,69.29
974.6988444,79.25,84.44,68.59
972.8351755,78.82,84.06,67.93
970.9715066,78.56,83.82,67.46
969.1078377,78.55,83.79,67.22
967.2441688,78.73,83.93,67.17
965.3804998,79.07,84.15,67.27
963.5168309,79.47,84.45,67.32
961.653162,79.88,84.78,67.12
959.7894931,80.27,85.05,66.54
957.9258242,80.67,85.32,65.89
956.0621552,81.05,85.59,65.66
954.1984863,81.39,85.83,66
952.3348174,81.7,86.05,66.6
950.4711485,81.99,86.29,67.21
948.6074796,82.26,86.49,67.87
946.7438107,82.52,86.64,68.71
944.8801417,82.76,86.77,69.77
943.0164728,82.97,86.92,70.96
941.1528039,83.14,87.06,72.11
939.289135,83.31,87.19,73.15
937.4254661,83.46,87.32,74.07
935.5617971,83.62,87.43,74.82
933.6981282,83.81,87.52,75.42
931.8344593,83.99,87.64,75.98
929.9707904,84.13,87.76,76.47
928.1071215,84.27,87.9,76.93
926.2434525,84.42,88.02,77.38
924.3797836,84.61,88.15,77.87
922.5161147,84.79,88.29,78.38
920.6524458,84.97,88.42,78.91
918.7887769,85.11,88.51,79.42
916.925108,85.22,88.59,79.84
915.061439,85.28,88.65,80.16
913.1977701,85.31,88.68,80.37
911.3341012,85.29,88.68,80.41
909.4704323,85.2,88.65,80.2
907.6067634,84.99,88.61,79.63
905.7430944,84.74,88.49,78.69
903.8794255,84.45,88.31,77.53
902.0157566,84.12,88.16,76.42
900.1520877,83.89,88.06,75.65
898.2884188,83.79,88,75.22
896.4247499,83.8,88.03,75.07
894.5610809,83.92,88.13,75.11
892.697412,84.05,88.25,75.15
890.8337431,84.14,88.39,75.18
888.9700742,84.2,88.45,75.24
887.1064053,84.2,88.44,75.2
885.2427363,84,88.38,74.8
883.3790674,83.55,88.15,73.85
881.5153985,82.87,87.69,72.1
879.6517296,81.91,87.08,69.33
877.7880607,80.7,86.34,65.81
875.9243917,79.25,85.29,62.14
874.0607228,77.38,83.77,59.14
872.1970539,75.65,82.24,57.88
870.333385,75.43,81.98,58.87
868.4697161,76.68,82.94,61.45
866.6060472,78.19,83.99,64.5
864.7423782,79.37,84.74,67.33
862.8787093,80.12,85.26,69.61
861.0150404,80.56,85.56,71.26
859.1513715,80.88,85.7,72.39
857.2877026,81.09,85.75,73.11
855.4240336,81.11,85.75,73.54
853.5603647,81.04,85.7,73.75
851.6966958,80.86,85.54,73.8
849.8330269,80.53,85.28,73.78
847.969358,80.21,84.96,73.74
846.105689,80.11,84.82,73.69
844.2420201,80.2,84.92,73.71
842.3783512,80.37,85.08,73.88
840.5146823,80.65,85.29,74.17
838.6510134,81.05,85.6,74.57
836.7873445,81.4,85.89,75.04
834.9236755,81.73,86.13,75.56
833.0600066,82.09,86.4,76.12
831.1963377,82.46,86.72,76.69
829.3326688,82.82,86.99,77.21
827.4689999,83.12,87.2,77.66
825.6053309,83.4,87.38,78.03
823.741662,83.63,87.56,78.33
821.8779931,83.86,87.77,78.59
820.0143242,84.08,87.85,78.77
818.1506553,84.22,87.92,78.89
816.2869864,84.27,88.08,79.05
814.4233174,84.42,88.21,79.13
812.5596485,84.48,88.21,79.15
810.6959796,84.55,88.28,79.13
808.8323107,84.68,88.42,79.16
806.9686418,84.79,88.48,79.22
805.1049728,84.94,88.52,79.34
803.2413039,85.16,88.63,79.61
801.377635,85.34,88.78,80.08
799.5139661,85.37,88.89,80.32
797.6502972,85.18,88.74,79.19
795.7866282,84.5,88.21,76.58
793.9229593,83.5,87.65,74.49
792.0592904,83.01,87.46,74.59
790.1956215,83.34,87.61,76.35
788.3319526,84,87.9,78.52
786.4682837,84.68,88.36,80.55
784.6046147,85.21,88.88,82.33
782.7409458,85.68,89.22,83.78
780.8772769,86.21,89.42,84.88
779.013608,86.7,89.65,85.63
777.1499391,87.04,89.8,86.14
775.2862701,87.36,90.03,86.64
773.4226012,87.79,90.4,87.2
771.5589323,88.17,90.73,87.87
769.6952634,88.51,90.97,88.66
767.8315945,88.93,91.23,89.56
765.9679255,89.32,91.54,90.39
764.1042566,89.67,91.81,91.09
762.2405877,90,92.13,91.69
760.3769188,90.35,92.49,92.24
758.5132499,90.83,92.73,92.74
756.649581,91.24,92.95,93.13
754.785912,91.56,93.23,93.35
752.9222431,91.86,93.49,93.48
751.0585742,92.15,93.74,93.46
749.1949053,92.47,94.05,93.03
747.3312364,92.83,94.24,92.32
745.4675674,92.83,94.3,91.34
743.6038985,92.28,94.09,89.46
741.7402296,91.12,93.43,85.91
739.8765607,88.98,92.21,79.92
738.0128918,85.88,90.26,71.63
736.1492229,82.32,87.79,62.31
734.2855539,78.76,85.08,53.29
732.421885,75.19,82.34,45.03
730.5582161,71.6,79.63,37.16
728.6945472,68.02,76.94,29.55
726.8308783,64.5,74.2,23.09
724.9672093,61.51,71.66,19.22
723.1035404,59.92,70.14,18.92
721.2398715,59.65,69.84,21.53
719.3762026,60.21,70.3,26.36
717.5125337,61.31,71.11,32.28
715.6488647,62.78,72.24,38.12
713.7851958,64.2,73.32,42.78
711.9215269,65.48,74.25,46.11
710.057858,66.56,75.07,48.52
708.1941891,67.62,75.83,50.47
706.3305202,68.5,76.42,52.16
704.4668512,69.31,76.82,54.01
702.6031823,70.24,77.35,55.95
700.7395134,71.02,77.9,58.09
698.8758445,71.85,78.45,60.31
697.0121756,72.9,79.24,62.49
695.1485066,73.81,80.01,64.26
693.2848377,74.53,80.6,65.79
691.4211688,75.14,80.91,67.03
689.5574999,75.69,81.24,67.97
687.693831,76.15,81.68,68.9
685.830162,76.48,82.09,69.32
683.9664931,76.83,82.31,69.51
682.1028242,77.1,82.41,69.88
680.2391553,77.12,82.52,70.1
678.3754864,77.25,82.69,70.58
676.5118175,77.75,83.01,71.34
674.6481485,78.23,83.44,72.3
672.7844796,78.73,83.45,73.19
670.9208107,78.9,83.35,73.32
669.0571418,78.84,83.43,73.08
667.1934729,79.96,84.39,75.17
665.3298039,80.36,84.64,75.85
663.466135,80.18,84.39,75.49
661.6024661,79.96,84.62,76.03
659.7387972,80.34,84.87,76.73
657.8751283,80.97,84.99,76.9
656.0114594,80.87,84.95,76.79
654.1477904,80.34,84.78,77.56
652.2841215,80.69,84.65,77.93
650.4204526,81.2,84.38,77.99
