pathway	Day01LowCrysWater3	Day21BHET2	Day21BHET3	Day21ExtractionControl	Day30NoC1	Day30NoC2	Day30NoC3	Day30LowCrysWater1	Day30LowCrysWater2	Day30LowCrysWater3	Day30LowCrys1	Day01LowCrys1	Day30LowCrys2	Day30LowCrys3	Day30PET1	Day30PET2	Day30PET3	Day30WeatherPET1	Day30WeatherPET2	Day30WeatherPET3	Day30BHET1	Day30BHET2	Day01LowCrys2	Day30BHET3	Day30ExtractionControl	Day42NoC1	Day42NoC2	Day42NoC3	Day42LowCrysWater1	Day42LowCrysWater2	Day42LowCrysWater3	Day42LowCrys1	Day01LowCrys3	Day42LowCrys3	Day42PET2	Day42PET3	Day42WeatherPET1	Day42WeatherPET2	Day42WeatherPET3	Day42BHET1	Day42BHET2	Day42BHET3	Day01PET1	Day42ExtractionControl	Day01PET2	Day01PET3	Day01WeatherPET1	Day01WeatherPET2	Day01WeatherPET3	Inoc2	Day01BHET1	Day01BHET2	Day01BHET3	Day01ExtractionControl	Day03NoC1	Day03NoC2	Day03NoC3	Day03LowCrysWater1	Day03LowCrysWater2	Day03LowCrysWater3	Inoc3	Day03LowCrys1	Day03LowCrys2	Day03LowCrys3	Day03PET1	Day03PET2	Day03PET3	Day03WeatherPET1	Day03WeatherPET2	Day03WeatherPET3	Day03BHET1	Inoc4	Day03BHET2	Day03BHET3	Day03ExtractionControl	Day07NoC1	Day07NoC2	Day07NoC3	Day07LowCrysWater1	Day07LowCrysWater2	Day07LowCrysWater3	Day07LowCrys1	Day01NoC1	Day07LowCrys2	Day07LowCrys3	Day07PET1	Day07PET2	Day07PET3	Day07WeatherPET1	Day07WeatherPET2	Day07WeatherPET3	Day07BHET1	Day07BHET2	Day01NoC2	Day07BHET3	Day07ExtractionControl	Day14NoC1	Day14NoC2	Day14NoC3	Day14LowCrysWater1	Day14LowCrysWater2	Day14LowCrysWater3	Day14LowCrys1	Day14LowCrys2	Day01NoC3	Day14LowCrys3	Day14PET1	Day14PET2	Day14PET3	Day14WeatherPET1	Day14WeatherPET2	Day14WeatherPET3	Day14BHET1	Day14BHET2	Day14BHET3	Day01LowCrysWater1	Day14ExtractionControl	Day21NoC1	Day21NoC2	Day21NoC3	Day21LowCrysWater1	Day21LowCrysWater2	Day21LowCrysWater3	Day21LowCrys1	Day21LowCrys2	Day21LowCrys3	Day01LowCrysWater2	Day21PET1	Day21PET2	Day21PET3	Day21WeatherPET1	MiSeqControl1	MiSeqControl2	MiSeqControl3	Day21WeatherPET2	Day21WeatherPET3	Day21BHET1
CENTFERM-PWY	2.3184	8.4527	9.403	2.5057	9.7183	8.2399	9.0117	5.1103	5.1341	4.6936	10.8666	5.5966	7.1259	9.8363	11.9428	21.6407	15.9008	16.7502	16.1389	16.6739	9.0503	6.9086	8.2452	8.4408	1.394	8.0084	7.6809	7.8506	2.8692	5.5649	4.452	5.979	5.1968	10.1449	14.719	20.4293	16.4281	14.575	12.1093	7.389	7.1398	9.4841	5.6018	0.2083	4.5528	2.8974	4.0013	6.5376	5.86	6.2505	4.7845	5.0635	5.1043	1.4076	2.8751	2.2539	1.8274	2.1323	2.463	1.5118	7.2019	9.4899	9.1098	7.8536	3.9535	2.9768	3.0585	3.0896	1.3201	2.2389	0.9543	7.6043	1.3326	1.3522	1.3723	3.8553	4.0246	4.7602	1.4802	2.4206	2.0522	9.5088	5.5733	8.03	6.8979	10.626	15.8526	15.3122	14.0112	13.2154	17.0547	2.7699	2.8217	4.0655	1.24	0.5122	8.0605	8.8335	8.2536	5.1909	5.6239	3.8579	7.2954	7.2301	4.3825	15.2977	15.7887	19.102	16.6156	14.4806	15.4259	13.2562	10.0543	9.9382	10.2101	3.7408	1.0409	10.1238	12.2174	8.9855	4.5456	5.7429	3.4527	13.9992	7.6539	12.1865	2.9639	17.4429	18.922	15.9455	19.8999	0	0	10.3337	23.3853	17.1937	11.2382
CHLOROPHYLL-SYN	0	5.0526	4.6608	6.4328	0.1683	0.1428	0.2006	0.0906	0.1546	0.0614	0.6528	1.2234	1.1975	0.7551	0.1036	0.1404	0.3159	0.1903	0.1822	0.1137	5.2127	4.6788	1.0025	4.74	5.8265	0.1376	0.0899	0.0924	0.086	0.1474	0.1423	0.5042	1.1545	2.0075	0.2217	0.1176	0.1268	0.1269	0	6.2064	5.3348	4.8338	0.0643	6.954	0.0859	0.0558	0.0609	0	0.0299	0.2154	0.0326	0.0907	0.0558	6.6465	0.206	0.2342	0.2048	0.0594	0.2714	0.2996	0.2206	0.6433	1.0128	0.8565	0.1549	0.0579	0.0876	0	0.052	0.1428	0.123	0.411	0.2905	0.0898	4.7768	0.55	0.2413	0.1953	0.1499	0.1961	0.1611	1.1688	0	0.6096	0.8376	0.1819	0.2803	0.4019	0.2649	0.2374	0.28	2.7704	2.2186	0.1691	2.2615	6.7854	0.0609	0.333	0.1355	0.0322	0.1485	0.2283	2.1061	1.7727	0.0326	0.9617	0.1221	0.1133	0.062	0.0522	0.0759	0.2754	3.3821	3.52	2.6728	0.0326	7.2131	0.1913	0.2239	0.1081	0.099	0.0326	0	0.9132	1.3427	1.8055	0	0.2751	0.159	0.1279	0.1865	0	0	0	0.174	0.191	5.3255
COA-PWY	39.4275	48.5166	49.7101	66.8708	60.675	52.6465	62.3074	56.0573	53.735	50.6175	69.4741	52.7241	58.2034	59.0485	50.625	58.01	53.695	51.53	50.6249	55.125	50.2161	45.9173	47.6834	49.6619	72.7191	52.56	52.0218	53.8099	47.4528	51.1275	49.2124	61.8557	42.1369	71.5039	59.915	64.3	53.18	51.735	49.49	47.9738	45.2891	52.0719	39.2425	81.6558	39.195	38.8575	36.665	33.6975	37.73	46.4025	32.385	33.6	32.305	77.5314	52.6475	49.4475	50.85	34.095	39.8699	32.7699	48.3449	52.6325	52.637	46.9265	41.5075	42.42	39.7025	41.5675	33.9725	33.8525	48.4125	54.2174	51.18	50.36	78.9735	52.63	52.135	56.6525	37.2246	40.0149	34.1925	49.6435	57.435	47.485	42.1575	58.6575	48.81	49.295	49.9825	44.345	48.925	45.0297	49.0661	54.585	50.2886	80.7771	57.2	58.2346	59.7825	47.745	52.97	44.1825	61.1969	58.08	55.225	53.627	53.835	52.4375	53.725	54.6	45.5875	47.14	48.0518	48.3936	47.9363	38.265	83.0494	56.5825	57.0631	62.9	50.6681	54.165	46.8275	65.1289	54.5699	54.0695	42.9124	56.19	54.135	52.515	54.88	97.4	97.27	49.07	51.875	52.2875	52.7802
COBALSYN-PWY	19.3895	46.2893	46.8979	51.8561	42.5269	32.5644	44.3251	31.8051	35.8245	31.779	41.7072	41.3184	46.1047	42.3267	45.6584	50.7449	44.7293	47.6103	46.2395	51.2338	47.2766	44.0768	33.8835	46.7763	60.0343	40.1637	34.2016	42.3869	30.3202	37.6942	35.3095	36.4949	31.6692	62.2018	53.9112	54.9937	49.4413	48.9239	46.2309	45.8482	43.5178	48.8695	26.9156	67.0736	27.2747	25.4634	29.6189	25.6326	28.9858	38.6346	30.3602	31.3658	29.3489	65.755	34.5185	33.9584	34.0972	23.4885	27.9874	21.7454	39.6462	42.2334	42.5515	36.0092	34.0238	33.0794	31.0088	35.0237	28.5775	28.3924	45.9511	43.465	49.0051	48.1258	63.0879	38.2614	33.8612	38.5041	23.7279	27.6901	23.1127	34.5482	34.2455	35.736	32.1804	55.0304	43.6835	41.6128	47.912	40.8154	45.4734	41.9647	47.1133	33.5786	47.3076	64.3587	39.7803	37.5567	45.8073	28.935	37.4916	33.2787	48.5686	47.0585	34.9097	42.4911	47.053	43.0226	40.9465	51.9164	41.1973	40.9725	46.1114	46.797	46.091	20.8883	63.3188	40.4381	38.1244	45.8786	31.5208	36.4614	31.6294	35.3864	42.6985	40.3638	25.3279	48.8935	44.8366	40.0214	50.2315	78.366	103.3065	37.0835	47.4591	45.0585	49.5746
CODH-PWY	0.3152	0.4553	0.4751	6.5533	0.1985	0.3367	0.3741	0.1395	0.04	0.04	1.3919	2.4776	0.6705	0.9924	0.0598	0.1588	0.1194	0.4319	0.1591	0.02	0.5342	0.3177	3.7767	0.4953	6.3847	0.0997	0.0798	0.1195	0.0599	0.1395	0.0599	0.4742	1.9664	2.1416	0.1391	0.02	0.1195	0.1194	0.02	0.3575	0.4161	0.5933	0.848	6.6328	0.7183	0.6235	0.6056	1.4246	0.7935	1.6889	1.2203	1.109	0.8608	7.6062	0.3168	0.1793	0.336	0.1984	0.0798	0.0399	2.3682	1.7763	2.0831	1.5826	0.798	0.2774	0.3942	0.3363	0.1592	0.336	0.3377	3.1721	0.3772	0.3179	3.5262	0.3761	0.1792	0.3362	0.02	0.1985	0.2574	1.9457	1.1689	1.1722	1.2302	1.113	0.2771	0.2182	0.3946	0.6072	0.2771	0.2189	0.4553	0.4938	0.1396	5.9443	0.2972	0.2388	0.1788	0.2579	0.0798	0.0997	1.4109	1.5756	0.7565	2.0239	0.1588	0.218	0.0797	0.02	0.0997	0.2575	0.4157	0.4156	0.199	0.5462	11.1336	0.0997	0.5914	0.2178	0	0.04	0.02	2.2233	0.9979	2.375	0.3547	0.1984	0.2378	0.1786	0.1788	0	0	0	0.5293	0.0996	0.7876
COLANSYN-PWY	28.7477	42.4521	43.4571	68.3273	44.5261	35.6104	40.4743	34.8621	36.5452	33.2611	46.5115	39.9767	40.8535	44.0737	37.2291	44.9464	40.0057	40.4857	39.8347	43.7688	41.4616	37.8596	37.6751	42.2792	78.9415	40.5312	37.8844	38.1227	33.4389	36.1605	34.0569	40.408	33.7339	43.0891	39.0528	47.4737	41.4672	38.7175	36.5196	39.4927	38.281	42.9074	27.4164	90.4252	27.241	28.0792	27.1119	26.6175	27.461	26.0861	16.8241	17.6715	15.1082	84.568	36.9661	33.5341	32.8544	27.7795	32.7092	27.3308	27.1019	39.8883	41.8819	38.2099	30.4721	32.7512	28.2025	31.8798	26.3393	24.2896	37.3845	31.1039	39.6861	38.0599	87.2381	38.4352	34.2155	37.6087	29.6452	31.2167	28.7541	38.9203	36.1906	35.3919	32.6454	50.827	41.5555	46.4133	48.003	42.4793	42.9073	34.6813	38.3656	34.7226	40.0609	87.7303	41.2816	39.9219	41.1072	34.0883	40.4323	36.4397	38.7921	36.8637	33.5795	51.704	47.084	43.7265	46.1396	39.5924	42.4904	40.3312	43.6917	45.0316	44.0543	29.9835	89.0473	41.8501	41.774	38.8026	34.8612	39.7653	35.1887	45.922	39.7351	47.3976	30.9299	47.9399	44.0682	41.6044	45.9563	60.0072	86.9941	43.1016	49.1999	44.5357	46.7772
COMPLETE-ARO-PWY	48.4612	56.867	58.3152	84.2268	70.0514	61.7344	71.6842	66.0392	63.9174	60.5021	82.8933	62.2132	70.9906	72.9643	61.2805	67.154	63.1106	60.3894	59.6628	64.7244	58.9211	54.1044	56.9591	58.4545	94.1141	61.3292	59.6137	62.4503	55.1546	60.8178	59.0736	69.9082	50.3462	84.9944	69.8619	74.6638	62.0966	60.8972	58.5884	56.1693	52.9958	61.3851	47.6638	106.0812	47.6168	47.494	45.4474	42.1692	46.6395	55.7388	38.6489	39.7277	38.0215	100.1959	63.7941	61.7175	61.4634	42.4392	49.57	41.3857	57.6704	64.3031	63.5238	56.8011	51.3738	52.4051	49.0065	51.9598	43.2055	42.397	59.6441	64.8332	62.9072	61.8778	102.7195	64.2863	64.4232	68.0424	46.0445	49.6471	42.8345	58.5153	69.876	57.1399	50.8649	76.1347	57.9999	57.9156	58.7507	52.7471	57.8894	54.2861	59.5986	68.0471	61.0599	103.2749	68.0946	70.2379	69.7698	57.3246	64.3025	55.188	70.7242	68.7415	66.6973	63.1813	65.8615	61.3334	62.4547	64.0485	54.2027	55.9431	56.4917	56.6802	56.6099	47.0557	104.9034	66.1157	67.2236	72.241	60.6106	64.7134	57.2683	73.7407	64.5624	65.6324	52.7645	67.882	63.3587	61.4941	64.2005	116.2507	117.8978	55.1498	60.1325	61.5717	61.519
CRNFORCAT-PWY	9.0331	23.7475	23.2535	4.541	7.1355	6.5431	6.1553	12.8266	9.6483	10.7187	14.2398	7.118	18.0457	15.1602	10.7105	5.6069	7.5578	6.7275	7.3078	9.3745	19.9623	20.5401	7.8483	22.4387	1.9476	7.2463	7.175	6.0792	11.0782	10.2753	10.8154	13.5221	6.1115	13.0906	4.5525	6.678	7.546	6.3093	6.7096	22.103	21.4022	21.5623	7.5165	0.3286	8.3261	9.2433	8.7478	9.6106	8.4914	7.1024	4.9976	5.6481	4.5091	0.9746	9.9348	7.4802	7.1444	5.692	7.8204	6.2569	5.5678	12.8699	12.4063	11.8313	7.735	8.8649	6.4954	7.9194	6.4864	5.3075	11.1706	6.8802	12.5218	8.0223	0.06	12.5506	8.6866	10.0428	7.971	8.3543	8.3561	10.3888	12.1192	9.6265	9.358	21.8822	11.3433	11.1417	14.1537	11.4463	11.1443	19.5606	17.4513	12.211	18.7005	0.6537	10.0898	9.6343	9.1166	10.9644	13.9244	13.6817	11.3024	11.0297	9.9535	16.4506	14.456	8.1731	8.4255	6.6927	9.2492	10.0693	21.8217	24.1804	22.619	9.7601	0.2988	8.0212	9.0185	4.5351	12.5442	12.0722	12.2864	14.5263	13.4909	17.3887	9.8766	15.3478	9.0176	8.286	10.0047	2.208	1.4163	12.2123	7.6058	10.036	23.3372
DAPLYSINESYN-PWY	43.5437	54.4086	55.4968	80.1165	75.0719	56.8993	83.6799	58.7482	66.6155	53.7514	75.7577	71.2941	73.3004	68.4748	61.9921	66.5916	64.7182	63.0517	58.7955	66.4892	56.3879	52.3364	59.5893	55.9983	89.1697	66.0419	56.6547	73.4826	53.1474	64.6531	55.1981	66.8404	54.6445	84.4999	71.4087	74.4087	66.1861	61.1334	61.3138	54.0958	50.9778	58.6703	51.9123	100.3148	52.1347	50.2826	50.2228	41.2142	50.3706	57.0978	36.1547	36.9737	34.4709	93.9317	65.1419	56.7936	65.606	41.8713	51.0799	40.6821	58.1739	66.4657	67.9352	59.9566	55.1707	55.2602	51.8401	55.792	42.5768	45.0837	59.4971	65.5506	62.8397	61.4298	99.2957	65.3215	56.7527	72.6986	44.0551	49.8293	41.4968	61.6487	71.2963	59.4839	52.2596	73.1065	58.6859	52.8948	56.2351	48.5133	58.2801	53.7336	59.0326	59.9046	60.6021	95.6356	71.2222	62.8784	82.7006	52.0967	64.1041	51.5858	73.4002	69.5706	71.9411	61.4025	63.549	59.227	59.5456	67.4936	49.1915	57.185	53.2573	53.2026	52.9928	45.2365	98.5019	69.3488	59.1397	87.3808	54.2866	67.2745	51.2663	71.3467	66.765	64.5045	51.9895	66.6357	61.0495	60.2462	65.1317	116.1119	105.5098	51.9415	54.8558	62.3796	58.1338
DENITRIFICATION-PWY	5.0022	5.3464	5.0864	22.6881	2.8713	2.9734	2.6613	6.1444	4.3109	4.1161	15.9469	4.7554	9.4852	10.3138	3.9715	2.4496	3.1946	3.3685	3.1325	3.9184	4.5729	3.5921	5.0268	5.1517	31.0507	2.9439	4.208	2.534	3.6464	3.4838	4.055	7.5529	4.0645	6.5871	1.9624	2.4296	3.103	2.5958	2.7755	4.0392	4.7497	4.5485	3.1605	35.7086	3.2638	3.9509	4.701	4.7936	4.56	3.2273	2.1845	2.1569	1.8705	35.3317	6.3614	6.2104	5.3061	4.2007	6.1276	4.4549	2.9648	6.2825	7.0757	6.1409	5.3568	6.2021	4.4476	5.9174	5.4581	4.4735	5.2657	3.5972	6.1851	3.9273	32.2122	7.8145	6.8827	6.5893	5.8442	6.6142	6.0883	6.5677	6.6646	4.8113	4.7125	13.9106	5.5566	6.3567	7.0988	4.9039	5.048	5.4182	4.4523	8.0232	5.0271	36.755	6.5246	6.4893	4.8755	6.5848	8.2377	9.041	5.0722	3.9183	5.8006	9.4901	8.5914	3.9225	4.9213	3.7499	5.3906	5.3541	4.1069	4.5507	4.7189	4.986	30.3211	4.0987	5.5972	2.3345	7.6865	6.4917	7.285	10.2192	4.5471	11.5301	5.7242	6.9622	4.0129	4.304	4.8427	1.15	1.1086	0	3.5286	5.1021	5.2548
DENOVOPURINE2-PWY	28.4113	42.8031	44.8939	35.6311	36.2929	43.1011	33.4618	35.886	35.7154	37.2738	35.3433	37.2902	36.2039	37.7712	35.7406	34.7088	36.2539	36.0585	37.7786	35.2993	45.6134	41.5779	34.3064	46.4935	22.2393	36.4025	41.4769	35.6315	35.0008	35.8768	37.002	36.9307	32.3998	37.3831	35.524	32.3913	37.5103	37.3703	36.0227	42.275	39.8899	48.3525	32.4296	5.1815	32.6019	31.2143	32.616	31.6129	32.7265	41.1158	33.9007	35.4694	34.2853	15.5926	34.9648	46.7944	34.4743	28.055	30.105	26.7382	42.9661	34.4436	36.0512	31.5014	34.1904	32.6353	32.4325	34.0869	31.9541	31.1056	49.969	48.0487	52.3021	52.1631	22.8687	37.3057	47.9071	35.0433	28.2207	30.7299	27.5696	32.803	40.9164	31.6396	31.343	39.0636	34.608	35.0227	36.2994	35.9921	35.3431	41.5487	47.1316	50.1916	47.1018	12.7881	37.0428	52.2326	34.4198	33.71	35.0549	32.4665	32.3932	36.7224	36.5939	28.9026	34.1609	34.0166	34.5524	36.3761	36.6904	34.7568	41.0616	40.8071	41.3018	28.3372	8.4527	36.2411	48.1292	34.4145	35.214	34.5941	34.1165	31.8584	35.6427	35.0585	32.0041	35.5409	34.7059	33.7706	36.4677	85.2276	2.0349	38.5222	38.113	35.9453	45.9186
DHGLUCONATE-PYR-CAT-PWY	1.6986	2.0838	1.2885	1.0007	1.5547	0.8784	1.7694	0.0776	0.2907	0.1658	0.2964	2.5251	0.4281	0.4378	1.3297	1.242	1.3733	1.3922	1.2243	0.2208	1.9735	3.0694	4.4597	1.18	0.6566	0.603	0.1918	0.6129	0.0599	0.1874	0.0713	0.2322	3.3321	0.5194	0.8926	2.3289	0.942	1.1949	0.3302	1.1312	3.2513	1.2544	3.8189	0.8656	3.7377	3.4256	3.6068	4.4297	4.9666	14.4747	2.6234	2.7882	2.7439	1.5483	2.0711	1.6254	1.2159	1.2104	0.6032	0.9321	13.3682	7.0273	5.3354	3.9105	2.5835	1.8394	2.6485	1.935	1.7343	1.8907	0.6223	13.4932	0.7038	0.4103	0.7116	1.8402	1.69	1.1744	0.9323	1.1646	0.815	3.5841	4.2695	3.6437	2.2243	0.8712	1.8399	1.868	1.7701	2.0988	1.7713	0.9259	1.3242	4.5343	1.1594	0.6115	1.1511	1.5627	0.8943	0.9733	0.6569	0.5488	2.0653	1.4226	3.2485	0.4778	1.3091	1.2815	1.452	0.8849	1.7444	1.3814	0.9184	1.0621	0.5068	2.1799	0.5472	1.4193	1.4776	2.0763	0.1991	0.4336	0.088	0.8207	1.2693	0.4357	1.8593	1.6228	1.3952	1.8597	1.3712	2.7842	0	0	1.9833	1.88	1.4995
DTDPRHAMSYN-PWY	35.8432	39.8488	41.1364	95.6592	58.8549	50.8146	59.8383	50.5786	49.7112	46.5389	54.7794	51.2158	48.3191	49.5693	47.3909	59.4955	54.1377	53.7166	51.9318	57.2071	44.0794	37.6699	43.2159	41.9567	117.5521	50.7409	49.4202	51.3653	42.9913	46.4122	44.337	51.0368	37.9609	48.0437	59.2631	52.4018	55.4882	54.1651	51.511	42.5546	39.0166	44.1433	35.4746	134.8653	35.1333	34.9676	31.0731	28.6119	32.6477	45.8439	25.728	25.3446	25.3688	130.6892	47.1531	45.5117	45.3922	29.8603	34.3625	28.2877	48.0205	44.7788	47.5794	40.9847	34.3349	34.9598	32.5303	33.291	28.8384	28.5885	34.3841	53.0125	32.8626	31.667	118.492	46.6196	48.504	50.5132	32.7244	34.7515	30.1325	45.6588	52.3437	39.2597	34.0672	49.4861	48.1491	51.1371	52.6206	45.7845	49.6107	31.4991	32.7392	50.5918	31.0885	137.1421	53.3288	55.9062	56.2042	43.6575	46.85	38.7374	41.3434	41.3787	49.9043	54.9045	52.1952	53.0034	54.0657	58.3547	47.4018	45.8911	40.5774	39.7297	38.7924	34.405	127.5553	54.2624	56.2761	60.7218	46.1126	50.522	42.9384	57.8421	45.4417	52.4205	38.316	54.4217	53.4088	50.0897	57.5182	96.3434	97.6333	58.9742	55.6932	52.5267	46.4101
ECASYN-PWY	0	0	0	0	0	0	0.0245	0	0	0.0492	0	0.2436	0	0.0249	0.0244	0.0239	0	0	0	0	0.0249	0	0.0249	0	0	0.0248	0.0249	0.0244	0.0459	0.0245	0.0248	0	0.0496	0.0249	0	0	0	0	0	0	0	0	0	0.0213	0	0	0	0.0467	0.0236	0.1302	0.0244	0.0246	0.0245	0.9305	0.0246	0	0	0	0.0244	0	0.1535	0	0	0	0	0	0	0	0	0	0	0.1161	0	0	1.006	0	0	0.0712	0	0	0	0	0	0	0	0.0239	0.0214	0	0	0	0	0	0	0	0	0.4484	0.0491	0.0249	0	0.0247	0.0247	0.0247	0	0	0.0448	0	0	0	0.023	0	0	0	0	0	0.0249	0.0472	0.0423	0.0248	0.0249	0	0	0	0	0.0249	0	0	0	0	0	0.0236	0	30.2269	0	0	0	0.0245	0.0991
ENTBACSYN-PWY	29.9596	14.453	14.2318	11.1779	28.954	32.772	25.7868	38.5635	30.8286	36.3908	34.4658	15.1217	26.2613	30.3693	21.0926	25.424	25.8306	18.5097	21.274	21.058	13.8551	14.2399	17.8605	14.1443	7.1647	24.2825	26.9397	20.3439	28.5352	27.4453	32.2871	30.6041	14.2845	20.3037	25.0258	23.402	18.4574	20.2701	20.1053	15.3669	14.6188	13.6694	21.2232	4.8072	21.7678	23.5676	16.6834	19.9134	18.2071	10.5971	13.5973	13.2635	12.7668	6.5758	32.6715	34.2224	29.5291	20.4779	20.5704	18.4454	10.4802	22.317	20.4506	17.9145	18.9499	20.9923	19.769	17.359	16.9761	16.0979	14.7209	10.7205	13.9629	14.2342	9.691	30.2071	37.5763	30.9792	22.7842	21.9364	19.926	17.5725	37.0537	20.1448	17.1108	20.7202	19.9286	20.768	14.7237	16.8449	17.6583	15.1391	14.826	42.3063	14.4577	5.3528	30.2996	37.6084	22.6204	30.9937	28.0964	25.7329	15.1399	15.3553	31.7413	16.5232	22.1837	25.86	23.7707	17.647	18.9122	18.5299	14.9348	14.4969	14.8335	25.9542	6.5934	27.7363	33.4245	23.0391	32.7705	29.5667	32.5043	26.3194	16.6737	23.6589	28.6378	24.3762	26.4679	24.6247	20.9477	55.5052	0.8177	11.8762	20.8256	21.4857	13.3381
FAO-PWY	72.4466	82.1185	84.3927	102.4274	89.1606	76.5658	101.257	84.3083	85.7756	74.614	114.5915	98.17	98.6798	100.1329	95.5181	102.9889	93.9932	91.4164	90.6591	98.7347	82.7277	77.9198	88.6511	85.3331	115.9808	77.9665	73.4242	88.204	71.8952	83.1187	73.2477	96.8398	81.4092	136.9773	121.7209	109.2907	96.131	99.989	94.9118	78.0312	74.2719	89.1897	73.2951	128.7712	73.5736	72.6082	72.4392	64.4944	71.3864	74.4237	56.8582	59.2964	55.2519	119.0887	85.9725	82.9543	85.4002	62.1787	74.7917	64.6161	76.282	94.4799	94.4552	86.6715	75.6297	75.916	72.0127	75.5319	63.9749	62.5102	99.5056	86.5924	106.6466	105.2217	127.519	87.3108	83.9021	94.2867	67.9001	73.7704	65.7112	88.7356	98.0351	89.3944	80.7142	111.1673	81.3688	68.3635	69.0287	63.9578	79.7573	88.4327	98.2884	93.8988	102.055	125.921	89.2914	88.9853	101.6622	76.5836	89.1312	76.6695	116.6576	117.0065	97.5952	82.6129	88.4407	82.7321	77.0499	109.2363	66.0753	73.7349	78.6862	79.9307	81.1335	72.7114	121.1236	84.5842	80.3302	104.355	77.3356	87.3665	72.8979	103.9303	102.4714	88.9298	78.9733	93.215	88.2921	80.4911	92.9571	176.2295	256.1086	74.9005	73.741	81.7644	83.8645
FASYN-ELONG-PWY	70.9436	83.7214	85.2165	133.061	93.6187	87.543	89.3858	104.8945	91.2513	94.6085	124.1661	81.2482	104.5738	107.0592	82.5877	94.2952	86.4086	78.2933	81.9215	90.0625	81.3395	77.5165	71.9504	82.8366	152.2749	80.4249	82.564	80.4079	83.4836	84.8568	91.8581	105.0286	66.2522	124.03	96.667	103.1678	81.9947	82.9584	79.3065	81.7189	76.9474	85.8555	62.4081	175.2444	62.7967	61.7911	63.1025	57.7336	62.6457	75.348	49.627	51.5839	46.7528	161.1233	89.969	83.7142	82.8495	56.1369	64.9255	54.6827	76.7241	84.7647	83.3836	74.1048	69.3862	69.4787	65.6741	70.6747	60.5646	59.4235	84.9621	86.6118	88.1906	86.2833	173.7497	91.8696	92.0474	94.1097	63.454	66.1194	57.2934	77.1858	99.1796	74.5616	67.6579	110.1802	78.2154	79.2261	77.9801	69.4718	77.1857	79.0326	86.0004	98.7496	91.1904	169.7911	94.1468	97.8724	87.6772	85.7158	91.938	82.2258	96.7882	93.5322	90.7723	91.9283	91.6847	86.7775	85.7299	85.3939	72.6959	72.7342	82.6389	85.3167	83.7217	65.3378	171.4368	89.2882	95.2289	88.1814	93.5027	91.475	88.9229	107.3212	90.5584	98.8919	74.518	96.2278	91.7524	84.9768	88.677	195.6025	136.6808	74.733	82.7091	82.8251	89.0288
FASYN-INITIAL-PWY	42.541	54.2743	55.7564	74.8883	63.8944	58.9844	68.4741	59.1636	60.5985	54.6758	78.0935	65.1449	68.772	67.373	59.7399	62.0163	59.7305	59.9734	58.514	63.1013	59.4888	53.7664	56.2982	58.9699	77.3776	59.7698	61.3374	63.4231	56.8524	60.1797	56.6531	72.8629	52.4425	84.8531	68.2671	68.5496	62.6444	60.784	59.6899	57.0312	52.4891	62.3507	48.7981	84.3972	48.8166	47.3526	47.5144	42.7538	48.0372	58.6922	38.9647	40.5258	36.9985	76.9039	59.8209	63.5752	59.1442	42.5748	49.2245	40.8743	60.7245	62.5072	63.2656	56.8583	52.7707	52.8774	50.3678	53.0273	44.1515	44.2905	61.8819	68.1861	63.9704	63.4815	88.5619	61.8189	63.7018	64.0546	44.6387	49.0293	42.2951	59.8304	62.9302	57.5329	52.1183	69.4782	55.5635	51.6801	54.3999	50.2162	55.8272	54.1055	59.0292	65.2422	57.689	78.3105	63.9387	69.2605	69.4691	53.0048	60.7933	52.384	74.0979	70.2092	62.1817	59.4619	59.534	55.1925	54.5739	64.6995	51.3515	54.2866	51.5035	50.1768	50.2269	43.6792	85.5641	61.7747	64.8444	70.9617	56.57	60.6617	52.378	74.8569	66.2473	63.2199	48.8595	61.7541	57.674	55.4898	61.2463	141.7616	100.3535	61.5292	54.3201	57.9953	58.0999
FERMENTATION-PWY	28.4648	38.2198	40.1104	67.3384	53.2693	38.9754	59.3298	31.2114	42.0824	29.9784	40.5914	55.4239	43.1595	38.6269	36.4412	45.4586	39.5629	42.6417	41.0873	41.9609	42.4068	36.97	44.8882	41.6357	85.1887	47.6166	41.1804	53.4398	32.1571	42.3415	30.3979	41.4933	43.7441	41.4495	39.9395	44.7373	42.9623	41.0927	37.9749	38.3792	36.6129	43.8471	37.0423	94.6565	36.3376	33.6186	35.8931	27.8123	35.1956	36.6249	28.0628	29.1487	27.6526	94.1929	40.5886	38.3762	42.852	31.3733	36.258	30.7068	38.4542	45.0419	48.1838	43.6087	38.4643	37.7192	36.6056	38.7661	31.1289	32.9608	42.0837	42.7684	41.628	43.2363	90.58	38.6168	37.0228	46.0594	31.1123	34.0511	29.9481	46.2873	39.8629	42.5867	38.8679	32.9355	38.9131	40.7027	44.3992	39.7429	40.8232	32.3837	37.2611	35.9746	34.6536	95.6639	46.4302	43.3747	57.7118	31.8533	39.4213	29.4499	50.6704	45.6299	43.9019	44.9433	38.633	40.7497	41.9033	42.2976	40.1749	40.6264	38.7396	38.1945	38.2564	30.9689	86.6232	48.1355	43.4235	63.3201	29.5673	42.0079	27.6354	48.8737	45.4752	42.999	32.3612	40.4791	40.7721	40.5545	44.7734	118.1827	71.7991	44.2193	48.038	41.9587	42.6825
