pathway	Day01LowCrysWater3	Day21BHET2	Day21BHET3	Day21ExtractionControl	Day30NoC1	Day30NoC2	Day30NoC3	Day30LowCrysWater1	Day30LowCrysWater2	Day30LowCrysWater3	Day30LowCrys1	Day01LowCrys1	Day30LowCrys2	Day30LowCrys3	Day30PET1	Day30PET2	Day30PET3	Day30WeatherPET1	Day30WeatherPET2	Day30WeatherPET3	Day30BHET1	Day30BHET2	Day01LowCrys2	Day30BHET3	Day30ExtractionControl	Day42NoC1	Day42NoC2	Day42NoC3	Day42LowCrysWater1	Day42LowCrysWater2	Day42LowCrysWater3	Day42LowCrys1	Day01LowCrys3	Day42LowCrys3	Day42PET2	Day42PET3	Day42WeatherPET1	Day42WeatherPET2	Day42WeatherPET3	Day42BHET1	Day42BHET2	Day42BHET3	Day01PET1	Day42ExtractionControl	Day01PET2	Day01PET3	Day01WeatherPET1	Day01WeatherPET2	Day01WeatherPET3	Inoc2	Day01BHET1	Day01BHET2	Day01BHET3	Day01ExtractionControl	Day03NoC1	Day03NoC2	Day03NoC3	Day03LowCrysWater1	Day03LowCrysWater2	Day03LowCrysWater3	Inoc3	Day03LowCrys1	Day03LowCrys2	Day03LowCrys3	Day03PET1	Day03PET2	Day03PET3	Day03WeatherPET1	Day03WeatherPET2	Day03WeatherPET3	Day03BHET1	Inoc4	Day03BHET2	Day03BHET3	Day03ExtractionControl	Day07NoC1	Day07NoC2	Day07NoC3	Day07LowCrysWater1	Day07LowCrysWater2	Day07LowCrysWater3	Day07LowCrys1	Day01NoC1	Day07LowCrys2	Day07LowCrys3	Day07PET1	Day07PET2	Day07PET3	Day07WeatherPET1	Day07WeatherPET2	Day07WeatherPET3	Day07BHET1	Day07BHET2	Day01NoC2	Day07BHET3	Day07ExtractionControl	Day14NoC1	Day14NoC2	Day14NoC3	Day14LowCrysWater1	Day14LowCrysWater2	Day14LowCrysWater3	Day14LowCrys1	Day14LowCrys2	Day01NoC3	Day14LowCrys3	Day14PET1	Day14PET2	Day14PET3	Day14WeatherPET1	Day14WeatherPET2	Day14WeatherPET3	Day14BHET1	Day14BHET2	Day14BHET3	Day01LowCrysWater1	Day14ExtractionControl	Day21NoC1	Day21NoC2	Day21NoC3	Day21LowCrysWater1	Day21LowCrysWater2	Day21LowCrysWater3	Day21LowCrys1	Day21LowCrys2	Day21LowCrys3	Day01LowCrysWater2	Day21PET1	Day21PET2	Day21PET3	Day21WeatherPET1	MiSeqControl1	MiSeqControl2	MiSeqControl3	Day21WeatherPET2	Day21WeatherPET3	Day21BHET1
PWY-7254	11.9438	12.4342	11.9406	16.464	12.4153	9.7043	9.5904	17.4906	11.0389	14.4422	21.6165	13.4178	15.6413	15.448	28.2966	38.4093	30.9324	32.8829	33.3735	38.0598	16.8797	16.2173	19.1477	11.0747	24.2968	13.1684	13.51	8.6299	19.2938	11.6802	15.5275	27.9909	13.4405	13.2147	45.9784	15.9682	33.6873	40.0374	35.1108	16.4494	14.1108	14.5957	8.8552	21.3998	10.3957	11.6384	9.5706	10.8572	10.0032	36.3778	24.0946	23.3769	25.4515	22.2902	18.2237	15.4106	14.219	12.1313	11.462	8.0751	36.0942	23.1937	21.772	16.8229	14.2691	14.5392	13.9036	14.6523	12.6597	12.1099	15.7994	40.7059	13.4902	11.5596	35.5223	17.1006	14.1022	13.6816	9.9274	10.6692	8.8774	16.4176	15.1909	15.1861	13.457	18.7748	22.9637	13.8341	13.6387	12.6351	24.0199	14.9685	13.3325	14.0596	13.3278	20.9773	15.8535	15.4534	9.7902	13.7583	14.2712	12.8422	17.8109	11.2743	12.4541	18.1572	15.2647	27.8675	11.677	44.3614	16.2609	12.999	15.4381	12.7078	13.1352	12.5754	18.8886	14.5008	14.8803	10.549	15.8653	12.8949	13.8683	27.1305	13.6865	16.7454	12.8235	19.1938	25.991	14.2794	33.7447	91.9267	108.5418	15.2777	24.5848	22.6564	16.0651
PWY-7255	0	0	0.04	0.02	0.0799	0.0998	0.06	0	0.2589	0.1197	0.3382	0.04	0.4566	0.2589	0.1397	0.04	0.2392	0.0799	0.0799	0.1796	0.04	0.02	0.02	0.06	0.9032	0.0999	0.0799	0.0999	0	0.0799	0.1595	0.3179	0.0599	2.2046	0	0.3578	0.1198	0.06	0.04	0.02	0.02	0.02	0.0599	0.2388	0.04	0	0.0599	0.04	0	0.02	0.04	0	0.02	0.1793	0	0	0	0.02	0	0	0.0999	0	0.02	0.02	0.02	0.02	0	0	0	0	0.02	0.1796	0.02	0.02	0.3182	0.02	0	0.04	0.02	0	0	0.02	0	0.04	0.04	0.06	0.02	0.02	0.04	0	0.02	0.02	0	0	0	0.4552	0.0599	0.04	0.02	0	0.0799	0	0.219	0.3973	0.04	0.0998	0	0.04	0.02	0.06	0	0.0599	0.02	0	0	0	0.2388	0.04	0.1397	0	0	0.04	0.02	0.1794	1.2136	0.1396	0.02	0.02	0.0599	0.1397	0.06	0	0	0	0.0799	0.1994	0.06
PWY-7274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0.0114	0.0114	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0.0343
PWY-7295	0	4.9435	4.4322	6.6798	0	0	0	0.04	0	0	0.4367	1.2739	0.4366	0.8654	0	0	0.0399	0	0.1194	0	4.9389	4.6115	1.4071	4.4739	6.1357	0	0	0	0	0	0	0.3963	0.9698	1.3302	0	0.0399	0	0	0	5.3341	5.1688	4.2401	0	7.5918	0	0	0	0.0798	0	0	0.02	0.04	0	6.9261	0	0	0	0.0399	0	0	0	0.7075	1.036	0.6106	0	0	0	0	0	0	0	0	0	0	10.479	0	0	0.0997	0	0	0	0.5909	0	0.3561	0.3364	0	0	0	0	0.0599	0	3.8068	2.2375	0.2385	2.5633	6.9509	0.04	0.0399	0.02	0.0599	0	0	0.4159	0.651	0	0.8255	0	0	0	0	0	0	3.1597	3.2776	2.3913	0	8.6735	0	0	0	0	0	0.04	1.2286	0.4166	1.3075	0	0.0599	0	0	0.0399	0	0	0	0	0	5.0386
PWY-7315	3.1957	5.669	5.9923	2.5656	3.0251	3.7244	2.758	2.7461	3.1425	3.4707	1.9078	3.0122	2.6715	2.2889	3.9686	3.5123	3.4272	4.7772	3.5709	3.2246	5.2069	6.1552	3.4101	6.4984	1.3523	3.4086	3.9796	3.24	2.7703	3.3419	3.3728	2.4247	4.644	1.5385	3.3775	2.7545	5.4563	3.8896	3.846	5.369	5.4921	6.5815	4.5109	0.738	4.615	4.1522	5.8983	4.8298	4.3154	6.1242	4.5821	6.5154	4.3445	1.5509	3.2491	3.1675	3.0207	3.2951	3.375	3.5143	6.2696	2.5885	3.084	2.7705	4.6489	3.9252	4.5489	5.6313	4.4602	4.7268	7.0451	6.5337	7.6583	8.4032	1.4119	3.4722	3.0998	2.9745	2.8361	3.2861	2.9158	2.4562	3.8576	2.8984	3.6176	3.5652	3.899	3.925	5.301	3.9798	3.7358	5.7989	6.1112	3.329	6.013	0.8772	2.8841	3.1326	2.4867	2.7157	2.8181	2.835	1.7472	2.0356	3.1609	1.7527	3.0103	3.4459	3.3385	4.8237	4.0223	3.2652	4.8417	5.7175	5.9957	3.156	0.5588	2.8289	3.2832	2.6247	2.7573	2.7285	2.7322	1.306	1.6909	2.4263	3.5743	3.2978	3.6537	3.2953	4.6622	39.1303	0	0	3.5069	3.4279	5.1322
PWY-7323	28.1204	38.8049	39.8067	69.7209	39.3779	31.1416	33.0368	33.3606	31.5105	31.6114	43.9058	34.8429	39.5674	41.7623	33.0633	41.5865	35.347	36.3793	36.4548	40.0333	37.5265	34.1473	34.8355	38.3865	82.6246	36.2213	33.8441	32.0958	29.8757	31.2282	32.3397	35.9533	30.4388	42.1531	32.0415	43.1888	36.9165	33.7279	31.3087	36.0578	34.8858	38.7131	22.5575	96.1942	22.4084	23.7963	22.8556	24.0225	23.1667	20.1614	13.3442	14.2601	11.8772	90.7172	31.6189	28.0407	26.6634	24.8726	29.9154	25.6675	21.1631	35.8219	38.2325	35.7405	25.7411	28.6055	23.4513	27.6167	22.9462	19.9993	29.9429	24.4228	34.4134	31.4512	91.5582	34.1229	29.1368	31.5166	28.2151	28.2917	27.7028	35.3781	30.4264	31.2145	29.5773	48.7552	38.7479	43.8406	45.8392	40.226	40.4505	30.2205	33.3751	29.7943	35.0099	96.2776	36.1159	34.6254	34.117	32.6206	39.252	35.1744	33.7484	33.232	27.257	50.7047	44.1513	40.4764	42.8951	33.5711	40.0667	37.6307	40.6195	42.2321	41.0923	29.2909	93.195	37.134	38.4804	30.6383	33.3594	35.9854	33.4803	43.8208	39.0458	47.2003	28.1677	44.939	41.0107	38.4947	43.2214	55.9481	82.5896	43.4774	47.1937	41.7957	43.289
PWY-7328	28.7478	33.0827	33.3757	39.7575	33.9713	35.1611	34.1283	34.02	34.8157	31.687	43.4206	40.1611	38.2959	38.1106	34.0167	31.6251	32.9041	33.0485	33.489	35.2428	36.6618	34.0224	36.6916	35.5166	39.4095	33.1356	36.6429	33.3941	35.1307	34.1755	33.0767	42.1986	33.5705	34.2993	34.3401	30.4571	33.5679	33.8944	33.4172	34.9441	32.9787	37.4568	31.7742	41.9708	31.2463	30.8907	30.5346	28.7373	31.7283	42.7783	22.912	22.8765	21.5811	38.6758	36.2947	40.1209	33.7313	28.2557	31.8368	27.3397	42.8961	40.4073	40.8186	36.6422	32.5491	32.6527	30.8719	32.4772	28.6482	28.1487	39	48.1342	39.0019	38.6484	47.2059	37.9014	39.6159	36.7228	29.4751	31.4725	28.0461	38.7556	39.3669	35.6595	32.1859	36.709	32.2203	29.6539	29.7849	28.6122	32.4913	33.1002	36.4169	41.2355	35.2143	37.6427	37.4698	43.0771	36.2205	32.9096	37.1366	30.9208	39.1084	38.1045	37.2707	35.9593	33.0792	31.1199	30.6311	34.6348	29.1887	31.0309	31.7165	30.3437	30.4754	30.4044	43.0079	35.0701	39.8819	33.2967	33.3824	36.6723	30.7648	46.8807	38.013	37.087	31.5019	34.6355	32.0598	31.3457	34.2231	92.0306	56.0768	31.029	30.8879	33.4356	34.6298
PWY-7332	0.6219	2.7809	3.5269	0.2788	0.5552	0.1397	2.1691	0.2787	0	0.8954	0.2094	0.6921	0.4173	1.6399	0.6911	0.7597	0.0699	0.6224	0.8263	0.1396	2.1484	0.7582	0.8276	2.2137	0	0.2786	0.2092	1.3672	0	0.0699	1.0972	0.2788	1.2293	0.7626	1.5013	0.4865	0.1396	0.5539	0.0699	2.5241	2.0749	2.7925	1.816	0.2095	1.16	0.8249	0.8914	1.7406	2.4478	14.8777	2.4795	3.0881	2.2363	0	0.5549	0.3479	1.2338	0.4158	0.2784	0.347	16.9268	2.2914	0.9646	0.9631	0.4852	0.6904	0.8927	0.4852	0.4842	0.347	0.5547	16.4876	1.0326	0.8287	1.4435	0.8284	0.5549	1.5712	0.3473	0.3475	0.2089	1.4989	0.0699	0.6913	0.826	0.693	0.8262	0.6901	1.1613	1.0257	0.6221	1.4293	1.6986	0.8293	1.832	0	0.4863	1.2361	1.7714	0.6227	0.486	0.7586	1.034	0.6925	2.0337	1.4323	0.6232	0.2785	1.03	0.6227	0.9593	0.4164	2.5253	3.8759	4.2312	0.4162	0.2095	0.8286	0.9644	1.7735	0.2786	0.2093	0.3477	0.5554	1.0995	0.6234	0.4166	0.486	0.7594	0.4857	0.4856	0	0	0	0.9607	0.6226	2.2153
PWY-7347	0.299	0.1946	0.1049	0.8489	4.1727	2.7723	2.5406	3.515	4.2948	5.8705	4.6451	1.057	6.1923	6.156	1.9783	1.9675	3.0073	2.314	2.7299	3.352	0.06	0.1199	0.8194	0.1199	1.0849	4.7325	2.9591	2.6645	3.91	4.5716	5.6018	4.1884	0.7598	3.486	1.7797	1.2917	1.9521	2.0679	1.7903	0.0899	0.1647	0.1797	0.5819	1.1	0.3141	0.3886	0.314	0.5071	0.7447	0.8496	0.3137	0.4473	0.2987	1.5242	6.9194	6.1733	5.8581	4.7095	4.4507	2.8134	0.7458	4.438	3.9891	3.453	5.1002	5.941	4.8049	5.8426	4.5869	4.4345	0.0899	1.7789	0.075	0.045	1.7041	5.8443	5.1809	5.2054	3.5471	3.4476	2.8283	2.6002	0.6717	3.5107	3.6648	2.6344	3.1392	4.3677	3.9802	3.5816	2.9243	0.1049	0.1199	0.5675	0.06	0.6857	6.1728	5.4398	3.3197	4.2881	5.1974	4.2931	5.763	2.0655	0.4337	6.7713	2.3778	3.6547	3.1666	1.7928	3.8647	2.9212	0.2095	0.0899	0.1198	0.5073	1.4967	4.9369	4.631	2.5717	4.5355	5.1035	6.2624	3.3983	1.788	5.213	0.2991	1.9769	2.3686	2.6977	2.5887	0	1.4156	0	2.7658	3.3002	0.2693
PWY-7371	0.1865	0.6697	0.9051	22.4261	0.1003	0.1657	0.2527	0.1182	0.0818	0.0706	0.9364	2.6019	1.2666	1.2798	0.09	0.0893	0.11	0.0964	0.16	0.0462	0.6186	0.6933	2.9826	0.7565	31.9464	0.1517	0.2195	0.3002	0.0924	0.1	0.0794	0.9599	2.0391	2.7759	0.135	0.1	0.1182	0.1436	0.062	0.4235	0.3829	0.9994	0.4926	37.4317	0.2546	0.1632	0.3652	0.5399	0.4733	1.2575	6.8895	7.3899	8.3332	37.8119	0.2864	0.1732	0.126	0.136	0.22	0.1527	1.5586	1.5461	2.2758	1.7595	0.3033	0.2764	0.2733	0.262	0.06	0.1941	1.7033	2.1632	1.7999	1.97	31.8107	0.1962	0.19	0.0831	0.0964	0.1689	0.09	1.9818	0.5292	0.7792	0.9264	0.35	0.0553	0.18	0.199	0.2066	0.1932	0.6158	0.9998	0.1989	1.1162	40.5559	0.088	0.2228	0.16	0.2032	0.04	0.1488	1.0233	1.1452	0.4966	2.5741	0.0467	0.0756	0.0857	0.0327	0.073	0.1309	0.5733	0.6488	0.6765	0.3266	32.3151	0.1131	0.1862	0.1932	0.0257	0.0663	0.0529	2.236	0.995	4.1226	0.1725	0.0857	0.0831	0.1031	0.13	0	0	0	0.1461	0.0797	0.9466
PWY-7373	0	0	0	0	0	0	0	0	0	0	0	0.0395	0.0391	0.2405	0	0	0	0	0	0	0	0.0383	0.0396	0.0385	0.4355	0	0	0	0	0	0	0	0.0394	0	0	0	0	0	0	0	0.0371	0	0.0377	0.1595	0	0	0	0	0.0376	0	0	0	0	0.0799	0	0	0	0	0	0	0.077	0	0	0.0393	0	0	0	0	0	0.0346	0	0.1516	0	0	0	0.0347	0	0	0	0	0	0.4345	0.0379	0	0	0.0368	0	0	0	0	0	0	0	0	0	0.2389	0.0298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383	0	0.1594	0	0	0	0	0	0	0.0779	0.0388	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7374	0.1796	0.3453	0.4781	21.0281	0.0934	0.159	0.1752	0.0992	0.0714	0.0738	0.8359	2.1963	1.1799	1.2013	0.0808	0.0874	0.1058	0.0891	0.1057	0.0469	0.2613	0.2382	2.5883	0.4987	30.9514	0.1419	0.2026	0.262	0.0819	0.0929	0.085	0.8889	1.8479	2.5834	0.1286	0.0929	0.1161	0.1347	0.0555	0.2927	0.2153	0.6249	0.4875	35.9477	0.2442	0.1577	0.3503	0.5275	0.455	1.2166	1.2677	1.357	0.9762	36.3377	0.2658	0.1677	0.1191	0.1189	0.2115	0.1474	1.4772	1.4658	2.0839	1.5851	0.2978	0.2652	0.2589	0.2434	0.06	0.1882	0.4069	2.0497	0.3913	0.2957	30.6502	0.1691	0.1815	0.0773	0.0891	0.156	0.0857	1.7395	0.4895	0.6961	0.8091	0.3373	0.0479	0.1819	0.191	0.195	0.1877	0.261	0.3992	0.176	0.3121	38.9741	0.0846	0.2173	0.1354	0.1977	0.04	0.1406	0.9152	1.0166	0.4628	2.376	0.0304	0.0685	0.0667	0.0316	0.0718	0.1263	0.3059	0.3051	0.3216	0.3109	30.5047	0.1075	0.1794	0.1618	0.0231	0.0587	0.055	2.0177	0.9014	3.8727	0.1672	0.0732	0.072	0.1019	0.1212	0	0	0	0.1392	0.0793	0.4967
PWY-7376	10.5171	14.9082	13.912	24.4021	6.798	6.0761	6.4066	12.2798	9.2896	10.8569	13.8183	12.9328	19.1522	13.8323	6.0118	5.0812	6.3521	5.3996	6.2371	5.7178	13.9627	13.516	15.1716	13.8097	25.4723	5.46	5.2863	5.2909	11.3975	9.7253	10.4864	13.6736	12.3065	19.178	4.559	8.4176	5.8239	5.0607	4.615	17.6338	16.0607	15.1444	10.4743	30.2269	10.9935	11.4624	11.9373	13.0232	12.5861	21.1085	10.3489	10.9548	10.0897	27.1165	12.5441	9.5161	9.175	7.3362	9.8736	7.7477	19.7268	19.011	18.7561	16.0159	10.544	11.2137	9.0785	10.2929	8.4289	7.1296	14.498	21.2952	16.4272	11.2117	32.335	14.6168	9.8536	10.6323	9.0363	9.9641	9.8154	14.8142	16.0348	13.3977	11.5688	14.0302	9.6054	9.0593	10.3453	9.7888	8.8337	14.9876	13.7235	16.2203	14.9295	27.1368	9.7769	9.1735	8.8728	11.6997	14.2227	13.9865	14.54	14.7689	13.414	16.7536	6.8768	6.2181	7.0166	4.2299	7.2886	7.5986	12.35	13.4065	11.873	11.251	30.4027	7.6025	8.216	5.9196	12.0012	12.0306	12.5704	16.2359	15.49	19.2987	12.1613	9.3221	8.2466	7.6556	7.625	3.7005	0	8.7826	7.0808	8.5283	15.997
PWY-7377	0.7006	0.9437	1.0086	0.0698	0.5253	0.2045	0.2696	0.0696	0.0696	0.2732	0.0698	0.78	0	0.0698	0.0696	0.2041	1.0493	0.1376	0.5297	0.0695	0.941	0.7457	0.7874	0.6802	0.2771	0.1375	0.6476	0.5814	0.0695	0.1382	0.0696	0.0697	1.0664	0.2079	0.1372	0.3394	0.4004	0.1378	0.0694	0.939	0.7445	0.3449	1.2142	0	1.3926	0.5139	1.1053	2.1634	2.1813	4.6154	2.2805	2.6386	2.4139	0	0.6009	0.6637	0.3386	0.3377	0.3387	0.5322	5.1783	1.6945	0.7342	1.3418	1.3128	0.665	0.6581	0.9114	0.4054	0.7731	0.477	5.113	0.6104	0.6041	1.399	0.8609	0.5998	0.8535	0.4692	0.4066	0.5296	1.4499	1.9111	0.601	1.0238	0.8174	0.4063	0.7222	0.9195	0.4069	0.5367	1.1365	0.7485	1.0726	0.3459	0	0.8961	0.6592	0.5903	0.2731	0.4069	0.2742	0.9857	0.9257	1.255	0.4097	0.2747	0.7652	0.4641	0.2702	0.2732	0.5335	1.1965	1.1362	0.6137	0.6968	0.6843	0.2053	1.2514	0.7429	0	0.1383	0.0695	0.6074	0.477	0.4112	0.768	0.6078	0.4039	0.5294	0.3397	0	0	0	0.4029	0.2735	1.3291
PWY-7385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7391	0	0.1852	0.0395	0.891	0.0382	0.0381	0	0	0	0	0.138	0.2213	0.1443	0.1046	0.0319	0.0376	0.1679	0.1085	0	0	0.0773	0.7777	0.3355	0.116	0.3978	0	0.039	0.0389	0	0	0	0	0.1386	0.0375	0.0375	0.0384	0	0	0	0.0393	0.3052	0	0.068	0.2089	0.128	0	0.1558	0.0987	0.1964	0.6009	0.1149	0.0771	0.1496	0.4238	0.037	0.0681	0	0	0	0	0.4453	0.2498	0.5013	0.2092	0.1378	0.0352	0.0789	0.0706	0.0323	0.0615	0.0388	0.4833	0	0	0.7724	0.0383	0.0703	0.0373	0	0	0	0.1984	0	0	0.1161	0.0681	0.0363	0.0355	0.0266	0.1051	0.032	0	0	0.0361	0.1123	0.7537	0	0.0715	0	0.1034	0.1096	0	0.0715	0.0748	0.0374	0.3929	0	0.0369	0	0	0.0266	0.0319	0.1501	0.0768	0.0395	0	0.5147	0.0388	0.0764	0.1057	0	0	0	0.074	0.0738	0.5616	0	0.0683	0	0.038	0.0382	0	0	0	0.1062	0.0363	0.1145
PWY-7392	29.6078	30.3764	31.1405	53.2003	44.3556	40.0321	41.577	41.9115	36.6505	37.9051	41.2455	23.1853	32.2753	35.0062	29.2234	41.9382	36.6846	32.8971	33.2491	35.1296	31.7423	27.2514	24.9019	30.6609	67.2596	35.3443	35.7207	31.4127	29.7952	32.0292	33.6844	36.536	18.5904	33.7459	36.4601	44.0353	33.2643	31.505	28.3977	32.2562	29.199	31.8867	24.1944	75.3534	24.5899	25.546	17.5017	20.4841	19.7558	26.169	13.8522	14.3101	12.5497	74.0953	36.0222	32.1503	32.6906	17.4761	19.4879	15.35	28.1134	29.0763	28.2442	23.608	17.3702	20.321	18.0478	14.5661	11.13	10.0267	19.7428	30.5309	18.1063	15.8631	69.8658	33.9965	37.7129	37.3635	21.7615	21.8034	17.9047	26.2363	43.3082	24.3506	20.1562	27.87	32.8478	36.673	35.4953	31.1644	32.7516	21.6947	21.4018	42.4415	20.1612	77.8274	38.8436	43.188	35.6728	33.9781	33.6892	26.3185	24.5299	23.8577	39.2605	33.8858	35.1092	39.1356	40.6981	31.0737	32.1514	30.862	30.0614	30.8185	29.6747	26.6973	69.5574	40.1125	42.3689	39.4206	35.6448	36.9811	32.9272	37.494	26.964	34.721	30.301	38.3242	40.1958	38.6414	38.1185	57.9788	4.2322	40.3039	40.087	36.291	34.9229
PWY-7398	0	0	0	0	0	0	0.02	0	0	0	0	0.1385	0	0	0	0.02	0	0	0.02	0	0	0	0	0	0	0	0	0.0399	0	0	0	0	0	0.0199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0265	0	0	0	0	0.02	0	0	0.0266	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267	0	0	0	0.02	0	0
PWY-7400	42.1109	50.1369	51.4178	76.0289	63.7309	54.9099	65.2508	57.9143	57.2766	53.9006	70.0695	55.0297	62.5111	62.3327	52.9764	60.3283	56.1497	54.1991	52.6633	57.782	51.6307	47.9562	49.6488	51.7307	84.5776	55.6884	52.4288	56.8745	48.4396	54.5316	52.1681	61.5374	43.8069	73.7174	62.3502	66.8072	56.2547	54.1047	52.6408	49.9639	47.2161	53.9852	42.0184	96.0233	42.2744	42.0023	39.697	35.8569	39.9419	48.3495	33.6264	34.8936	33.4627	89.8359	56.2242	52.8222	54.5959	36.5991	42.68	35.0926	50.0634	55.4614	55.3582	49.1427	44.3174	45.3472	42.2054	44.7002	36.5935	36.7485	51.7218	56.048	54.7189	53.7671	92.7902	56.0427	55.2625	60.2279	39.3914	42.5231	36.6029	51.7109	61.1402	49.8552	44.1849	62.0236	51.3452	51.2391	52.2542	46.334	51.3134	46.7972	51.4346	57.9222	52.39	91.9567	60.4708	60.7506	62.8973	49.6191	55.6709	46.5968	61.8833	59.151	58.8871	56.5372	56.2318	54.681	55.9236	57.6143	47.4147	49.3878	50.1378	50.4559	50.2396	40.8275	94.1558	59.4519	58.733	65.8957	52.2428	57.3069	49.7995	65.1201	57.2798	57.8033	46.075	58.7832	56.5161	54.8441	57.5777	84.4746	16.2037	45.3235	53.6887	54.85	54.1399
PWY-7431	19.0143	2.3312	2.8568	45.4033	25.6596	24.901	24.3899	29.2601	25.1968	25.7212	24.7569	16.0995	22.2546	20.7513	8.7221	12.7936	13.797	7.5518	7.6981	8.7916	2.4488	1.9351	15.189	3.6277	64.6299	18.9354	18.5153	16.9267	17.7251	20.3581	20.2533	23.065	11.1986	27.3883	10.4758	17.1671	8.5559	6.5902	7.4264	2.5158	2.2912	3.4066	12.3066	71.1589	12.9115	14.7386	6.3902	6.2562	7.7431	3.5287	1.8648	1.9445	2.9233	67.7134	23.2133	17.7931	22.0288	8.511	10.1971	7.1041	3.3594	14.1075	16.1106	12.6526	8.1916	10.1496	9.598	6.8516	3.5367	5.2244	0.7713	4.2997	0.9042	0.8509	62.6494	18.9936	22.0761	24.0298	10.9689	11.2997	7.2985	15.3487	29.6185	12.5817	9.6585	7.3837	8.963	10.4019	5.6093	5.3518	6.2399	1.6322	1.1957	25.1632	2.2527	70.4304	22.5992	23.4645	18.3382	19.5402	16.165	11.469	16.3876	21.4907	26.1867	16.0019	10.8645	14.3843	16.3173	6.0629	6.3677	9.4653	3.0517	2.7645	2.8027	14.9545	64.6973	21.8688	21.1956	22.2573	21.175	21.5444	19.0714	23.7013	22.1936	20.9455	18.9032	12.9342	15.2638	17.3055	9.3584	0	1.3048	0	8.3037	11.5536	3.6841
PWY-7446	0	0	0	0	0	0	0	0.0182	0	0	0	0.0524	0	0.0611	0	0	0	0	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0.0189	0.0295	0.0316	0	0.0581	0	0	0.0175	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0	0.4986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745	0	0	0	0	0	0	0.0159	0	0	0	0.0179	0	0	0	0	0	0	0	0	0	0.308	0	0	0	0	0	0	0.0132	0	0	0	0	0	0.0178	0	0	0	0	0	0	0	0.0266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7456	0.0553	0.8522	1.2391	0	0.1196	0.0599	0.0599	0.1772	0	0.6796	0.8643	0.0578	0	1.221	0	0	0	0	0.0598	0	0.4786	0.0577	0.4195	0.5794	0	0.1788	0.0599	0.1786	0	0	0.8234	0.3793	0.2178	0.4386	0	0	0.0598	0.2369	0	0.117	0.2263	0.2265	0.2193	0.1781	0.3326	0.1047	0.2056	0.4756	0.2224	0.447	0.4474	0.3801	0.4257	0	0.0568	0	0	0	0	0	0.8571	0.2804	0.0587	0.4564	0.0897	0.2268	0.0575	0.1374	0.0993	0.1295	0.0501	0.6598	0.05	0.088	0	0.1705	0.1181	0.1183	0.1536	0.0553	0.1474	1.1854	0.1436	0.1121	0.1124	0.0598	0.0598	0.1789	0.0597	0.1782	0	0.3977	0.5851	0.0958	0.6181	0	0.4119	0.4703	0	0.2918	0.0597	0.233	0.3652	0.0594	0.3288	0	0.0599	0	0.2975	0.1778	0	0.0598	0.6396	1.8782	1.7591	0.1858	0.2369	0.297	0.2382	0.0599	0.3502	0	0.234	1.2408	0	0.4551	0.1048	0.1789	0.1196	0.0599	0.0599	0	0	0	0.1195	0.0599	0.6894
